@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN1_arff/poker-8_vs_6/KBN1poker-8_vs_6-5-3tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute Class {' negative',' positive'}
@data
0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,' negativ
1,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,' negativ
2,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,' negativ
3,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,' negativ
4,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,' negativ
5,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,' negativ
6,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,' negativ
7,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,' negativ
8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,' negativ
9,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,' negativ
10,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,' negativ
11,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,' negativ
12,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,' negativ
13,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,' negativ
14,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,' negativ
15,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,' negativ
16,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,' negativ
17,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,' negativ
18,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,' negativ
19,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,' negativ
20,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,' negativ
21,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,' negativ
22,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,' negativ
23,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,' negativ
24,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,' negativ
25,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,' negativ
26,2.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,' negativ
27,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,' negativ
28,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,' negativ
29,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,' negativ
30,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,' negativ
31,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,' negativ
32,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,' negativ
33,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,' negativ
34,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,' negativ
