@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ2_arff/winequality-white-9_vs_4/EFQ1winequality-white-9_vs_4-5-4tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Class {' negative',' positive'}
@data
0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,' negativ
1,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,' negativ
2,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,' negativ
3,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,' positiv
4,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,' negativ
5,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,' negativ
6,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,' negativ
7,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,' negativ
8,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,' negativ
9,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,' negativ
10,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,' negativ
11,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,' negativ
12,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,' negativ
13,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,' negativ
14,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,' negativ
15,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,' negativ
16,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,' negativ
17,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,' negativ
18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,' negativ
19,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,' negativ
20,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,' negativ
21,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,' negativ
22,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,' negativ
23,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,' negativ
24,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,' negativ
25,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,' negativ
26,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,' negativ
27,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
28,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,' negativ
29,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,' negativ
30,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,' negativ
31,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,' negativ
32,2.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,' positiv
33,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,' positiv
34,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,' positiv
35,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,' positiv
