,0,1,2,3,4,5,6,7,8,9,y
0,1.0,3.0,0.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0, negative
1,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0, negative
2,2.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,4.0,2.0, negative
3,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0, positive
4,2.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,4.0,0.0, negative
5,0.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,0.0,2.0, negative
6,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0, negative
7,0.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0, negative
8,1.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,4.0,0.0, negative
9,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0, negative
10,2.0,1.0,3.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0, negative
11,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0, negative
12,1.0,4.0,2.0,4.0,3.0,4.0,0.0,4.0,3.0,4.0, negative
13,3.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,4.0, negative
14,2.0,3.0,0.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0, negative
15,1.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0, negative
16,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0, negative
17,1.0,2.0,0.0,2.0,3.0,4.0,3.0,2.0,0.0,4.0, negative
18,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0, negative
19,0.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0, negative
20,1.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,4.0, negative
21,3.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0, negative
22,0.0,3.0,3.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0, negative
23,3.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,3.0,4.0, negative
24,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, negative
25,0.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0, negative
26,3.0,3.0,1.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0, negative
27,2.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0, negative
28,1.0,2.0,3.0,2.0,0.0,4.0,3.0,4.0,3.0,2.0, negative
29,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0, negative
30,2.0,2.0,3.0,2.0,0.0,4.0,2.0,4.0,4.0,4.0, negative
31,2.0,4.0,3.0,4.0,3.0,1.0,0.0,4.0,2.0,1.0, negative
32,3.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0, negative
33,3.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,2.0,3.0, negative
34,2.0,3.0,2.0,0.0,3.0,3.0,3.0,0.0,2.0,3.0, negative
35,3.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0, negative
36,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,0.0,4.0, negative
37,1.0,3.0,2.0,3.0,0.0,4.0,2.0,4.0,4.0,4.0, negative
38,0.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,0.0,4.0, negative
39,2.0,4.0,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0, negative
40,3.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0, negative
41,0.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,4.0, negative
42,0.0,1.0,2.0,1.0,1.0,3.0,0.0,3.0,4.0,3.0, negative
43,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0, negative
44,1.0,2.0,0.0,3.0,0.0,2.0,2.0,3.0,2.0,3.0, negative
45,3.0,1.0,1.0,4.0,0.0,4.0,2.0,1.0,4.0,4.0, negative
46,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0, negative
47,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0, negative
48,3.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0, negative
49,0.0,0.0,2.0,0.0,3.0,0.0,3.0,4.0,3.0,4.0, negative
50,2.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0, negative
51,0.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0, negative
52,2.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0, negative
53,0.0,0.0,2.0,0.0,2.0,4.0,3.0,4.0,2.0,4.0, negative
54,1.0,4.0,0.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0, negative
55,2.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0, negative
56,2.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0, negative
57,0.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0, negative
58,3.0,3.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0, negative
59,3.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0, negative
60,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0, negative
61,1.0,4.0,1.0,0.0,0.0,4.0,2.0,4.0,3.0,0.0, negative
62,3.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0, negative
