@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/kr-vs-k-zero_vs_eight/EWD3kr-vs-k-zero_vs_eight-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative'}
@data
0,0.0,0.0,0.0,1.0,0.0,0.0,' negativ
1,0.0,0.0,1.0,1.0,1.0,0.0,' negativ
2,0.0,0.0,1.0,1.0,2.0,0.0,' negativ
3,0.0,0.0,1.0,1.0,0.0,0.0,' negativ
4,0.0,0.0,2.0,1.0,4.0,0.0,' negativ
5,0.0,0.0,2.0,1.0,0.0,0.0,' negativ
6,0.0,0.0,4.0,1.0,5.0,0.0,' negativ
7,0.0,0.0,4.0,1.0,1.0,0.0,' negativ
8,0.0,0.0,4.0,1.0,0.0,0.0,' negativ
9,0.0,0.0,5.0,1.0,1.0,0.0,' negativ
10,0.0,0.0,5.0,1.0,7.0,0.0,' negativ
11,0.0,0.0,7.0,1.0,1.0,0.0,' negativ
12,0.0,0.0,7.0,1.0,2.0,0.0,' negativ
13,3.0,0.0,0.0,2.0,1.0,1.0,' negativ
14,3.0,0.0,0.0,2.0,2.0,0.0,' negativ
15,3.0,0.0,0.0,2.0,2.0,1.0,' negativ
16,3.0,0.0,0.0,2.0,4.0,0.0,' negativ
17,3.0,0.0,0.0,2.0,4.0,1.0,' negativ
18,3.0,0.0,0.0,2.0,0.0,0.0,' negativ
19,3.0,0.0,0.0,2.0,0.0,1.0,' negativ
20,3.0,0.0,1.0,2.0,1.0,1.0,' negativ
21,3.0,0.0,1.0,2.0,2.0,0.0,' negativ
22,3.0,0.0,1.0,2.0,2.0,1.0,' negativ
23,3.0,0.0,1.0,2.0,4.0,1.0,' negativ
24,3.0,0.0,1.0,2.0,0.0,0.0,' negativ
25,3.0,0.0,1.0,2.0,0.0,1.0,' negativ
26,3.0,0.0,1.0,4.0,8.0,7.0,' negativ
27,3.0,0.0,1.0,5.0,8.0,2.0,' negativ
28,3.0,0.0,1.0,5.0,8.0,8.0,' negativ
29,3.0,0.0,1.0,5.0,8.0,9.0,' negativ
30,3.0,0.0,1.0,7.0,8.0,2.0,' negativ
31,3.0,0.0,1.0,7.0,8.0,4.0,' negativ
32,3.0,0.0,1.0,7.0,8.0,9.0,' negativ
33,3.0,0.0,1.0,8.0,8.0,2.0,' negativ
34,3.0,0.0,1.0,8.0,8.0,4.0,' negativ
35,3.0,0.0,1.0,9.0,8.0,2.0,' negativ
36,3.0,0.0,1.0,9.0,8.0,4.0,' negativ
37,3.0,0.0,1.0,9.0,8.0,5.0,' negativ
38,3.0,0.0,1.0,9.0,8.0,7.0,' negativ
39,3.0,0.0,8.0,2.0,4.0,0.0,' negativ
40,3.0,0.0,8.0,2.0,4.0,1.0,' negativ
41,3.0,0.0,8.0,2.0,0.0,1.0,' negativ
42,3.0,0.0,9.0,2.0,1.0,0.0,' negativ
43,3.0,0.0,9.0,2.0,7.0,0.0,' negativ
44,3.0,0.0,9.0,2.0,2.0,0.0,' negativ
45,3.0,0.0,9.0,2.0,2.0,1.0,' negativ
46,3.0,0.0,9.0,2.0,4.0,1.0,' negativ
47,3.0,0.0,9.0,2.0,0.0,0.0,' negativ
48,3.0,0.0,2.0,2.0,0.0,1.0,' negativ
49,3.0,0.0,4.0,1.0,1.0,0.0,' negativ
50,3.0,0.0,5.0,2.0,0.0,0.0,' negativ
51,3.0,0.0,5.0,9.0,0.0,1.0,' negativ
52,3.0,3.0,0.0,2.0,2.0,1.0,' negativ
53,3.0,3.0,0.0,2.0,4.0,0.0,' negativ
54,3.0,3.0,0.0,2.0,4.0,1.0,' negativ
55,3.0,3.0,0.0,2.0,0.0,0.0,' negativ
56,3.0,3.0,0.0,2.0,0.0,1.0,' negativ
57,3.0,3.0,1.0,2.0,2.0,0.0,' negativ
58,3.0,3.0,1.0,2.0,2.0,1.0,' negativ
59,3.0,3.0,1.0,2.0,4.0,0.0,' negativ
60,3.0,3.0,1.0,2.0,4.0,1.0,' negativ
61,3.0,3.0,1.0,2.0,0.0,0.0,' negativ
62,3.0,3.0,1.0,2.0,0.0,1.0,' negativ
63,3.0,3.0,8.0,2.0,2.0,0.0,' negativ
64,3.0,3.0,8.0,2.0,2.0,1.0,' negativ
65,3.0,3.0,8.0,2.0,0.0,0.0,' negativ
66,3.0,3.0,8.0,2.0,0.0,1.0,' negativ
67,3.0,3.0,9.0,2.0,1.0,0.0,' negativ
68,3.0,3.0,9.0,2.0,7.0,0.0,' negativ
69,3.0,3.0,9.0,2.0,2.0,0.0,' negativ
70,3.0,3.0,9.0,2.0,2.0,1.0,' negativ
71,3.0,3.0,9.0,2.0,4.0,0.0,' negativ
72,3.0,3.0,9.0,2.0,4.0,1.0,' negativ
73,3.0,3.0,9.0,2.0,0.0,0.0,' negativ
74,3.0,3.0,2.0,2.0,0.0,0.0,' negativ
75,3.0,3.0,2.0,2.0,0.0,1.0,' negativ
76,3.0,3.0,5.0,0.0,0.0,8.0,' negativ
77,3.0,3.0,5.0,2.0,0.0,0.0,' negativ
78,3.0,3.0,5.0,9.0,0.0,1.0,' negativ
79,6.0,0.0,0.0,0.0,0.0,0.0,' negativ
80,6.0,0.0,0.0,2.0,7.0,0.0,' negativ
81,6.0,0.0,0.0,2.0,2.0,0.0,' negativ
82,6.0,0.0,0.0,2.0,2.0,1.0,' negativ
83,6.0,0.0,0.0,4.0,7.0,0.0,' negativ
84,6.0,0.0,0.0,4.0,4.0,0.0,' negativ
85,6.0,0.0,0.0,4.0,4.0,1.0,' negativ
86,6.0,0.0,0.0,4.0,0.0,2.0,' negativ
87,6.0,0.0,0.0,7.0,0.0,0.0,' negativ
88,6.0,0.0,0.0,8.0,0.0,0.0,' negativ
89,6.0,0.0,1.0,0.0,8.0,5.0,' negativ
90,6.0,0.0,1.0,0.0,8.0,8.0,' negativ
91,6.0,0.0,1.0,0.0,0.0,0.0,' negativ
92,6.0,0.0,1.0,1.0,8.0,2.0,' negativ
93,6.0,0.0,1.0,1.0,8.0,5.0,' negativ
94,6.0,0.0,1.0,1.0,8.0,8.0,' negativ
95,6.0,0.0,1.0,2.0,7.0,0.0,' negativ
