@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/abalone-21_vs_8/EWD3abalone-21_vs_8-5-1tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute Class {' negative'}
@data
0,0.0,4.0,4.0,0.0,2.0,2.0,3.0,2.0,' negativ
1,5.0,4.0,4.0,0.0,2.0,2.0,2.0,2.0,' negativ
2,9.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,' negativ
3,0.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,' negativ
4,0.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,' negativ
5,0.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,' negativ
6,5.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,' negativ
7,0.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,' negativ
8,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
9,9.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
10,5.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,' negativ
11,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
12,9.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,' negativ
13,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,' negativ
14,0.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,' negativ
15,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
16,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
17,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
18,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,' negativ
19,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,' negativ
20,9.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,' negativ
21,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,' negativ
22,5.0,4.0,6.0,1.0,4.0,3.0,3.0,4.0,' negativ
23,9.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,' negativ
24,5.0,7.0,8.0,1.0,6.0,6.0,7.0,4.0,' negativ
25,0.0,4.0,5.0,1.0,3.0,2.0,3.0,3.0,' negativ
26,0.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,' negativ
27,0.0,6.0,6.0,0.0,4.0,3.0,5.0,4.0,' negativ
28,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
29,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,' negativ
30,0.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,' negativ
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
32,5.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,' negativ
33,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,' negativ
34,9.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,' negativ
35,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,' negativ
36,9.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,' negativ
37,5.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,' negativ
38,0.0,5.0,5.0,1.0,3.0,3.0,2.0,3.0,' negativ
39,0.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,' negativ
40,5.0,6.0,6.0,1.0,5.0,4.0,4.0,5.0,' negativ
41,5.0,7.0,7.0,1.0,6.0,6.0,8.0,6.0,' negativ
42,5.0,8.0,8.0,1.0,8.0,9.0,9.0,6.0,' negativ
43,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
44,9.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,' negativ
45,0.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,' negativ
46,5.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,' negativ
47,0.0,4.0,4.0,0.0,2.0,2.0,2.0,1.0,' negativ
48,0.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,' negativ
49,9.0,5.0,5.0,1.0,3.0,4.0,3.0,2.0,' negativ
50,9.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,' negativ
51,0.0,5.0,5.0,1.0,4.0,4.0,4.0,3.0,' negativ
52,5.0,5.0,6.0,1.0,4.0,4.0,5.0,4.0,' negativ
53,5.0,6.0,5.0,1.0,4.0,4.0,5.0,4.0,' negativ
54,0.0,6.0,6.0,1.0,4.0,4.0,6.0,4.0,' negativ
55,5.0,6.0,7.0,1.0,6.0,6.0,6.0,5.0,' negativ
56,0.0,6.0,6.0,1.0,6.0,6.0,5.0,4.0,' negativ
57,5.0,6.0,7.0,1.0,5.0,4.0,7.0,5.0,' negativ
58,5.0,6.0,6.0,1.0,6.0,6.0,5.0,5.0,' negativ
59,0.0,7.0,7.0,1.0,6.0,5.0,6.0,6.0,' negativ
60,5.0,7.0,7.0,1.0,6.0,6.0,6.0,5.0,' negativ
61,0.0,8.0,7.0,1.0,7.0,7.0,7.0,6.0,' negativ
62,0.0,8.0,7.0,1.0,6.0,6.0,6.0,6.0,' negativ
