,0,1,2,3,4,5,6,Class
0,0.0,1.0,0.0,0.0,2.0,1.0,1.0, negative
1,2.0,2.0,0.0,0.0,1.0,1.0,1.0, negative
2,1.0,1.0,0.0,0.0,1.0,0.0,1.0, negative
3,1.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
4,1.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
5,0.0,1.0,0.0,0.0,1.0,2.0,2.0, negative
6,1.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
7,1.0,0.0,0.0,0.0,1.0,1.0,1.0, negative
8,1.0,0.0,0.0,0.0,1.0,2.0,2.0, negative
9,1.0,1.0,0.0,0.0,1.0,2.0,2.0, negative
10,0.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
11,0.0,0.0,0.0,0.0,1.0,1.0,1.0, negative
12,1.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
13,2.0,1.0,0.0,0.0,1.0,1.0,0.0, negative
14,1.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
15,2.0,2.0,0.0,0.0,2.0,2.0,2.0, negative
16,2.0,1.0,0.0,0.0,1.0,1.0,0.0, negative
17,1.0,1.0,0.0,0.0,1.0,0.0,1.0, negative
18,1.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
19,0.0,1.0,0.0,0.0,1.0,2.0,1.0, negative
20,1.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
21,0.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
22,1.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
23,2.0,1.0,0.0,0.0,2.0,1.0,2.0, negative
24,1.0,1.0,0.0,0.0,0.0,0.0,1.0, negative
25,2.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
26,1.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
27,2.0,1.0,0.0,0.0,1.0,2.0,2.0, negative
28,1.0,1.0,0.0,0.0,1.0,2.0,2.0, negative
29,1.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
30,1.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
31,2.0,1.0,0.0,0.0,2.0,1.0,0.0, negative
32,1.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
33,1.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
34,2.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
35,1.0,0.0,0.0,0.0,1.0,1.0,1.0, negative
36,1.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
37,2.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
38,2.0,2.0,0.0,0.0,1.0,1.0,1.0, negative
39,1.0,0.0,0.0,0.0,1.0,1.0,1.0, negative
40,0.0,0.0,0.0,0.0,1.0,1.0,1.0, negative
41,1.0,1.0,0.0,0.0,1.0,2.0,2.0, negative
42,1.0,1.0,0.0,0.0,1.0,2.0,2.0, negative
43,0.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
44,2.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
45,1.0,1.0,0.0,0.0,1.0,0.0,1.0, negative
46,2.0,1.0,0.0,0.0,2.0,1.0,0.0, negative
