classifier,discretizer,dataset,fold,avg_precision,auc
DTAE,0,shuttle-6_vs_2-3.csv,0,0.806459719222273,0.8936363636363637
DTAE,1,shuttle-6_vs_2-3.csv,0,0.9572861244188282,0.5472727272727272
DTAE,2,shuttle-6_vs_2-3.csv,0,0.9299485988780114,0.5638636363636362
DTAE,0,cleveland-0_vs_4.csv,0,0.7977263253596427,0.6581730769230769
DTAE,1,cleveland-0_vs_4.csv,0,0.8336350892078495,0.6504807692307693
DTAE,2,cleveland-0_vs_4.csv,0,0.8529223733869548,0.6764423076923077
DTAE,0,yeast-0-3-5-9_vs_7-8.csv,0,0.8304470979361507,0.5362500000000001
DTAE,1,yeast-0-3-5-9_vs_7-8.csv,0,0.8449877195235648,0.5691447368421053
DTAE,2,yeast-0-3-5-9_vs_7-8.csv,0,0.920316707670882,0.606030701754386
DTAE,0,yeast-2_vs_8.csv,0,0.8259208491504428,0.7483225108225109
DTAE,1,yeast-2_vs_8.csv,0,0.9473626916587916,0.6420454545454545
DTAE,2,yeast-2_vs_8.csv,0,0.963766789237152,0.5598484848484848
DTAE,0,yeast-1-2-8-9_vs_7.csv,0,0.9481090639189913,0.536586695747001
DTAE,1,yeast-1-2-8-9_vs_7.csv,0,0.9721608637669009,0.5629770992366412
DTAE,2,yeast-1-2-8-9_vs_7.csv,0,0.9681122427421565,0.5358233369683751
DTAE,0,results_dtae_buenobueno.csv,0,-1.0,-1.0
DTAE,1,results_dtae_buenobueno.csv,0,-1.0,-1.0
DTAE,2,results_dtae_buenobueno.csv,0,-1.0,-1.0
DTAE,0,yeast-0-5-6-7-9_vs_4.csv,0,0.8972137809778243,0.5105027335881942
DTAE,1,yeast-0-5-6-7-9_vs_4.csv,0,0.8306882383836209,0.5471081514366753
DTAE,2,yeast-0-5-6-7-9_vs_4.csv,0,0.8813109791770157,0.5848851070826654
DTAE,0,ecoli-0-3-4_vs_5.csv,0,0.910961739610551,0.5733333333333334
DTAE,1,ecoli-0-3-4_vs_5.csv,0,0.8515188219741182,0.553611111111111
DTAE,2,ecoli-0-3-4_vs_5.csv,0,0.7008575877792373,0.7652777777777777
