classifier,discretizer,dataset,fold,avg_precision,auc
DTAE,0,shuttle-6_vs_2-3.csv,0,0.8646789942633519,0.7036363636363636
DTAE,1,shuttle-6_vs_2-3.csv,0,0.7273019384745047,0.91
DTAE,2,shuttle-6_vs_2-3.csv,0,0.9170300383262839,0.5125
DTAE,0,cleveland-0_vs_4.csv,0,0.8763118520229951,0.5653846153846154
DTAE,1,cleveland-0_vs_4.csv,0,0.7169608483053607,0.7298076923076924
DTAE,2,cleveland-0_vs_4.csv,0,0.9105574724118228,0.5134615384615384
DTAE,0,yeast-0-3-5-9_vs_7-8.csv,0,0.9097276892902619,0.5989035087719298
DTAE,1,yeast-0-3-5-9_vs_7-8.csv,0,0.9148988624120402,0.5851096491228069
DTAE,2,yeast-0-3-5-9_vs_7-8.csv,0,0.9005363356904039,0.5138377192982456
DTAE,0,yeast-2_vs_8.csv,0,0.9371496727331711,0.5050324675324676
DTAE,1,yeast-2_vs_8.csv,0,0.9685537913270968,0.6588744588744587
DTAE,2,yeast-2_vs_8.csv,0,0.9704815129175304,0.6835497835497835
DTAE,0,yeast-1-2-8-9_vs_7.csv,0,0.9740237824143698,0.6136495819701927
DTAE,1,yeast-1-2-8-9_vs_7.csv,0,0.9637970794616177,0.5523627771719375
DTAE,2,yeast-1-2-8-9_vs_7.csv,0,0.9710951479945757,0.5342420937840786
DTAE,0,results_dtae_buenobueno.csv,0,-1.0,-1.0
DTAE,1,results_dtae_buenobueno.csv,0,-1.0,-1.0
DTAE,2,results_dtae_buenobueno.csv,0,-1.0,-1.0
DTAE,0,yeast-0-5-6-7-9_vs_4.csv,0,0.9192014946559084,0.5828503309080445
DTAE,1,yeast-0-5-6-7-9_vs_4.csv,0,0.8328679570927213,0.6368438360669215
DTAE,2,yeast-0-5-6-7-9_vs_4.csv,0,0.9061504578229941,0.548834628190899
DTAE,0,ecoli-0-3-4_vs_5.csv,0,0.7118987134028525,0.7744444444444445
DTAE,1,ecoli-0-3-4_vs_5.csv,0,0.8652868215418716,0.5469444444444445
DTAE,2,ecoli-0-3-4_vs_5.csv,0,0.7976253326362749,0.7455555555555555
DTAE,0,ecoli-0-1-3-7_vs_2-6.csv,0,0.9722509130403879,0.5041710114702815
DTAE,1,ecoli-0-1-3-7_vs_2-6.csv,0,0.9832919705299699,0.8394160583941606
DTAE,2,ecoli-0-1-3-7_vs_2-6.csv,0,0.7540052138791635,0.9009384775808134
DTAE,0,lymphography-normal-fibrosis.csv,0,0.9137079410888935,0.6068075117370892
DTAE,1,lymphography-normal-fibrosis.csv,0,0.9033795040143185,0.7711267605633803
DTAE,2,lymphography-normal-fibrosis.csv,0,0.9739803211794406,0.869718309859155
DTAE,0,ecoli-0_vs_1.csv,0,0.5218249262099003,0.7213241304150394
DTAE,1,ecoli-0_vs_1.csv,0,0.6546372062142725,0.533784397420761
DTAE,2,ecoli-0_vs_1.csv,0,0.8031796052726097,0.6593406593406594
DTAE,0,dermatology-6.csv,0,0.8632475566013511,0.7862426035502958
DTAE,1,dermatology-6.csv,0,0.9586021340409825,0.6551775147928994
DTAE,2,dermatology-6.csv,0,0.9267331187779969,0.606508875739645
DTAE,0,pimaImb.csv,0,0.5884851887552998,0.5091865671641791
DTAE,1,pimaImb.csv,0,0.5879592980643721,0.5918507462686567
DTAE,2,pimaImb.csv,0,0.7451512434039205,0.6854776119402985
DTAE,0,shuttle-c2-vs-c4.csv,0,0.9503578124282129,0.589430894308943
DTAE,1,shuttle-c2-vs-c4.csv,0,0.9624301147998133,0.7669376693766938
DTAE,2,shuttle-c2-vs-c4.csv,0,0.951125113803782,0.5487804878048781
DTAE,0,car-vgood.csv,0,0.9615622299555504,0.5547065081641149
DTAE,1,car-vgood.csv,0,0.9355048432708153,0.6341088857023914
DTAE,2,car-vgood.csv,0,0.9492935162474512,0.6241824321198945
DTAE,0,kr-vs-k-one_vs_fifteen.csv,0,0.9651592778342533,0.525321400667661
DTAE,1,kr-vs-k-one_vs_fifteen.csv,0,0.9741738161331832,0.6261157279162819
DTAE,2,kr-vs-k-one_vs_fifteen.csv,0,0.9115108525318668,0.6738108767194639
DTAE,0,vowel0.csv,0,0.9330763818416645,0.7798935906953723
DTAE,1,vowel0.csv,0,0.8420484971983965,0.6301658005444197
DTAE,2,vowel0.csv,0,0.9381050283261259,0.6938010393466965
DTAE,0,winequality-white-9_vs_4.csv,0,0.9552707929325577,0.6220858895705521
DTAE,1,winequality-white-9_vs_4.csv,0,0.9773282799793447,0.7595092024539878
DTAE,2,winequality-white-9_vs_4.csv,0,0.9701247222981825,0.5705521472392638
DTAE,0,winequality-red-8_vs_6-7.csv,0,0.9669537449990838,0.5463294836054693
DTAE,1,winequality-red-8_vs_6-7.csv,0,0.9728294509833273,0.5651466879065445
DTAE,2,winequality-red-8_vs_6-7.csv,0,0.9812685182181512,0.5527678215850259
DTAE,0,winequality-white-3_vs_7.csv,0,0.9774267519164908,0.5067045454545455
DTAE,1,winequality-white-3_vs_7.csv,0,0.9780943777014104,0.5004261363636363
DTAE,2,winequality-white-3_vs_7.csv,0,0.9587617813980791,0.6070454545454546
DTAE,0,poker-8-9_vs_5.csv,0,0.9894500995344515,0.5699219512195122
DTAE,1,poker-8-9_vs_5.csv,0,0.9830101391201324,0.5115609756097561
DTAE,2,poker-8-9_vs_5.csv,0,0.9878409086464248,0.5056
DTAE,0,abalone-19_vs_10-11-12-13.csv,0,0.976949529072902,0.5451454402515723
DTAE,1,abalone-19_vs_10-11-12-13.csv,0,0.9756375971870972,0.5123034591194968
DTAE,2,abalone-19_vs_10-11-12-13.csv,0,0.9810794735586427,0.5140330188679245
DTAE,0,segment0.csv,0,0.8929570051865768,0.6488317301268179
DTAE,1,segment0.csv,0,0.8173759230709584,0.9626027698125147
DTAE,2,segment0.csv,0,0.8319403932506144,0.5194511980660154
DTAE,0,yeast-2_vs_4.csv,0,0.8999041458670803,0.5082793376529877
DTAE,1,yeast-2_vs_4.csv,0,0.8918027797021447,0.503176216490916
DTAE,2,yeast-2_vs_4.csv,0,0.5330861931583637,0.8696269004362004
DTAE,0,winequality-white-3-9_vs_5.csv,0,0.9676312100802306,0.6450789293067948
DTAE,1,winequality-white-3-9_vs_5.csv,0,0.9778549811532395,0.5037474262182566
DTAE,2,winequality-white-3-9_vs_5.csv,0,0.9793608908010567,0.5681262868908716
DTAE,0,vehicle2.csv,0,0.7570431495904753,0.5492534914976919
DTAE,1,vehicle2.csv,0,0.7672616350456041,0.5253425758195523
DTAE,2,vehicle2.csv,0,0.7981535043604083,0.6271255770466896
DTAE,0,vehicle3.csv,0,0.747217287219196,0.5328254270579131
DTAE,1,vehicle3.csv,0,0.6019702333307286,0.5637536456163323
DTAE,2,vehicle3.csv,0,0.7689535498053924,0.5313523004583061
DTAE,0,ecoli4.csv,0,0.9404876737486246,0.5761867088607595
DTAE,1,ecoli4.csv,0,0.9386909243191809,0.5119462025316456
DTAE,2,ecoli4.csv,0,0.9638785970095641,0.9190664556962026
DTAE,0,winequality-red-8_vs_6.csv,0,0.9719927581799697,0.5446273075583421
DTAE,1,winequality-red-8_vs_6.csv,0,0.9799499116340369,0.6740682688958551
DTAE,2,winequality-red-8_vs_6.csv,0,0.9812752895774273,0.7146464646464646
DTAE,0,wisconsinImb.csv,0,0.6080130640902659,0.6942402653699725
DTAE,1,wisconsinImb.csv,0,0.8439132708236907,0.8390157940367144
DTAE,2,wisconsinImb.csv,0,0.7168277622512633,0.7474320554864489
DTAE,0,kr-vs-k-zero-one_vs_draw.csv,0,0.9717935414525127,0.5955565774235302
DTAE,1,kr-vs-k-zero-one_vs_draw.csv,0,0.9330056014273285,0.6521782818993119
DTAE,2,kr-vs-k-zero-one_vs_draw.csv,0,0.9764497950740237,0.7286208188568704
DTAE,0,yeast-1_vs_7.csv,0,0.9281896465413533,0.5379176379176379
DTAE,1,yeast-1_vs_7.csv,0,0.812044994001747,0.6451825951825952
DTAE,2,yeast-1_vs_7.csv,0,0.9524767001736042,0.6524087024087023
DTAE,0,vehicle1.csv,0,0.6639556675327948,0.6566453957345798
DTAE,1,vehicle1.csv,0,0.6562957600225376,0.6346699098122248
DTAE,2,vehicle1.csv,0,0.6810638220658864,0.5816378861919659
DTAE,0,glass1.csv,0,0.6623932454019421,0.5772787948131198
DTAE,1,glass1.csv,0,0.5331431325834362,0.5985888634630053
DTAE,2,glass1.csv,0,0.5374512596042049,0.595108695652174
DTAE,0,ecoli-0-1_vs_2-3-5.csv,0,0.9300155543423951,0.6945075757575758
