var0,var1,var2,var3,var4,var5,var6,y,fold,train_test
0.56,0.4,0.48,0.5,0.49,0.37,0.46, negative,2,tst
0.67,0.39,0.48,0.5,0.36,0.38,0.46, negative,2,tst
0.21,0.34,0.48,0.5,0.51,0.28,0.39, negative,2,tst
0.25,0.48,0.48,0.5,0.44,0.17,0.29, negative,2,tst
0.44,0.27,0.48,0.5,0.55,0.52,0.58, negative,2,tst
0.41,0.57,0.48,0.5,0.39,0.21,0.32, negative,2,tst
0.3,0.16,0.48,0.5,0.56,0.11,0.23, negative,2,tst
0.36,0.39,0.48,0.5,0.48,0.22,0.23, negative,2,tst
0.29,0.52,0.48,0.5,0.42,0.29,0.39, negative,2,tst
0.32,0.42,0.48,0.5,0.35,0.28,0.38, negative,2,tst
0.17,0.38,0.48,0.5,0.45,0.42,0.5, negative,2,tst
0.44,0.35,0.48,0.5,0.55,0.55,0.61, negative,2,tst
0.23,0.58,0.48,0.5,0.37,0.53,0.59, negative,2,tst
0.47,0.47,0.48,0.5,0.22,0.16,0.26, negative,2,tst
0.52,0.57,0.48,0.5,0.42,0.47,0.54, negative,2,tst
0.42,0.3,0.48,0.5,0.48,0.26,0.36, negative,2,tst
0.44,0.28,0.48,0.5,0.43,0.27,0.37, negative,2,tst
0.41,0.43,0.48,0.5,0.45,0.31,0.41, negative,2,tst
0.29,0.47,0.48,0.5,0.41,0.23,0.34, negative,2,tst
0.5,0.49,0.48,0.5,0.49,0.46,0.53, negative,2,tst
0.52,0.44,0.48,0.5,0.37,0.36,0.42, negative,2,tst
0.34,0.46,0.48,0.5,0.52,0.35,0.44, negative,2,tst
0.51,0.46,0.48,0.5,0.58,0.31,0.41, negative,2,tst
0.26,0.5,0.48,0.5,0.44,0.32,0.41, negative,2,tst
0.47,0.28,0.48,0.5,0.56,0.2,0.25, negative,2,tst
0.41,0.51,0.48,0.5,0.58,0.2,0.31, negative,2,tst
0.25,0.51,0.48,0.5,0.37,0.42,0.5, negative,2,tst
0.24,0.41,0.48,0.5,0.49,0.23,0.34, negative,2,tst
0.26,0.4,0.48,0.5,0.36,0.26,0.37, negative,2,tst
0.22,0.34,0.48,0.5,0.42,0.29,0.39, negative,2,tst
0.27,0.42,0.48,0.5,0.37,0.38,0.43, negative,2,tst
0.34,0.49,0.48,0.5,0.58,0.85,0.8, negative,2,tst
0.46,0.61,0.48,0.5,0.48,0.86,0.87, negative,2,tst
0.73,0.36,0.48,0.5,0.53,0.91,0.92, negative,2,tst
0.5,0.66,0.48,0.5,0.31,0.92,0.92, negative,2,tst
0.33,0.56,0.48,0.5,0.33,0.78,0.8, negative,2,tst
0.47,0.59,0.48,0.5,0.52,0.76,0.79, negative,2,tst
0.74,0.44,0.48,0.5,0.55,0.88,0.89, negative,2,tst
0.45,0.4,0.48,0.5,0.61,0.74,0.77, negative,2,tst
0.34,0.51,0.48,0.5,0.67,0.9,0.9, negative,2,tst
0.16,0.51,0.48,0.5,0.33,0.39,0.48, negative,2,tst
0.89,0.55,0.48,0.5,0.51,0.72,0.76, negative,2,tst
0.7,0.46,0.48,0.5,0.56,0.78,0.73, negative,2,tst
0.61,0.52,0.48,0.5,0.54,0.67,0.52, negative,2,tst
0.63,0.65,0.48,0.5,0.66,0.67,0.71, negative,2,tst
0.5,0.57,0.48,0.5,0.71,0.61,0.66, negative,2,tst
0.39,0.41,0.48,0.5,0.52,0.72,0.75, negative,2,tst
0.59,0.29,0.48,0.5,0.64,0.75,0.77, negative,2,tst
0.86,0.39,0.48,0.5,0.59,0.89,0.9, negative,2,tst
0.7,0.53,0.48,0.5,0.7,0.86,0.87, negative,2,tst
0.84,0.54,0.48,0.5,0.75,0.92,0.7, negative,2,tst
0.86,0.55,0.48,0.5,0.63,0.81,0.83, negative,2,tst
0.79,0.54,0.48,0.5,0.5,0.66,0.68, negative,2,tst
0.57,0.38,0.48,0.5,0.06,0.49,0.33, negative,2,tst
0.78,0.44,0.48,0.5,0.45,0.73,0.68, negative,2,tst
0.75,0.76,0.48,0.5,0.83,0.57,0.3, negative,2,tst
0.67,0.7,0.48,0.5,0.46,0.45,0.33, positive,2,tst
0.67,0.61,0.48,0.5,0.51,0.37,0.38, positive,2,tst
0.71,0.71,0.48,0.5,0.4,0.54,0.39, positive,2,tst
0.66,0.74,0.48,0.5,0.31,0.38,0.43, positive,2,tst
0.74,0.82,0.48,0.5,0.49,0.49,0.41, positive,2,tst
0.68,0.78,0.48,0.5,0.43,0.44,0.42, positive,2,tst
0.7,0.71,0.48,0.5,0.42,0.84,0.85, positive,2,tst
0.64,0.78,0.48,0.5,0.5,0.36,0.38, positive,2,tst
0.29,0.39,0.48,0.5,0.52,0.4,0.48, positive,2,tst
0.69,0.66,0.48,0.5,0.41,0.5,0.25, positive,2,tst
0.74,0.56,0.48,0.5,0.47,0.68,0.3, positive,2,tst
0.74,0.49,0.48,0.5,0.42,0.54,0.36, positive,2,tst
0.7,0.61,0.48,0.5,0.56,0.52,0.43, positive,2,tst
0.66,0.86,0.48,0.5,0.34,0.41,0.36, positive,2,tst
