var0,var1,var2,var3,var4,var5,var6,y,fold,train_test
7.0,4.0,48.0,5.0,54.0,35.0,44.0, negative,2,tst
23.0,32.0,48.0,5.0,55.0,25.0,35.0, negative,2,tst
42.0,24.0,48.0,5.0,57.0,27.0,37.0, negative,2,tst
25.0,48.0,48.0,5.0,44.0,17.0,29.0, negative,2,tst
23.0,4.0,48.0,5.0,39.0,28.0,38.0, negative,2,tst
29.0,37.0,48.0,5.0,48.0,44.0,52.0, negative,2,tst
56.0,51.0,48.0,5.0,34.0,37.0,46.0, negative,2,tst
29.0,3.0,48.0,5.0,45.0,3.0,17.0, negative,2,tst
22.0,36.0,48.0,5.0,35.0,39.0,47.0, negative,2,tst
23.0,58.0,48.0,5.0,37.0,53.0,59.0, negative,2,tst
4.0,35.0,48.0,5.0,45.0,33.0,42.0, negative,2,tst
25.0,37.0,48.0,5.0,43.0,26.0,36.0, negative,2,tst
37.0,5.0,48.0,5.0,42.0,36.0,45.0, negative,2,tst
44.0,42.0,48.0,5.0,42.0,25.0,2.0, negative,2,tst
48.0,42.0,48.0,5.0,45.0,25.0,35.0, negative,2,tst
29.0,47.0,48.0,5.0,41.0,23.0,34.0, negative,2,tst
53.0,42.0,48.0,5.0,16.0,29.0,39.0, negative,2,tst
34.0,46.0,48.0,5.0,52.0,35.0,44.0, negative,2,tst
41.0,43.0,48.0,5.0,5.0,24.0,25.0, negative,2,tst
64.0,76.0,48.0,5.0,45.0,35.0,38.0, negative,2,tst
35.0,37.0,48.0,5.0,3.0,34.0,43.0, negative,2,tst
57.0,54.0,48.0,5.0,37.0,28.0,33.0, negative,2,tst
51.0,46.0,48.0,5.0,58.0,31.0,41.0, negative,2,tst
38.0,4.0,48.0,5.0,63.0,25.0,35.0, negative,2,tst
24.0,57.0,48.0,5.0,63.0,34.0,43.0, negative,2,tst
38.0,26.0,48.0,5.0,54.0,16.0,28.0, negative,2,tst
26.0,5.0,48.0,5.0,44.0,32.0,41.0, negative,2,tst
38.0,3.0,48.0,5.0,43.0,29.0,39.0, negative,2,tst
37.0,44.0,48.0,5.0,42.0,39.0,47.0, negative,2,tst
3.0,37.0,48.0,5.0,43.0,18.0,3.0, negative,2,tst
22.0,34.0,48.0,5.0,42.0,29.0,39.0, negative,2,tst
69.0,43.0,48.0,5.0,59.0,74.0,77.0, negative,2,tst
79.0,36.0,48.0,5.0,46.0,82.0,7.0, negative,2,tst
66.0,48.0,48.0,5.0,54.0,7.0,74.0, negative,2,tst
64.0,46.0,48.0,5.0,48.0,73.0,76.0, negative,2,tst
87.0,49.0,48.0,5.0,61.0,76.0,79.0, negative,2,tst
63.0,69.0,48.0,5.0,65.0,41.0,28.0, positive,2,tst
74.0,9.0,48.0,5.0,57.0,53.0,29.0, positive,2,tst
6.0,76.0,1.0,5.0,77.0,59.0,52.0, positive,2,tst
63.0,49.0,48.0,5.0,79.0,45.0,28.0, positive,2,tst
78.0,68.0,48.0,5.0,83.0,4.0,29.0, positive,2,tst
67.0,88.0,48.0,5.0,73.0,5.0,25.0, positive,2,tst
61.0,75.0,48.0,5.0,51.0,33.0,33.0, positive,2,tst
67.0,84.0,48.0,5.0,74.0,54.0,37.0, positive,2,tst
73.0,84.0,48.0,5.0,86.0,58.0,29.0, positive,2,tst
75.0,76.0,48.0,5.0,83.0,57.0,3.0, positive,2,tst
77.0,57.0,48.0,5.0,88.0,53.0,2.0, positive,2,tst
74.0,78.0,48.0,5.0,75.0,54.0,15.0, positive,2,tst
68.0,76.0,48.0,5.0,84.0,45.0,27.0, positive,2,tst
56.0,68.0,48.0,5.0,77.0,36.0,45.0, positive,2,tst
65.0,51.0,48.0,5.0,66.0,54.0,33.0, positive,2,tst
52.0,81.0,48.0,5.0,72.0,38.0,38.0, positive,2,tst
64.0,57.0,48.0,5.0,7.0,33.0,26.0, positive,2,tst
69.0,59.0,48.0,5.0,77.0,39.0,21.0, positive,2,tst
71.0,71.0,48.0,5.0,68.0,43.0,36.0, positive,2,tst
68.0,63.0,48.0,5.0,73.0,4.0,3.0, positive,2,tst
56.0,4.0,48.0,5.0,49.0,37.0,46.0, negative,4,tst
59.0,49.0,48.0,5.0,52.0,45.0,36.0, negative,4,tst
42.0,4.0,48.0,5.0,56.0,18.0,3.0, negative,4,tst
22.0,43.0,48.0,5.0,48.0,16.0,28.0, negative,4,tst
51.0,54.0,48.0,5.0,41.0,34.0,43.0, negative,4,tst
43.0,37.0,48.0,5.0,53.0,35.0,44.0, negative,4,tst
43.0,39.0,48.0,5.0,47.0,31.0,41.0, negative,4,tst
53.0,38.0,48.0,5.0,44.0,26.0,36.0, negative,4,tst
65.0,47.0,48.0,5.0,59.0,3.0,4.0, negative,4,tst
33.0,45.0,48.0,5.0,52.0,32.0,41.0, negative,4,tst
17.0,38.0,48.0,5.0,45.0,42.0,5.0, negative,4,tst
44.0,35.0,48.0,5.0,55.0,55.0,61.0, negative,4,tst
43.0,4.0,48.0,5.0,39.0,28.0,39.0, negative,4,tst
25.0,37.0,48.0,5.0,41.0,33.0,42.0, negative,4,tst
41.0,48.0,48.0,5.0,51.0,44.0,51.0, negative,4,tst
29.0,41.0,48.0,5.0,48.0,38.0,46.0, negative,4,tst
34.0,28.0,48.0,5.0,41.0,35.0,44.0, negative,4,tst
3.0,45.0,48.0,5.0,36.0,21.0,32.0, negative,4,tst
65.0,55.0,48.0,5.0,34.0,37.0,28.0, negative,4,tst
43.0,32.0,48.0,5.0,33.0,45.0,52.0, negative,4,tst
41.0,51.0,48.0,5.0,58.0,2.0,31.0, negative,4,tst
17.0,39.0,48.0,5.0,53.0,3.0,39.0, negative,4,tst
34.0,51.0,48.0,5.0,44.0,37.0,46.0, negative,4,tst
28.0,33.0,48.0,5.0,45.0,22.0,33.0, negative,4,tst
4.0,46.0,48.0,5.0,42.0,35.0,44.0, negative,4,tst
23.0,34.0,48.0,5.0,43.0,26.0,37.0, negative,4,tst
0.0,38.0,48.0,5.0,42.0,48.0,55.0, negative,4,tst
44.0,35.0,48.0,5.0,44.0,52.0,59.0, negative,4,tst
27.0,42.0,48.0,5.0,37.0,38.0,43.0, negative,4,tst
16.0,43.0,48.0,5.0,54.0,27.0,37.0, negative,4,tst
72.0,42.0,48.0,5.0,65.0,77.0,79.0, negative,4,tst
78.0,33.0,48.0,5.0,57.0,77.0,79.0, negative,4,tst
75.0,37.0,48.0,5.0,64.0,7.0,74.0, negative,4,tst
84.0,54.0,48.0,5.0,75.0,92.0,7.0, negative,4,tst
86.0,55.0,48.0,5.0,63.0,81.0,83.0, negative,4,tst
79.0,54.0,48.0,5.0,5.0,66.0,68.0, negative,4,tst
67.0,88.0,48.0,5.0,73.0,5.0,25.0, positive,4,tst
68.0,76.0,48.0,5.0,84.0,45.0,27.0, positive,4,tst
65.0,51.0,48.0,5.0,66.0,54.0,33.0, positive,4,tst
64.0,57.0,48.0,5.0,7.0,33.0,26.0, positive,4,tst
78.0,68.0,48.0,5.0,83.0,4.0,29.0, positive,4,tst
63.0,69.0,48.0,5.0,65.0,41.0,28.0, positive,4,tst
61.0,75.0,48.0,5.0,51.0,33.0,33.0, positive,4,tst
67.0,84.0,48.0,5.0,74.0,54.0,37.0, positive,4,tst
74.0,9.0,48.0,5.0,57.0,53.0,29.0, positive,4,tst
73.0,84.0,48.0,5.0,86.0,58.0,29.0, positive,4,tst
75.0,76.0,48.0,5.0,83.0,57.0,3.0, positive,4,tst
77.0,57.0,48.0,5.0,88.0,53.0,2.0, positive,4,tst
74.0,78.0,48.0,5.0,75.0,54.0,15.0, positive,4,tst
56.0,68.0,48.0,5.0,77.0,36.0,45.0, positive,4,tst
52.0,81.0,48.0,5.0,72.0,38.0,38.0, positive,4,tst
6.0,76.0,1.0,5.0,77.0,59.0,52.0, positive,4,tst
69.0,59.0,48.0,5.0,77.0,39.0,21.0, positive,4,tst
63.0,49.0,48.0,5.0,79.0,45.0,28.0, positive,4,tst
71.0,71.0,48.0,5.0,68.0,43.0,36.0, positive,4,tst
68.0,63.0,48.0,5.0,73.0,4.0,3.0, positive,4,tst
67.0,39.0,48.0,5.0,36.0,38.0,46.0, negative,3,tst
39.0,32.0,48.0,5.0,46.0,24.0,35.0, negative,3,tst
34.0,45.0,48.0,5.0,38.0,24.0,35.0, negative,3,tst
3.0,16.0,48.0,5.0,56.0,11.0,23.0, negative,3,tst
36.0,39.0,48.0,5.0,48.0,22.0,23.0, negative,3,tst
21.0,51.0,48.0,5.0,5.0,32.0,41.0, negative,3,tst
34.0,33.0,48.0,5.0,38.0,35.0,44.0, negative,3,tst
36.0,54.0,48.0,5.0,41.0,38.0,46.0, negative,3,tst
29.0,52.0,48.0,5.0,42.0,29.0,39.0, negative,3,tst
38.0,46.0,48.0,5.0,48.0,22.0,29.0, negative,3,tst
3.0,37.0,48.0,5.0,59.0,41.0,49.0, negative,3,tst
42.0,35.0,48.0,5.0,58.0,15.0,27.0, negative,3,tst
51.0,37.0,48.0,5.0,35.0,36.0,45.0, negative,3,tst
36.0,41.0,48.0,5.0,48.0,47.0,54.0, negative,3,tst
35.0,48.0,48.0,5.0,56.0,4.0,48.0, negative,3,tst
26.0,26.0,48.0,5.0,34.0,25.0,35.0, negative,3,tst
41.0,43.0,48.0,5.0,45.0,31.0,41.0, negative,3,tst
36.0,56.0,48.0,5.0,43.0,45.0,53.0, negative,3,tst
4.0,46.0,48.0,5.0,52.0,49.0,56.0, negative,3,tst
31.0,47.0,48.0,5.0,29.0,28.0,39.0, negative,3,tst
24.0,34.0,48.0,5.0,38.0,3.0,4.0, negative,3,tst
47.0,28.0,48.0,5.0,56.0,2.0,25.0, negative,3,tst
34.0,35.0,48.0,5.0,51.0,49.0,56.0, negative,3,tst
25.0,51.0,48.0,5.0,37.0,42.0,5.0, negative,3,tst
29.0,28.0,48.0,5.0,5.0,42.0,5.0, negative,3,tst
25.0,26.0,48.0,5.0,39.0,32.0,42.0, negative,3,tst
61.0,36.0,48.0,5.0,49.0,35.0,44.0, negative,3,tst
39.0,31.0,48.0,5.0,38.0,34.0,43.0, negative,3,tst
4.0,41.0,48.0,5.0,55.0,22.0,33.0, negative,3,tst
79.0,41.0,48.0,5.0,66.0,81.0,83.0, negative,3,tst
83.0,48.0,48.0,5.0,65.0,76.0,79.0, negative,3,tst
59.0,29.0,48.0,5.0,64.0,75.0,77.0, negative,3,tst
84.0,49.0,48.0,5.0,55.0,78.0,74.0, negative,3,tst
76.0,41.0,48.0,5.0,5.0,59.0,62.0, negative,3,tst
49.0,61.0,1.0,5.0,56.0,71.0,74.0, negative,3,tst
63.0,51.0,48.0,5.0,64.0,72.0,76.0, negative,3,tst
78.0,68.0,48.0,5.0,83.0,4.0,29.0, positive,3,tst
73.0,84.0,48.0,5.0,86.0,58.0,29.0, positive,3,tst
77.0,57.0,48.0,5.0,88.0,53.0,2.0, positive,3,tst
56.0,68.0,48.0,5.0,77.0,36.0,45.0, positive,3,tst
63.0,69.0,48.0,5.0,65.0,41.0,28.0, positive,3,tst
67.0,88.0,48.0,5.0,73.0,5.0,25.0, positive,3,tst
61.0,75.0,48.0,5.0,51.0,33.0,33.0, positive,3,tst
67.0,84.0,48.0,5.0,74.0,54.0,37.0, positive,3,tst
74.0,9.0,48.0,5.0,57.0,53.0,29.0, positive,3,tst
75.0,76.0,48.0,5.0,83.0,57.0,3.0, positive,3,tst
74.0,78.0,48.0,5.0,75.0,54.0,15.0, positive,3,tst
68.0,76.0,48.0,5.0,84.0,45.0,27.0, positive,3,tst
65.0,51.0,48.0,5.0,66.0,54.0,33.0, positive,3,tst
52.0,81.0,48.0,5.0,72.0,38.0,38.0, positive,3,tst
64.0,57.0,48.0,5.0,7.0,33.0,26.0, positive,3,tst
6.0,76.0,1.0,5.0,77.0,59.0,52.0, positive,3,tst
69.0,59.0,48.0,5.0,77.0,39.0,21.0, positive,3,tst
63.0,49.0,48.0,5.0,79.0,45.0,28.0, positive,3,tst
71.0,71.0,48.0,5.0,68.0,43.0,36.0, positive,3,tst
68.0,63.0,48.0,5.0,73.0,4.0,3.0, positive,3,tst
49.0,29.0,48.0,5.0,56.0,24.0,35.0, negative,3,tra
7.0,4.0,48.0,5.0,54.0,35.0,44.0, negative,3,tra
56.0,4.0,48.0,5.0,49.0,37.0,46.0, negative,3,tra
59.0,49.0,48.0,5.0,52.0,45.0,36.0, negative,3,tra
23.0,32.0,48.0,5.0,55.0,25.0,35.0, negative,3,tra
29.0,28.0,48.0,5.0,44.0,23.0,34.0, negative,3,tra
21.0,34.0,48.0,5.0,51.0,28.0,39.0, negative,3,tra
2.0,44.0,48.0,5.0,46.0,51.0,57.0, negative,3,tra
42.0,4.0,48.0,5.0,56.0,18.0,3.0, negative,3,tra
42.0,24.0,48.0,5.0,57.0,27.0,37.0, negative,3,tra
25.0,48.0,48.0,5.0,44.0,17.0,29.0, negative,3,tra
51.0,5.0,48.0,5.0,46.0,32.0,35.0, negative,3,tra
22.0,43.0,48.0,5.0,48.0,16.0,28.0, negative,3,tra
25.0,4.0,48.0,5.0,46.0,44.0,52.0, negative,3,tra
44.0,27.0,48.0,5.0,55.0,52.0,58.0, negative,3,tra
23.0,4.0,48.0,5.0,39.0,28.0,38.0, negative,3,tra
41.0,57.0,48.0,5.0,39.0,21.0,32.0, negative,3,tra
4.0,45.0,48.0,5.0,38.0,22.0,0.0, negative,3,tra
31.0,23.0,48.0,5.0,73.0,5.0,14.0, negative,3,tra
51.0,54.0,48.0,5.0,41.0,34.0,43.0, negative,3,tra
29.0,37.0,48.0,5.0,48.0,44.0,52.0, negative,3,tra
25.0,4.0,48.0,5.0,47.0,33.0,42.0, negative,3,tra
43.0,37.0,48.0,5.0,53.0,35.0,44.0, negative,3,tra
43.0,39.0,48.0,5.0,47.0,31.0,41.0, negative,3,tra
53.0,38.0,48.0,5.0,44.0,26.0,36.0, negative,3,tra
56.0,51.0,48.0,5.0,34.0,37.0,46.0, negative,3,tra
4.0,29.0,48.0,5.0,42.0,35.0,44.0, negative,3,tra
24.0,35.0,48.0,5.0,31.0,19.0,31.0, negative,3,tra
65.0,47.0,48.0,5.0,59.0,3.0,4.0, negative,3,tra
32.0,42.0,48.0,5.0,35.0,28.0,38.0, negative,3,tra
33.0,45.0,48.0,5.0,52.0,32.0,41.0, negative,3,tra
4.0,5.0,48.0,5.0,45.0,39.0,47.0, negative,3,tra
28.0,38.0,48.0,5.0,5.0,33.0,42.0, negative,3,tra
61.0,45.0,48.0,5.0,48.0,35.0,41.0, negative,3,tra
17.0,38.0,48.0,5.0,45.0,42.0,5.0, negative,3,tra
44.0,35.0,48.0,5.0,55.0,55.0,61.0, negative,3,tra
43.0,4.0,48.0,5.0,39.0,28.0,39.0, negative,3,tra
23.0,33.0,48.0,5.0,43.0,33.0,43.0, negative,3,tra
37.0,52.0,48.0,5.0,42.0,42.0,36.0, negative,3,tra
29.0,3.0,48.0,5.0,45.0,3.0,17.0, negative,3,tra
