@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ3_arff/poker-9_vs_7/EFQ1poker-9_vs_7-5-5tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute Class {' negative',' positive'}
@data
0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,' negativ
1,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,' negativ
2,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,' negativ
3,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,' negativ
4,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
5,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,' negativ
6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,' negativ
7,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,' negativ
8,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,' negativ
9,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,' negativ
10,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,' negativ
11,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,' negativ
12,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,' negativ
13,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,' negativ
14,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,' negativ
15,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,' negativ
16,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,' negativ
17,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,' negativ
18,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,' negativ
19,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
20,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,' negativ
21,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,' negativ
22,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,' negativ
23,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,' negativ
24,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,' negativ
25,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,' negativ
26,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,' negativ
27,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,' negativ
28,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,' negativ
29,2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,' negativ
30,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,' negativ
31,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,' negativ
32,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,' negativ
33,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
34,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,' negativ
35,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,' negativ
36,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,' negativ
37,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,' negativ
38,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,' negativ
39,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
40,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,' negativ
41,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,' negativ
42,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,' positiv
43,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,' negativ
44,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,' negativ
45,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,' negativ
46,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,' negativ
47,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,' positiv
48,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,' positiv
49,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,' positiv
50,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,' positiv
51,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,' positiv
52,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,' positiv
53,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,' positiv
