%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 12     Instances: 55
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute '9' numeric
@attribute 'y' {' negative',' positive'}

@data
0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,3.0,0.0,' negative'
1,6.0,3.0,3.0,3.0,9.0,3.0,0.0,3.0,6.0,5.0,' negative'
2,0.0,9.0,6.0,9.0,6.0,8.0,9.0,9.0,3.0,9.0,' negative'
3,9.0,9.0,9.0,0.0,9.0,9.0,9.0,8.0,9.0,7.0,' positive'
4,0.0,2.0,3.0,2.0,6.0,2.0,0.0,8.0,9.0,2.0,' negative'
5,3.0,7.0,6.0,3.0,9.0,3.0,3.0,3.0,0.0,3.0,' negative'
6,0.0,0.0,9.0,0.0,6.0,0.0,9.0,1.0,3.0,0.0,' negative'
7,0.0,4.0,3.0,4.0,9.0,4.0,3.0,9.0,6.0,4.0,' negative'
8,9.0,6.0,0.0,6.0,3.0,2.0,3.0,6.0,6.0,6.0,' negative'
9,9.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,' negative'
10,0.0,8.0,9.0,8.0,6.0,5.0,6.0,8.0,3.0,8.0,' negative'
11,3.0,2.0,3.0,6.0,0.0,2.0,9.0,2.0,6.0,2.0,' negative'
12,9.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,6.0,0.0,' negative'
13,3.0,8.0,6.0,5.0,3.0,5.0,0.0,5.0,9.0,5.0,' negative'
14,6.0,8.0,0.0,0.0,9.0,0.0,3.0,0.0,6.0,0.0,' negative'
15,3.0,4.0,0.0,6.0,3.0,6.0,6.0,6.0,9.0,6.0,' negative'
16,0.0,6.0,0.0,5.0,9.0,6.0,3.0,6.0,6.0,6.0,' negative'
17,3.0,9.0,9.0,9.0,3.0,1.0,0.0,9.0,6.0,9.0,' negative'
18,6.0,4.0,0.0,4.0,9.0,4.0,6.0,6.0,3.0,4.0,' negative'
19,6.0,8.0,9.0,8.0,0.0,8.0,3.0,8.0,0.0,4.0,' negative'
20,0.0,9.0,3.0,4.0,9.0,9.0,3.0,9.0,6.0,9.0,' negative'
21,9.0,1.0,0.0,1.0,3.0,9.0,6.0,1.0,3.0,1.0,' negative'
22,9.0,5.0,3.0,5.0,6.0,4.0,6.0,5.0,0.0,5.0,' negative'
23,3.0,8.0,9.0,8.0,6.0,8.0,0.0,8.0,3.0,6.0,' negative'
24,3.0,4.0,0.0,4.0,9.0,4.0,6.0,4.0,0.0,5.0,' negative'
25,6.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,' negative'
26,3.0,9.0,9.0,9.0,6.0,5.0,6.0,9.0,0.0,9.0,' negative'
27,6.0,6.0,0.0,6.0,6.0,0.0,3.0,6.0,9.0,6.0,' negative'
28,9.0,1.0,0.0,1.0,3.0,1.0,6.0,1.0,9.0,5.0,' negative'
29,9.0,6.0,6.0,6.0,9.0,5.0,0.0,6.0,3.0,6.0,' negative'
30,3.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0,0.0,9.0,' negative'
31,0.0,1.0,6.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,' negative'
32,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,9.0,0.0,' negative'
33,6.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,3.0,9.0,' negative'
34,0.0,5.0,3.0,5.0,9.0,5.0,9.0,4.0,6.0,5.0,' negative'
35,9.0,9.0,3.0,9.0,9.0,0.0,6.0,9.0,0.0,9.0,' negative'
36,0.0,8.0,3.0,8.0,6.0,8.0,3.0,2.0,9.0,8.0,' negative'
37,9.0,6.0,6.0,9.0,6.0,6.0,0.0,6.0,3.0,6.0,' negative'
38,6.0,5.0,3.0,5.0,9.0,5.0,0.0,5.0,6.0,0.0,' negative'
39,0.0,2.0,0.0,5.0,3.0,2.0,9.0,2.0,6.0,2.0,' negative'
40,3.0,9.0,6.0,9.0,9.0,9.0,0.0,9.0,9.0,3.0,' negative'
41,3.0,5.0,3.0,6.0,6.0,6.0,9.0,6.0,0.0,6.0,' negative'
42,0.0,3.0,9.0,3.0,0.0,5.0,3.0,3.0,6.0,3.0,' negative'
43,6.0,6.0,9.0,6.0,3.0,5.0,3.0,6.0,0.0,6.0,' negative'
44,9.0,0.0,3.0,0.0,9.0,9.0,0.0,0.0,6.0,0.0,' negative'
45,6.0,7.0,0.0,7.0,3.0,7.0,9.0,7.0,9.0,6.0,' negative'
46,6.0,5.0,9.0,5.0,0.0,5.0,0.0,9.0,3.0,5.0,' negative'
47,9.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,9.0,7.0,' negative'
48,3.0,7.0,3.0,8.0,3.0,9.0,3.0,0.0,3.0,9.0,' positive'
49,9.0,0.0,9.0,8.0,9.0,7.0,9.0,9.0,9.0,9.0,' positive'
50,0.0,7.0,0.0,8.0,0.0,9.0,0.0,9.0,0.0,0.0,' positive'
51,3.0,8.0,3.0,9.0,3.0,7.0,3.0,9.0,3.0,0.0,' positive'
52,6.0,9.0,6.0,8.0,6.0,9.0,6.0,7.0,6.0,0.0,' positive'
53,9.0,7.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,9.0,' positive'
54,9.0,0.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,' positive'
