%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 342
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' negative'}

@data
0,4.0,5.0,7.0,2.0,0.0,8.0,2.0,' negative'
1,4.0,4.0,6.0,2.0,0.0,7.0,1.0,' negative'
2,5.0,5.0,6.0,1.0,0.0,7.0,1.0,' negative'
3,4.0,3.0,6.0,2.0,0.0,7.0,0.0,' negative'
4,2.0,6.0,5.0,5.0,0.0,7.0,0.0,' negative'
5,5.0,2.0,7.0,4.0,0.0,6.0,2.0,' negative'
6,4.0,5.0,6.0,5.0,0.0,8.0,2.0,' negative'
7,3.0,3.0,4.0,2.0,0.0,6.0,1.0,' negative'
8,4.0,4.0,5.0,3.0,0.0,7.0,3.0,' negative'
9,3.0,5.0,7.0,2.0,0.0,8.0,1.0,' negative'
10,4.0,6.0,7.0,3.0,0.0,7.0,2.0,' negative'
11,2.0,4.0,8.0,1.0,0.0,7.0,4.0,' negative'
12,4.0,6.0,2.0,2.0,0.0,7.0,0.0,' negative'
13,4.0,6.0,5.0,1.0,0.0,7.0,9.0,' negative'
14,3.0,3.0,5.0,1.0,0.0,7.0,1.0,' negative'
15,5.0,6.0,6.0,0.0,0.0,6.0,1.0,' negative'
16,3.0,7.0,6.0,1.0,0.0,7.0,0.0,' negative'
17,4.0,6.0,5.0,1.0,0.0,7.0,0.0,' negative'
18,4.0,3.0,8.0,3.0,0.0,9.0,0.0,' negative'
19,6.0,7.0,6.0,2.0,0.0,6.0,0.0,' negative'
20,3.0,5.0,2.0,3.0,0.0,6.0,0.0,' negative'
21,2.0,3.0,8.0,1.0,0.0,7.0,4.0,' negative'
22,1.0,3.0,4.0,3.0,0.0,7.0,6.0,' negative'
23,5.0,3.0,5.0,2.0,0.0,7.0,0.0,' negative'
24,5.0,5.0,5.0,1.0,0.0,7.0,1.0,' negative'
25,3.0,4.0,3.0,3.0,0.0,7.0,2.0,' negative'
26,3.0,8.0,3.0,1.0,0.0,7.0,1.0,' negative'
27,3.0,2.0,5.0,1.0,0.0,7.0,0.0,' negative'
28,7.0,9.0,5.0,7.0,0.0,7.0,2.0,' negative'
29,4.0,5.0,5.0,1.0,0.0,7.0,1.0,' negative'
30,3.0,6.0,5.0,1.0,0.0,7.0,3.0,' negative'
31,5.0,6.0,5.0,2.0,0.0,8.0,1.0,' negative'
32,2.0,2.0,6.0,3.0,0.0,7.0,2.0,' negative'
33,4.0,2.0,4.0,4.0,0.0,7.0,1.0,' negative'
34,3.0,3.0,6.0,2.0,0.0,7.0,0.0,' negative'
35,5.0,3.0,9.0,2.0,0.0,6.0,0.0,' negative'
36,3.0,5.0,5.0,1.0,0.0,7.0,1.0,' negative'
37,2.0,5.0,6.0,6.0,0.0,7.0,2.0,' negative'
38,6.0,7.0,6.0,2.0,0.0,7.0,2.0,' negative'
39,5.0,4.0,6.0,1.0,0.0,7.0,0.0,' negative'
40,2.0,3.0,7.0,3.0,0.0,5.0,1.0,' negative'
41,3.0,3.0,5.0,2.0,0.0,7.0,0.0,' negative'
42,5.0,6.0,6.0,2.0,0.0,7.0,2.0,' negative'
43,3.0,1.0,4.0,1.0,0.0,7.0,0.0,' negative'
44,6.0,6.0,4.0,2.0,0.0,7.0,2.0,' negative'
