,0,1,2,3,4,5,6,7,8,9,10,Class
0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0, negative
1,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0, negative
2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0, negative
3,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0, negative
4,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0, negative
5,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0, negative
6,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0, negative
7,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0, negative
8,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0, negative
9,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0, positive
10,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0, negative
11,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0, negative
12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0, negative
13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0, negative
14,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0, negative
15,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0, negative
16,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0, negative
17,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0, negative
18,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0, negative
19,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0, negative
20,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0, negative
21,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0, negative
22,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0, negative
23,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0, negative
24,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0, negative
25,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0, negative
26,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0, negative
27,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0, negative
28,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0, negative
29,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0, negative
30,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0, negative
31,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0, positive
32,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0, negative
33,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0, negative
34,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0, negative
35,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0, negative
36,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0, negative
37,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
38,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0, negative
39,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0, negative
40,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0, negative
41,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0, negative
42,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
43,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0, negative
44,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0, negative
45,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0, negative
46,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0, negative
47,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0, positive
48,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0, negative
49,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0, negative
50,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0, negative
51,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0, negative
52,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0, negative
53,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0, negative
54,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0, negative
55,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0, negative
56,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0, negative
57,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0, negative
58,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0, negative
59,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0, negative
60,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0, negative
61,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0, negative
62,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0, negative
63,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0, negative
64,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0, negative
65,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0, negative
66,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0, negative
67,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0, negative
68,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0, negative
69,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0, negative
70,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0, negative
71,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0, negative
72,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0, negative
73,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0, negative
74,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0, negative
75,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0, negative
76,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0, negative
77,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0, negative
78,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0, negative
79,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0, negative
80,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0, negative
81,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0, negative
82,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0, negative
83,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0, negative
84,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0, negative
85,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0, positive
86,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0, negative
87,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0, negative
88,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0, negative
89,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0, negative
90,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0, negative
91,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0, negative
92,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0, negative
93,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0, negative
94,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0, negative
95,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0, negative
96,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0, negative
97,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0, negative
98,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0, negative
