,0,1,2,3,4,5,6,Class
0,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
1,1.0,1.0,0.0,0.0,0.0,1.0,1.0, negative
2,1.0,1.0,0.0,0.0,2.0,0.0,0.0, negative
3,0.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
4,1.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
5,0.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
6,1.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
7,0.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
8,0.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
9,0.0,0.0,0.0,0.0,1.0,1.0,2.0, negative
10,2.0,2.0,0.0,0.0,1.0,1.0,2.0, negative
11,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
12,2.0,2.0,0.0,0.0,2.0,2.0,2.0, negative
13,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
14,0.0,2.0,0.0,0.0,0.0,1.0,1.0, negative
15,1.0,1.0,0.0,0.0,0.0,1.0,1.0, negative
16,1.0,1.0,0.0,0.0,0.0,2.0,2.0, negative
17,1.0,2.0,0.0,0.0,1.0,1.0,2.0, negative
18,0.0,1.0,0.0,0.0,0.0,0.0,0.0, negative
19,1.0,2.0,0.0,0.0,0.0,1.0,2.0, negative
20,0.0,2.0,0.0,0.0,1.0,2.0,1.0, negative
21,1.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
22,0.0,1.0,0.0,0.0,1.0,1.0,2.0, negative
23,1.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
24,1.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
25,0.0,1.0,0.0,0.0,0.0,0.0,0.0, negative
26,1.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
27,2.0,2.0,0.0,0.0,2.0,2.0,2.0, negative
28,1.0,1.0,0.0,0.0,0.0,0.0,0.0, negative
29,1.0,0.0,0.0,0.0,0.0,0.0,1.0, negative
30,1.0,0.0,0.0,0.0,0.0,0.0,1.0, negative
31,1.0,0.0,0.0,0.0,0.0,1.0,1.0, negative
32,2.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
33,1.0,2.0,0.0,0.0,0.0,2.0,2.0, negative
34,0.0,1.0,0.0,0.0,2.0,0.0,0.0, negative
35,2.0,2.0,0.0,0.0,2.0,2.0,0.0, negative
36,1.0,1.0,0.0,0.0,1.0,1.0,2.0, negative
37,2.0,2.0,0.0,0.0,2.0,0.0,0.0, negative
38,1.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
39,0.0,0.0,0.0,0.0,1.0,2.0,2.0, negative
40,1.0,0.0,0.0,0.0,1.0,1.0,2.0, negative
41,1.0,0.0,0.0,0.0,1.0,1.0,1.0, negative
42,0.0,1.0,0.0,0.0,2.0,0.0,1.0, negative
43,2.0,0.0,0.0,0.0,1.0,1.0,1.0, negative
44,2.0,2.0,0.0,0.0,0.0,2.0,2.0, negative
45,0.0,0.0,0.0,0.0,1.0,1.0,2.0, negative
46,0.0,1.0,0.0,0.0,0.0,1.0,1.0, negative
47,0.0,1.0,0.0,0.0,1.0,2.0,2.0, negative
48,0.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
49,2.0,2.0,0.0,0.0,2.0,1.0,0.0, negative
50,0.0,0.0,0.0,0.0,0.0,0.0,1.0, negative
51,2.0,2.0,0.0,0.0,1.0,0.0,0.0, negative
52,0.0,1.0,0.0,0.0,1.0,0.0,1.0, negative
53,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
54,1.0,1.0,0.0,0.0,0.0,2.0,2.0, negative
55,0.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
56,2.0,1.0,0.0,0.0,2.0,0.0,1.0, negative
57,1.0,2.0,0.0,0.0,2.0,2.0,2.0, negative
58,2.0,2.0,0.0,0.0,2.0,2.0,2.0, negative
59,1.0,1.0,0.0,0.0,0.0,0.0,1.0, negative
60,2.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
61,0.0,1.0,0.0,0.0,0.0,2.0,0.0, negative
62,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
63,1.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0, negative
65,1.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0, negative
67,2.0,2.0,0.0,0.0,1.0,1.0,2.0, negative
68,2.0,2.0,0.0,0.0,0.0,1.0,2.0, negative
69,1.0,0.0,0.0,0.0,2.0,0.0,1.0, negative
70,1.0,0.0,0.0,0.0,2.0,1.0,1.0, negative
71,2.0,2.0,0.0,0.0,0.0,2.0,0.0, negative
72,1.0,1.0,0.0,0.0,1.0,0.0,1.0, negative
73,0.0,0.0,0.0,0.0,0.0,0.0,1.0, negative
74,2.0,2.0,0.0,0.0,2.0,2.0,2.0, negative
75,0.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
76,2.0,1.0,0.0,0.0,1.0,2.0,1.0, negative
77,2.0,2.0,0.0,0.0,0.0,2.0,1.0, negative
78,0.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
79,2.0,1.0,0.0,0.0,2.0,1.0,0.0, negative
80,2.0,2.0,0.0,0.0,2.0,1.0,1.0, negative
81,0.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
82,1.0,1.0,0.0,0.0,0.0,1.0,1.0, negative
83,2.0,2.0,0.0,0.0,2.0,2.0,0.0, negative
84,0.0,1.0,0.0,0.0,0.0,0.0,1.0, negative
85,0.0,0.0,0.0,0.0,0.0,1.0,1.0, negative
86,0.0,0.0,0.0,0.0,1.0,2.0,2.0, negative
87,0.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
88,1.0,0.0,0.0,0.0,1.0,0.0,1.0, negative
89,2.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
90,2.0,2.0,0.0,0.0,1.0,1.0,0.0, negative
91,1.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
92,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
93,1.0,1.0,0.0,0.0,0.0,1.0,1.0, negative
94,1.0,1.0,0.0,0.0,1.0,1.0,2.0, negative
95,1.0,1.0,0.0,0.0,1.0,1.0,2.0, negative
96,0.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
97,0.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
98,2.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
99,2.0,2.0,0.0,0.0,1.0,1.0,1.0, negative
100,2.0,2.0,0.0,0.0,1.0,2.0,0.0, negative
101,2.0,2.0,0.0,0.0,2.0,2.0,0.0, negative
102,0.0,1.0,0.0,0.0,0.0,2.0,0.0, negative
103,1.0,0.0,0.0,0.0,2.0,0.0,1.0, negative
104,2.0,2.0,0.0,0.0,0.0,1.0,1.0, negative
105,2.0,2.0,0.0,0.0,0.0,2.0,2.0, negative
106,0.0,1.0,0.0,0.0,2.0,1.0,1.0, negative
107,2.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
108,0.0,2.0,0.0,0.0,2.0,0.0,1.0, negative
109,0.0,0.0,0.0,0.0,2.0,1.0,2.0, negative
110,0.0,0.0,0.0,0.0,0.0,1.0,2.0, negative
111,2.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
112,2.0,2.0,0.0,0.0,1.0,2.0,2.0, negative
113,1.0,2.0,0.0,0.0,0.0,0.0,0.0, negative
114,1.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
115,2.0,2.0,0.0,0.0,2.0,1.0,0.0, negative
116,2.0,2.0,0.0,0.0,0.0,1.0,1.0, negative
117,2.0,2.0,0.0,0.0,2.0,2.0,0.0, negative
118,0.0,0.0,0.0,0.0,1.0,1.0,1.0, negative
119,2.0,2.0,0.0,0.0,2.0,2.0,1.0, negative
120,1.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
121,2.0,2.0,0.0,0.0,1.0,2.0,2.0, negative
122,1.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
123,0.0,0.0,0.0,0.0,0.0,1.0,1.0, negative
124,0.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
125,0.0,1.0,0.0,0.0,0.0,1.0,1.0, negative
126,1.0,0.0,0.0,0.0,0.0,1.0,1.0, negative
127,0.0,1.0,0.0,0.0,0.0,2.0,1.0, negative
128,2.0,2.0,0.0,0.0,2.0,1.0,0.0, negative
129,1.0,1.0,0.0,0.0,0.0,1.0,1.0, negative
130,1.0,1.0,0.0,0.0,1.0,1.0,1.0, negative
131,1.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
132,0.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
133,2.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
134,2.0,2.0,0.0,0.0,1.0,1.0,1.0, negative
135,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
136,1.0,2.0,0.0,0.0,2.0,2.0,2.0, negative
137,0.0,1.0,0.0,0.0,0.0,0.0,1.0, negative
138,2.0,2.0,0.0,0.0,2.0,1.0,0.0, negative
139,0.0,1.0,0.0,0.0,0.0,0.0,0.0, negative
140,2.0,2.0,0.0,0.0,1.0,1.0,1.0, negative
141,0.0,1.0,0.0,0.0,2.0,2.0,2.0, negative
142,0.0,1.0,0.0,0.0,1.0,0.0,1.0, negative
143,0.0,0.0,0.0,0.0,1.0,1.0,2.0, negative
144,1.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
145,1.0,1.0,0.0,0.0,0.0,0.0,0.0, negative
146,0.0,0.0,0.0,0.0,2.0,0.0,1.0, negative
147,2.0,2.0,0.0,0.0,0.0,2.0,0.0, negative
148,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
149,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
150,2.0,2.0,0.0,0.0,1.0,1.0,1.0, negative
151,1.0,0.0,0.0,0.0,0.0,0.0,1.0, negative
152,1.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
153,2.0,2.0,0.0,0.0,0.0,1.0,0.0, negative
154,0.0,0.0,0.0,0.0,0.0,1.0,1.0, negative
