,0,1,2,3,4,5,Class
0,0.0,0.0,0.0,4.0,0.0,0.0, positive
1,0.0,0.0,0.0,8.0,0.0,0.0, positive
2,0.0,3.0,0.0,2.0,0.0,0.0, positive
3,0.0,6.0,1.0,0.0,1.0,0.0, positive
4,0.0,0.0,2.0,2.0,0.0,1.0, positive
5,0.0,3.0,4.0,4.0,0.0,0.0, positive
6,0.0,3.0,5.0,2.0,0.0,1.0, positive
7,0.0,3.0,7.0,4.0,0.0,2.0, positive
8,0.0,3.0,7.0,5.0,0.0,0.0, positive
9,0.0,3.0,7.0,7.0,0.0,0.0, positive
10,0.0,3.0,8.0,4.0,0.0,0.0, positive
11,0.0,3.0,8.0,4.0,0.0,2.0, positive
12,0.0,3.0,8.0,5.0,0.0,0.0, positive
13,0.0,3.0,1.0,8.0,0.0,0.0, positive
14,0.0,3.0,9.0,9.0,0.0,0.0, positive
15,0.0,6.0,0.0,2.0,2.0,0.0, positive
16,0.0,6.0,0.0,4.0,2.0,0.0, positive
17,3.0,6.0,4.0,2.0,1.0,0.0, positive
18,3.0,6.0,1.0,4.0,4.0,0.0, positive
19,3.0,6.0,1.0,9.0,4.0,0.0, positive
20,6.0,0.0,5.0,1.0,5.0,1.0, negative
21,6.0,0.0,5.0,2.0,5.0,2.0, negative
22,6.0,0.0,5.0,2.0,5.0,4.0, negative
23,6.0,0.0,7.0,0.0,4.0,0.0, negative
24,6.0,0.0,7.0,1.0,1.0,1.0, negative
25,6.0,0.0,7.0,1.0,5.0,0.0, negative
26,6.0,0.0,7.0,2.0,4.0,4.0, negative
27,6.0,0.0,7.0,5.0,4.0,4.0, negative
28,6.0,0.0,8.0,0.0,4.0,1.0, negative
29,6.0,0.0,8.0,1.0,5.0,2.0, negative
30,6.0,0.0,8.0,1.0,4.0,0.0, negative
31,6.0,0.0,1.0,1.0,7.0,1.0, negative
32,6.0,0.0,1.0,2.0,8.0,4.0, negative
33,6.0,0.0,1.0,4.0,4.0,2.0, negative
34,6.0,0.0,1.0,4.0,4.0,4.0, negative
35,6.0,0.0,1.0,5.0,7.0,4.0, negative
36,6.0,0.0,1.0,5.0,7.0,5.0, negative
37,6.0,0.0,1.0,7.0,4.0,5.0, negative
38,6.0,0.0,2.0,1.0,9.0,0.0, negative
39,6.0,0.0,2.0,1.0,9.0,2.0, negative
40,6.0,0.0,2.0,2.0,7.0,1.0, negative
41,6.0,0.0,2.0,2.0,9.0,2.0, negative
42,6.0,0.0,2.0,4.0,9.0,5.0, negative
43,6.0,0.0,2.0,5.0,8.0,5.0, negative
44,6.0,0.0,2.0,5.0,8.0,7.0, negative
45,6.0,0.0,2.0,5.0,7.0,4.0, negative
46,6.0,0.0,2.0,5.0,9.0,4.0, negative
47,6.0,0.0,2.0,5.0,9.0,5.0, negative
48,6.0,0.0,2.0,5.0,9.0,7.0, negative
49,6.0,0.0,2.0,7.0,7.0,5.0, negative
50,6.0,0.0,9.0,0.0,7.0,1.0, negative
51,6.0,0.0,9.0,5.0,7.0,5.0, negative
52,6.0,0.0,9.0,5.0,9.0,7.0, negative
53,6.0,0.0,9.0,9.0,9.0,8.0, negative
54,9.0,0.0,0.0,2.0,0.0,4.0, negative
55,9.0,0.0,0.0,5.0,2.0,4.0, negative
56,9.0,0.0,0.0,8.0,0.0,9.0, negative
57,9.0,0.0,0.0,8.0,2.0,8.0, negative
58,9.0,0.0,4.0,2.0,1.0,2.0, negative
59,9.0,0.0,4.0,4.0,0.0,2.0, negative
60,9.0,0.0,4.0,4.0,1.0,4.0, negative
61,9.0,0.0,4.0,5.0,0.0,7.0, negative
62,9.0,0.0,4.0,8.0,2.0,9.0, negative
63,9.0,0.0,4.0,8.0,1.0,8.0, negative
64,9.0,0.0,4.0,9.0,0.0,8.0, negative
65,9.0,0.0,4.0,9.0,1.0,8.0, negative
66,9.0,0.0,5.0,2.0,2.0,4.0, negative
67,9.0,0.0,5.0,4.0,2.0,2.0, negative
68,9.0,0.0,5.0,4.0,2.0,5.0, negative
69,9.0,0.0,5.0,5.0,5.0,4.0, negative
70,9.0,0.0,5.0,7.0,2.0,7.0, negative
71,9.0,0.0,5.0,7.0,5.0,5.0, negative
72,9.0,0.0,7.0,0.0,4.0,1.0, negative
73,9.0,0.0,7.0,4.0,5.0,2.0, negative
74,9.0,0.0,7.0,5.0,1.0,4.0, negative
75,9.0,0.0,7.0,5.0,1.0,5.0, negative
76,9.0,0.0,7.0,7.0,1.0,8.0, negative
77,9.0,0.0,7.0,8.0,5.0,9.0, negative
78,9.0,0.0,7.0,8.0,4.0,8.0, negative
79,9.0,0.0,7.0,9.0,4.0,9.0, negative
80,9.0,0.0,8.0,1.0,4.0,0.0, negative
81,9.0,0.0,8.0,1.0,8.0,2.0, negative
82,9.0,0.0,8.0,2.0,5.0,1.0, negative
83,9.0,0.0,8.0,2.0,4.0,1.0, negative
84,9.0,0.0,8.0,2.0,8.0,2.0, negative
85,9.0,0.0,8.0,4.0,5.0,4.0, negative
86,9.0,0.0,8.0,4.0,8.0,2.0, negative
87,9.0,0.0,8.0,5.0,8.0,5.0, negative
88,9.0,0.0,8.0,5.0,8.0,7.0, negative
89,9.0,0.0,8.0,7.0,5.0,7.0, negative
90,9.0,0.0,8.0,8.0,5.0,7.0, negative
91,9.0,0.0,8.0,8.0,4.0,7.0, negative
92,9.0,0.0,8.0,8.0,8.0,7.0, negative
93,9.0,0.0,8.0,9.0,5.0,8.0, negative
94,9.0,0.0,8.0,9.0,8.0,9.0, negative
95,9.0,0.0,1.0,0.0,4.0,1.0, negative
96,9.0,0.0,1.0,0.0,8.0,1.0, negative
97,9.0,0.0,1.0,0.0,7.0,1.0, negative
98,9.0,0.0,1.0,2.0,7.0,2.0, negative
99,9.0,0.0,1.0,4.0,4.0,4.0, negative
100,9.0,0.0,1.0,5.0,4.0,4.0, negative
101,9.0,0.0,1.0,5.0,7.0,5.0, negative
102,9.0,0.0,1.0,5.0,7.0,7.0, negative
103,9.0,0.0,1.0,7.0,4.0,8.0, negative
104,9.0,0.0,1.0,8.0,8.0,7.0, negative
105,9.0,0.0,1.0,9.0,4.0,9.0, negative
106,9.0,0.0,1.0,9.0,8.0,8.0, negative
107,9.0,0.0,1.0,9.0,7.0,8.0, negative
108,9.0,0.0,2.0,0.0,7.0,1.0, negative
109,9.0,0.0,2.0,1.0,8.0,2.0, negative
110,9.0,0.0,2.0,2.0,9.0,2.0, negative
111,9.0,0.0,2.0,4.0,8.0,2.0, negative
112,9.0,0.0,2.0,4.0,9.0,4.0, negative
113,9.0,0.0,2.0,7.0,9.0,5.0, negative
114,9.0,0.0,2.0,9.0,9.0,9.0, negative
115,9.0,0.0,9.0,0.0,7.0,1.0, negative
116,9.0,0.0,9.0,0.0,9.0,1.0, negative
117,9.0,0.0,9.0,1.0,7.0,2.0, negative
118,9.0,0.0,9.0,1.0,9.0,0.0, negative
119,9.0,0.0,9.0,2.0,7.0,4.0, negative
120,9.0,0.0,9.0,2.0,9.0,4.0, negative
121,9.0,0.0,9.0,4.0,7.0,2.0, negative
122,9.0,0.0,9.0,4.0,9.0,5.0, negative
123,9.0,0.0,9.0,5.0,7.0,5.0, negative
124,9.0,0.0,9.0,7.0,7.0,5.0, negative
125,9.0,0.0,9.0,7.0,9.0,5.0, negative
126,9.0,0.0,9.0,8.0,7.0,8.0, negative
127,9.0,0.0,9.0,8.0,9.0,9.0, negative
128,9.0,0.0,9.0,9.0,7.0,8.0, negative
129,9.0,3.0,5.0,4.0,5.0,2.0, negative
130,9.0,3.0,7.0,1.0,5.0,0.0, negative
131,9.0,3.0,7.0,2.0,4.0,2.0, negative
