@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/abalone-3_vs_11/EWD2abalone-3_vs_11-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute Class {' negative',' positive'}
@data
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' positiv
1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,' positiv
2,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,' negativ
3,0.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,' negativ
4,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,' negativ
5,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,' negativ
6,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,' negativ
7,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,' negativ
8,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,' negativ
9,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,' negativ
10,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,' negativ
11,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,' negativ
12,4.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,' negativ
13,0.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,' negativ
14,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,' negativ
15,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,' negativ
16,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,' negativ
17,0.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,' negativ
18,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,' negativ
19,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,' negativ
20,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,' negativ
21,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,' negativ
22,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,' negativ
23,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,' negativ
24,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,' negativ
25,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,' negativ
26,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,' negativ
27,0.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,' negativ
28,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,' negativ
29,0.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,' negativ
30,0.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,' negativ
31,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,' negativ
32,0.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,' negativ
33,0.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,' negativ
