@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/kr-vs-k-zero-one_vs_draw/EWD3kr-vs-k-zero-one_vs_draw-5-2tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative',' positive'}
@data
0,0.0,3.0,0.0,5.0,0.0,0.0,' positiv
1,0.0,3.0,0.0,5.0,0.0,1.0,' positiv
2,0.0,3.0,0.0,7.0,0.0,0.0,' positiv
3,0.0,3.0,0.0,9.0,0.0,1.0,' positiv
4,0.0,6.0,0.0,0.0,1.0,0.0,' positiv
5,0.0,6.0,1.0,0.0,1.0,0.0,' positiv
6,0.0,6.0,2.0,0.0,1.0,0.0,' positiv
7,3.0,6.0,0.0,0.0,2.0,0.0,' positiv
8,3.0,6.0,2.0,0.0,2.0,0.0,' positiv
9,0.0,3.0,4.0,5.0,0.0,0.0,' positiv
10,0.0,3.0,5.0,8.0,0.0,0.0,' positiv
11,0.0,3.0,7.0,4.0,0.0,0.0,' positiv
12,0.0,3.0,8.0,4.0,0.0,2.0,' positiv
13,0.0,3.0,8.0,5.0,0.0,0.0,' positiv
14,0.0,3.0,8.0,7.0,0.0,0.0,' positiv
15,0.0,3.0,8.0,9.0,0.0,0.0,' positiv
16,0.0,3.0,2.0,2.0,0.0,1.0,' positiv
17,0.0,6.0,0.0,7.0,4.0,0.0,' positiv
18,0.0,6.0,9.0,8.0,2.0,0.0,' positiv
19,0.0,6.0,9.0,9.0,2.0,0.0,' positiv
20,6.0,0.0,4.0,2.0,1.0,1.0,' negativ
21,6.0,0.0,5.0,1.0,1.0,2.0,' negativ
22,6.0,0.0,7.0,0.0,1.0,1.0,' negativ
23,6.0,0.0,7.0,0.0,2.0,1.0,' negativ
24,6.0,0.0,7.0,1.0,1.0,2.0,' negativ
25,6.0,0.0,7.0,1.0,5.0,1.0,' negativ
26,6.0,0.0,7.0,4.0,5.0,2.0,' negativ
27,6.0,0.0,9.0,2.0,2.0,4.0,' negativ
28,6.0,0.0,9.0,2.0,5.0,1.0,' negativ
29,6.0,0.0,9.0,2.0,7.0,2.0,' negativ
30,6.0,0.0,9.0,4.0,2.0,2.0,' negativ
31,6.0,0.0,9.0,4.0,5.0,5.0,' negativ
32,6.0,0.0,9.0,4.0,7.0,5.0,' negativ
33,6.0,0.0,8.0,0.0,8.0,0.0,' negativ
34,6.0,0.0,8.0,0.0,8.0,1.0,' negativ
35,6.0,0.0,8.0,1.0,7.0,2.0,' negativ
36,6.0,0.0,8.0,1.0,8.0,0.0,' negativ
37,6.0,0.0,8.0,1.0,8.0,2.0,' negativ
38,6.0,0.0,8.0,2.0,5.0,1.0,' negativ
39,6.0,0.0,8.0,2.0,7.0,1.0,' negativ
40,6.0,0.0,8.0,4.0,5.0,5.0,' negativ
41,6.0,0.0,8.0,5.0,7.0,7.0,' negativ
42,6.0,0.0,1.0,0.0,7.0,1.0,' negativ
43,6.0,0.0,1.0,0.0,9.0,0.0,' negativ
44,6.0,0.0,1.0,1.0,9.0,1.0,' negativ
45,6.0,0.0,1.0,2.0,7.0,1.0,' negativ
46,6.0,0.0,1.0,8.0,7.0,7.0,' negativ
47,6.0,0.0,2.0,0.0,9.0,1.0,' negativ
48,6.0,0.0,2.0,4.0,8.0,5.0,' negativ
49,6.0,0.0,2.0,4.0,9.0,5.0,' negativ
50,6.0,0.0,2.0,8.0,9.0,9.0,' negativ
51,9.0,0.0,0.0,2.0,4.0,2.0,' negativ
52,9.0,0.0,0.0,4.0,0.0,2.0,' negativ
53,9.0,0.0,0.0,4.0,4.0,2.0,' negativ
54,9.0,0.0,0.0,4.0,4.0,4.0,' negativ
55,9.0,0.0,0.0,5.0,4.0,5.0,' negativ
56,9.0,0.0,0.0,5.0,4.0,7.0,' negativ
57,9.0,0.0,0.0,7.0,0.0,5.0,' negativ
58,9.0,0.0,4.0,2.0,1.0,4.0,' negativ
59,9.0,0.0,4.0,5.0,0.0,5.0,' negativ
60,9.0,0.0,4.0,5.0,1.0,7.0,' negativ
61,9.0,0.0,4.0,7.0,0.0,8.0,' negativ
62,9.0,0.0,4.0,7.0,4.0,5.0,' negativ
63,9.0,0.0,4.0,7.0,1.0,8.0,' negativ
64,9.0,0.0,4.0,8.0,0.0,7.0,' negativ
65,9.0,0.0,4.0,8.0,4.0,7.0,' negativ
66,9.0,0.0,4.0,8.0,1.0,7.0,' negativ
67,9.0,0.0,4.0,8.0,1.0,9.0,' negativ
68,9.0,0.0,5.0,2.0,2.0,1.0,' negativ
69,9.0,0.0,5.0,2.0,2.0,2.0,' negativ
70,9.0,0.0,5.0,4.0,4.0,4.0,' negativ
71,9.0,0.0,5.0,5.0,2.0,5.0,' negativ
72,9.0,0.0,5.0,7.0,2.0,7.0,' negativ
73,9.0,0.0,5.0,7.0,2.0,8.0,' negativ
74,9.0,0.0,5.0,8.0,4.0,7.0,' negativ
75,9.0,0.0,7.0,0.0,5.0,0.0,' negativ
76,9.0,0.0,7.0,1.0,5.0,1.0,' negativ
77,9.0,0.0,7.0,2.0,5.0,2.0,' negativ
78,9.0,0.0,7.0,2.0,5.0,4.0,' negativ
79,9.0,0.0,7.0,5.0,2.0,7.0,' negativ
80,9.0,0.0,7.0,5.0,5.0,4.0,' negativ
81,9.0,0.0,7.0,7.0,2.0,8.0,' negativ
82,9.0,0.0,7.0,7.0,5.0,5.0,' negativ
83,9.0,0.0,7.0,7.0,5.0,7.0,' negativ
84,9.0,0.0,7.0,8.0,1.0,7.0,' negativ
85,9.0,0.0,7.0,8.0,2.0,7.0,' negativ
86,9.0,0.0,9.0,1.0,2.0,1.0,' negativ
87,9.0,0.0,9.0,1.0,2.0,2.0,' negativ
88,9.0,0.0,9.0,1.0,7.0,1.0,' negativ
89,9.0,0.0,9.0,4.0,5.0,2.0,' negativ
90,9.0,0.0,9.0,5.0,5.0,4.0,' negativ
91,9.0,0.0,9.0,7.0,2.0,8.0,' negativ
92,9.0,0.0,9.0,7.0,7.0,8.0,' negativ
93,9.0,0.0,9.0,8.0,7.0,9.0,' negativ
94,9.0,0.0,9.0,9.0,2.0,9.0,' negativ
95,9.0,0.0,9.0,9.0,7.0,8.0,' negativ
96,9.0,0.0,8.0,1.0,5.0,0.0,' negativ
97,9.0,0.0,8.0,1.0,7.0,0.0,' negativ
98,9.0,0.0,8.0,1.0,8.0,1.0,' negativ
99,9.0,0.0,8.0,1.0,8.0,2.0,' negativ
100,9.0,0.0,8.0,2.0,7.0,1.0,' negativ
101,9.0,0.0,8.0,2.0,8.0,4.0,' negativ
102,9.0,0.0,8.0,4.0,5.0,2.0,' negativ
103,9.0,0.0,8.0,4.0,7.0,2.0,' negativ
104,9.0,0.0,8.0,4.0,7.0,5.0,' negativ
105,9.0,0.0,8.0,4.0,8.0,5.0,' negativ
106,9.0,0.0,8.0,5.0,5.0,7.0,' negativ
107,9.0,0.0,8.0,5.0,8.0,4.0,' negativ
108,9.0,0.0,8.0,8.0,5.0,7.0,' negativ
109,9.0,0.0,1.0,0.0,7.0,0.0,' negativ
110,9.0,0.0,1.0,1.0,7.0,1.0,' negativ
111,9.0,0.0,1.0,2.0,8.0,4.0,' negativ
112,9.0,0.0,1.0,2.0,9.0,1.0,' negativ
113,9.0,0.0,1.0,4.0,9.0,5.0,' negativ
114,9.0,0.0,1.0,5.0,7.0,7.0,' negativ
115,9.0,0.0,1.0,5.0,8.0,4.0,' negativ
116,9.0,0.0,1.0,5.0,9.0,4.0,' negativ
117,9.0,0.0,1.0,7.0,7.0,5.0,' negativ
118,9.0,0.0,1.0,8.0,7.0,8.0,' negativ
119,9.0,0.0,1.0,8.0,8.0,7.0,' negativ
120,9.0,0.0,1.0,8.0,9.0,7.0,' negativ
121,9.0,0.0,1.0,8.0,9.0,9.0,' negativ
122,9.0,0.0,2.0,0.0,8.0,0.0,' negativ
123,9.0,0.0,2.0,2.0,8.0,1.0,' negativ
124,9.0,0.0,2.0,4.0,8.0,5.0,' negativ
125,9.0,0.0,2.0,4.0,9.0,2.0,' negativ
126,9.0,0.0,2.0,5.0,9.0,7.0,' negativ
127,9.0,0.0,2.0,7.0,8.0,8.0,' negativ
128,9.0,0.0,2.0,8.0,9.0,7.0,' negativ
129,9.0,3.0,7.0,1.0,2.0,2.0,' negativ
130,9.0,3.0,7.0,2.0,2.0,4.0,' negativ
131,9.0,3.0,9.0,0.0,2.0,0.0,' negativ
132,9.0,3.0,9.0,1.0,7.0,0.0,' negativ
133,9.0,3.0,9.0,1.0,7.0,2.0,' negativ
134,9.0,3.0,9.0,2.0,5.0,1.0,' negativ
135,9.0,3.0,9.0,2.0,7.0,2.0,' negativ
136,9.0,3.0,9.0,4.0,2.0,4.0,' negativ
137,9.0,3.0,9.0,4.0,5.0,5.0,' negativ
138,9.0,3.0,8.0,0.0,7.0,1.0,' negativ
139,9.0,3.0,8.0,1.0,8.0,0.0,' negativ
140,9.0,3.0,8.0,2.0,5.0,1.0,' negativ
141,9.0,3.0,8.0,4.0,7.0,5.0,' negativ
142,9.0,3.0,8.0,5.0,5.0,4.0,' negativ
143,9.0,3.0,8.0,5.0,8.0,5.0,' negativ
144,9.0,3.0,8.0,5.0,8.0,7.0,' negativ
145,9.0,3.0,1.0,0.0,7.0,0.0,' negativ
146,9.0,3.0,1.0,0.0,7.0,1.0,' negativ
147,9.0,3.0,1.0,0.0,9.0,0.0,' negativ
148,9.0,3.0,1.0,1.0,7.0,2.0,' negativ
149,9.0,3.0,1.0,1.0,8.0,2.0,' negativ
150,9.0,3.0,1.0,2.0,7.0,4.0,' negativ
151,9.0,3.0,1.0,2.0,8.0,1.0,' negativ
152,9.0,3.0,1.0,2.0,9.0,1.0,' negativ
153,9.0,3.0,1.0,2.0,9.0,4.0,' negativ
154,9.0,3.0,1.0,5.0,7.0,5.0,' negativ
155,9.0,3.0,1.0,5.0,7.0,7.0,' negativ
156,9.0,3.0,1.0,5.0,9.0,4.0,' negativ
157,9.0,3.0,1.0,5.0,9.0,7.0,' negativ
158,9.0,3.0,1.0,7.0,7.0,5.0,' negativ
