%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 158
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' positive',' negative'}

@data
0,4.0,1.0,0.0,0.0,7.0,2.0,3.0,' positive'
1,2.0,5.0,0.0,0.0,4.0,1.0,2.0,' positive'
2,5.0,6.0,0.0,0.0,4.0,3.0,4.0,' positive'
3,3.0,3.0,0.0,0.0,5.0,2.0,2.0,' positive'
4,2.0,4.0,0.0,0.0,5.0,3.0,4.0,' positive'
5,4.0,3.0,0.0,0.0,5.0,3.0,4.0,' positive'
6,2.0,3.0,0.0,0.0,2.0,1.0,3.0,' positive'
7,4.0,5.0,0.0,0.0,5.0,4.0,5.0,' positive'
8,4.0,4.0,0.0,0.0,3.0,2.0,4.0,' positive'
9,2.0,2.0,0.0,0.0,4.0,3.0,4.0,' positive'
10,1.0,2.0,0.0,0.0,5.0,2.0,3.0,' positive'
11,4.0,5.0,0.0,0.0,5.0,2.0,3.0,' positive'
12,5.0,4.0,0.0,0.0,5.0,2.0,3.0,' positive'
13,4.0,4.0,0.0,0.0,5.0,3.0,4.0,' positive'
14,3.0,6.0,0.0,0.0,7.0,3.0,4.0,' positive'
15,5.0,4.0,0.0,0.0,0.0,2.0,4.0,' positive'
16,7.0,9.0,0.0,0.0,5.0,3.0,4.0,' positive'
17,6.0,6.0,0.0,0.0,3.0,2.0,3.0,' positive'
18,3.0,2.0,0.0,0.0,7.0,0.0,1.0,' positive'
19,4.0,5.0,0.0,0.0,4.0,3.0,4.0,' positive'
20,2.0,3.0,0.0,0.0,4.0,2.0,3.0,' positive'
21,3.0,4.0,0.0,0.0,5.0,2.0,3.0,' positive'
22,1.0,5.0,0.0,0.0,5.0,3.0,5.0,' positive'
23,3.0,4.0,0.0,0.0,6.0,3.0,4.0,' positive'
24,4.0,4.0,0.0,0.0,6.0,2.0,3.0,' positive'
25,2.0,3.0,0.0,0.0,4.0,2.0,4.0,' positive'
26,2.0,4.0,0.0,0.0,3.0,3.0,4.0,' positive'
27,0.0,7.0,0.0,0.0,5.0,9.0,3.0,' negative'
28,7.0,5.0,0.0,0.0,6.0,8.0,8.0,' negative'
29,6.0,5.0,0.0,0.0,7.0,7.0,7.0,' negative'
30,5.0,6.0,0.0,0.0,7.0,6.0,7.0,' negative'
31,5.0,7.0,0.0,0.0,6.0,7.0,7.0,' negative'
32,7.0,5.0,0.0,0.0,7.0,8.0,8.0,' negative'
33,3.0,5.0,0.0,0.0,7.0,8.0,8.0,' negative'
34,8.0,4.0,0.0,0.0,6.0,8.0,9.0,' negative'
35,3.0,5.0,0.0,0.0,8.0,9.0,9.0,' negative'
36,2.0,5.0,0.0,0.0,7.0,7.0,7.0,' negative'
37,9.0,6.0,0.0,0.0,6.0,6.0,7.0,' negative'
38,4.0,5.0,0.0,0.0,3.0,7.0,7.0,' negative'
39,6.0,6.0,0.0,0.0,7.0,6.0,7.0,' negative'
40,6.0,8.0,0.0,0.0,5.0,8.0,9.0,' negative'
41,5.0,6.0,0.0,0.0,8.0,7.0,7.0,' negative'
42,1.0,5.0,0.0,0.0,4.0,6.0,1.0,' negative'
43,5.0,2.0,0.0,0.0,7.0,2.0,3.0,' positive'
44,6.0,4.0,0.0,0.0,5.0,3.0,5.0,' positive'
45,6.0,5.0,0.0,0.0,6.0,4.0,3.0,' positive'
46,2.0,2.0,0.0,0.0,6.0,2.0,3.0,' positive'
47,7.0,3.0,0.0,0.0,3.0,3.0,5.0,' positive'
48,3.0,2.0,0.0,0.0,4.0,2.0,3.0,' positive'
49,2.0,3.0,0.0,0.0,6.0,2.0,4.0,' positive'
50,2.0,4.0,0.0,0.0,5.0,5.0,6.0,' positive'
51,4.0,4.0,0.0,0.0,7.0,1.0,2.0,' positive'
52,4.0,2.0,0.0,0.0,5.0,2.0,3.0,' positive'
53,5.0,5.0,0.0,0.0,5.0,3.0,3.0,' positive'
54,2.0,4.0,0.0,0.0,5.0,1.0,2.0,' positive'
55,2.0,4.0,0.0,0.0,5.0,4.0,5.0,' positive'
56,3.0,4.0,0.0,0.0,3.0,2.0,3.0,' positive'
57,4.0,1.0,0.0,0.0,6.0,5.0,6.0,' positive'
58,2.0,4.0,0.0,0.0,3.0,2.0,4.0,' positive'
59,4.0,6.0,0.0,0.0,3.0,1.0,3.0,' positive'
60,4.0,4.0,0.0,0.0,3.0,2.0,0.0,' positive'
61,3.0,1.0,0.0,0.0,9.0,0.0,1.0,' positive'
62,3.0,0.0,0.0,0.0,7.0,0.0,2.0,' positive'
63,3.0,3.0,0.0,0.0,5.0,4.0,5.0,' positive'
64,2.0,5.0,0.0,0.0,5.0,3.0,4.0,' positive'
65,4.0,3.0,0.0,0.0,6.0,3.0,4.0,' positive'
66,5.0,3.0,0.0,0.0,4.0,2.0,3.0,' positive'
67,3.0,2.0,0.0,0.0,3.0,3.0,4.0,' positive'
