,0,1,2,3,y
0,7.0,5.0,3.0,2.0, negative
1,8.0,4.0,4.0,3.0, negative
2,3.0,5.0,3.0,4.0, negative
3,8.0,8.0,4.0,3.0, negative
4,6.0,8.0,3.0,4.0, negative
5,1.0,0.0,1.0,2.0, negative
6,2.0,4.0,3.0,2.0, negative
7,0.0,1.0,0.0,0.0, negative
8,0.0,3.0,1.0,3.0, negative
9,0.0,0.0,0.0,0.0, negative
10,3.0,6.0,2.0,4.0, negative
11,3.0,0.0,1.0,0.0, negative
12,4.0,5.0,4.0,3.0, negative
13,1.0,5.0,0.0,2.0, negative
14,1.0,6.0,3.0,4.0, negative
15,5.0,0.0,3.0,4.0, negative
16,1.0,1.0,1.0,0.0, negative
17,3.0,8.0,4.0,6.0, negative
18,4.0,4.0,1.0,2.0, negative
19,6.0,1.0,5.0,4.0, negative
20,4.0,4.0,4.0,1.0, negative
21,6.0,5.0,2.0,2.0, negative
22,7.0,6.0,2.0,3.0, negative
23,7.0,6.0,5.0,5.0, negative
24,2.0,2.0,0.0,0.0, negative
25,1.0,1.0,0.0,0.0, negative
26,1.0,1.0,0.0,0.0, negative
27,3.0,3.0,1.0,1.0, negative
28,3.0,3.0,6.0,5.0, negative
29,0.0,6.0,3.0,4.0, negative
30,6.0,0.0,2.0,2.0, negative
31,1.0,6.0,1.0,2.0, negative
32,1.0,2.0,2.0,1.0, negative
33,3.0,2.0,1.0,1.0, negative
34,2.0,6.0,2.0,1.0, negative
35,2.0,5.0,2.0,2.0, negative
36,5.0,5.0,2.0,2.0, negative
37,0.0,1.0,0.0,0.0, negative
38,2.0,4.0,1.0,2.0, negative
39,6.0,8.0,9.0,9.0, negative
40,3.0,3.0,6.0,7.0, negative
41,8.0,6.0,8.0,8.0, negative
42,6.0,5.0,8.0,6.0, negative
43,7.0,6.0,8.0,8.0, negative
44,9.0,6.0,9.0,8.0, negative
45,0.0,1.0,3.0,5.0, negative
46,9.0,5.0,9.0,6.0, negative
47,7.0,1.0,8.0,6.0, negative
48,7.0,8.0,6.0,7.0, negative
49,6.0,3.0,6.0,7.0, negative
50,8.0,6.0,7.0,8.0, negative
51,3.0,4.0,6.0,9.0, negative
52,6.0,8.0,6.0,9.0, negative
53,9.0,8.0,9.0,8.0, negative
54,1.0,4.0,5.0,7.0, negative
55,6.0,3.0,5.0,6.0, negative
56,9.0,8.0,9.0,6.0, negative
57,4.0,6.0,5.0,6.0, negative
58,6.0,4.0,8.0,8.0, negative
59,9.0,6.0,8.0,5.0, negative
60,9.0,4.0,9.0,7.0, negative
61,6.0,4.0,6.0,4.0, negative
62,4.0,2.0,8.0,3.0, negative
63,9.0,6.0,9.0,9.0, negative
64,6.0,8.0,8.0,9.0, negative
65,6.0,7.0,7.0,6.0, negative
66,3.0,6.0,4.0,6.0, negative
67,8.0,7.0,7.0,8.0, negative
68,7.0,7.0,8.0,9.0, negative
69,8.0,7.0,6.0,9.0, negative
70,3.0,3.0,6.0,7.0, negative
71,8.0,8.0,8.0,9.0, negative
72,7.0,6.0,6.0,7.0, negative
73,5.0,8.0,7.0,9.0, negative
74,7.0,6.0,7.0,6.0, negative
75,9.0,2.0,9.0,9.0, negative
76,3.0,0.0,5.0,4.0, negative
77,8.0,8.0,8.0,9.0, negative
78,5.0,4.0,4.0,6.0, negative
