,0,1,2,3,y
0,3.0,2.0,1.0,1.0, negative
1,4.0,2.0,2.0,1.0, negative
2,1.0,2.0,1.0,2.0, negative
3,4.0,4.0,2.0,1.0, negative
4,3.0,4.0,1.0,2.0, negative
5,0.0,0.0,0.0,1.0, negative
6,1.0,2.0,1.0,1.0, negative
7,0.0,0.0,0.0,0.0, negative
8,0.0,1.0,0.0,1.0, negative
9,0.0,0.0,0.0,0.0, negative
10,1.0,3.0,1.0,2.0, negative
11,1.0,0.0,0.0,0.0, negative
12,2.0,2.0,2.0,1.0, negative
13,0.0,2.0,0.0,1.0, negative
14,0.0,3.0,1.0,2.0, negative
15,2.0,0.0,1.0,2.0, negative
16,0.0,0.0,0.0,0.0, negative
17,1.0,4.0,2.0,3.0, negative
18,2.0,2.0,0.0,1.0, negative
19,3.0,0.0,2.0,2.0, negative
20,2.0,2.0,2.0,0.0, negative
21,3.0,2.0,1.0,1.0, negative
22,3.0,3.0,1.0,1.0, negative
23,3.0,3.0,2.0,2.0, negative
24,1.0,1.0,0.0,0.0, negative
25,0.0,0.0,0.0,0.0, negative
26,0.0,0.0,0.0,0.0, negative
27,1.0,1.0,0.0,0.0, negative
28,1.0,1.0,3.0,2.0, negative
29,0.0,3.0,1.0,2.0, negative
30,3.0,0.0,1.0,1.0, negative
31,0.0,3.0,0.0,1.0, negative
32,0.0,1.0,1.0,0.0, negative
33,1.0,1.0,0.0,0.0, negative
34,1.0,3.0,1.0,0.0, negative
35,1.0,2.0,1.0,1.0, negative
36,2.0,2.0,1.0,1.0, negative
37,0.0,0.0,0.0,0.0, negative
38,1.0,2.0,0.0,1.0, negative
39,3.0,4.0,4.0,4.0, negative
40,1.0,1.0,3.0,3.0, negative
41,4.0,3.0,4.0,4.0, negative
42,3.0,2.0,4.0,3.0, negative
43,3.0,3.0,4.0,4.0, negative
44,4.0,3.0,4.0,4.0, negative
45,0.0,0.0,1.0,2.0, negative
46,4.0,2.0,4.0,3.0, negative
47,3.0,0.0,4.0,3.0, negative
48,3.0,4.0,3.0,3.0, negative
49,3.0,1.0,3.0,3.0, negative
50,4.0,3.0,3.0,4.0, negative
51,1.0,2.0,3.0,4.0, negative
52,3.0,4.0,3.0,4.0, negative
53,4.0,4.0,4.0,4.0, negative
54,0.0,2.0,2.0,3.0, negative
55,3.0,1.0,2.0,3.0, negative
56,4.0,4.0,4.0,3.0, negative
57,2.0,3.0,2.0,3.0, negative
58,3.0,2.0,4.0,4.0, negative
59,4.0,3.0,4.0,2.0, negative
60,4.0,2.0,4.0,3.0, negative
61,3.0,2.0,3.0,2.0, negative
62,2.0,1.0,4.0,1.0, negative
63,4.0,3.0,4.0,4.0, negative
64,3.0,4.0,4.0,4.0, negative
65,3.0,4.0,3.0,3.0, negative
66,1.0,3.0,2.0,3.0, negative
67,4.0,4.0,3.0,4.0, negative
68,3.0,4.0,4.0,4.0, negative
69,4.0,4.0,3.0,4.0, negative
70,1.0,1.0,3.0,3.0, negative
71,4.0,4.0,4.0,4.0, negative
72,3.0,3.0,3.0,3.0, negative
73,2.0,4.0,3.0,4.0, negative
74,3.0,3.0,3.0,3.0, negative
75,4.0,1.0,4.0,4.0, negative
76,1.0,0.0,2.0,2.0, negative
77,4.0,4.0,4.0,4.0, negative
78,2.0,2.0,2.0,3.0, negative
