@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/ecoli-0-3-4-7_vs_5-6/EWD3ecoli-0-3-4-7_vs_5-6-5-5tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute Class {' negative'}
@data
0,6.0,0.0,9.0,9.0,6.0,3.0,5.0,' negativ
1,6.0,5.0,9.0,9.0,6.0,4.0,4.0,' negativ
2,7.0,4.0,9.0,9.0,4.0,4.0,5.0,' negativ
3,2.0,3.0,9.0,9.0,6.0,2.0,4.0,' negativ
4,4.0,0.0,9.0,9.0,7.0,1.0,0.0,' negativ
5,2.0,5.0,9.0,9.0,5.0,1.0,3.0,' negativ
6,4.0,3.0,9.0,9.0,5.0,2.0,3.0,' negativ
7,5.0,0.0,9.0,9.0,5.0,3.0,3.0,' negativ
8,2.0,4.0,9.0,9.0,6.0,1.0,3.0,' negativ
9,2.0,0.0,9.0,9.0,5.0,4.0,5.0,' negativ
10,3.0,5.0,9.0,9.0,4.0,2.0,3.0,' negativ
11,5.0,3.0,9.0,9.0,7.0,5.0,6.0,' negativ
12,2.0,0.0,9.0,9.0,5.0,2.0,4.0,' negativ
13,0.0,5.0,9.0,9.0,4.0,2.0,0.0,' negativ
14,3.0,2.0,9.0,9.0,9.0,0.0,1.0,' negativ
15,5.0,6.0,9.0,9.0,5.0,3.0,4.0,' negativ
16,0.0,1.0,9.0,9.0,7.0,1.0,2.0,' negativ
17,3.0,4.0,9.0,9.0,6.0,4.0,5.0,' negativ
18,2.0,5.0,9.0,9.0,0.0,3.0,4.0,' negativ
19,4.0,4.0,9.0,9.0,6.0,3.0,5.0,' negativ
20,4.0,4.0,9.0,9.0,6.0,3.0,4.0,' negativ
21,3.0,3.0,9.0,9.0,4.0,3.0,5.0,' negativ
22,6.0,5.0,9.0,9.0,4.0,3.0,5.0,' negativ
23,0.0,3.0,9.0,9.0,5.0,3.0,5.0,' negativ
24,2.0,4.0,9.0,9.0,3.0,1.0,3.0,' negativ
25,3.0,6.0,9.0,9.0,5.0,3.0,4.0,' negativ
26,7.0,5.0,9.0,9.0,7.0,0.0,0.0,' negativ
27,3.0,4.0,9.0,9.0,4.0,2.0,4.0,' negativ
28,4.0,5.0,9.0,9.0,6.0,2.0,3.0,' negativ
29,0.0,4.0,9.0,9.0,7.0,4.0,5.0,' negativ
30,0.0,0.0,9.0,9.0,5.0,4.0,5.0,' negativ
31,3.0,4.0,9.0,9.0,0.0,3.0,4.0,' negativ
32,1.0,4.0,9.0,9.0,5.0,4.0,0.0,' negativ
33,5.0,4.0,9.0,9.0,7.0,5.0,6.0,' negativ
34,4.0,0.0,9.0,9.0,5.0,2.0,4.0,' negativ
35,2.0,3.0,9.0,9.0,5.0,3.0,4.0,' negativ
36,2.0,4.0,9.0,9.0,4.0,4.0,5.0,' negativ
37,2.0,6.0,9.0,9.0,4.0,5.0,6.0,' negativ
38,5.0,5.0,9.0,9.0,2.0,1.0,2.0,' negativ
39,6.0,5.0,9.0,9.0,3.0,3.0,4.0,' negativ
40,5.0,4.0,9.0,9.0,4.0,3.0,5.0,' negativ
41,0.0,4.0,9.0,9.0,5.0,3.0,4.0,' negativ
42,5.0,3.0,9.0,9.0,0.0,3.0,4.0,' negativ
43,5.0,6.0,9.0,9.0,0.0,4.0,6.0,' negativ
44,5.0,4.0,9.0,9.0,5.0,2.0,4.0,' negativ
45,4.0,4.0,9.0,9.0,6.0,5.0,6.0,' negativ
46,2.0,0.0,9.0,9.0,5.0,2.0,3.0,' negativ
47,5.0,3.0,9.0,9.0,6.0,3.0,4.0,' negativ
48,2.0,4.0,9.0,9.0,7.0,5.0,6.0,' negativ
49,2.0,4.0,9.0,9.0,5.0,3.0,4.0,' negativ
50,5.0,6.0,9.0,9.0,5.0,5.0,6.0,' negativ
51,2.0,4.0,9.0,9.0,5.0,2.0,4.0,' negativ
52,3.0,5.0,9.0,9.0,7.0,0.0,5.0,' negativ
53,2.0,2.0,9.0,9.0,4.0,2.0,3.0,' negativ
54,5.0,5.0,9.0,9.0,6.0,2.0,4.0,' negativ
55,4.0,0.0,9.0,9.0,5.0,3.0,5.0,' negativ
56,5.0,4.0,9.0,9.0,5.0,2.0,0.0,' negativ
57,2.0,4.0,9.0,9.0,4.0,2.0,4.0,' negativ
58,4.0,0.0,9.0,9.0,6.0,2.0,4.0,' negativ
59,5.0,4.0,9.0,9.0,5.0,2.0,3.0,' negativ
60,5.0,3.0,9.0,9.0,5.0,2.0,4.0,' negativ
61,3.0,3.0,9.0,9.0,5.0,3.0,5.0,' negativ
62,4.0,4.0,9.0,9.0,5.0,3.0,4.0,' negativ
63,3.0,5.0,9.0,9.0,5.0,2.0,3.0,' negativ
64,3.0,6.0,9.0,9.0,7.0,3.0,4.0,' negativ
65,4.0,6.0,9.0,9.0,5.0,4.0,6.0,' negativ
66,0.0,5.0,9.0,9.0,6.0,5.0,6.0,' negativ
67,0.0,5.0,9.0,9.0,6.0,4.0,6.0,' negativ
68,5.0,5.0,9.0,9.0,4.0,3.0,4.0,' negativ
69,0.0,5.0,9.0,9.0,3.0,2.0,3.0,' negativ
70,3.0,5.0,9.0,9.0,6.0,3.0,5.0,' negativ
71,4.0,4.0,9.0,9.0,0.0,2.0,2.0,' negativ
72,0.0,5.0,9.0,9.0,4.0,2.0,3.0,' negativ
73,3.0,5.0,9.0,9.0,3.0,2.0,4.0,' negativ
74,7.0,8.0,9.0,9.0,5.0,3.0,4.0,' negativ
75,6.0,6.0,9.0,9.0,4.0,2.0,3.0,' negativ
76,7.0,6.0,9.0,9.0,4.0,3.0,3.0,' negativ
77,5.0,5.0,9.0,9.0,7.0,3.0,4.0,' negativ
78,4.0,0.0,9.0,9.0,8.0,2.0,3.0,' negativ
79,2.0,6.0,9.0,9.0,8.0,3.0,4.0,' negativ
80,4.0,2.0,9.0,9.0,7.0,1.0,3.0,' negativ
81,3.0,5.0,9.0,9.0,6.0,1.0,3.0,' negativ
82,2.0,3.0,9.0,9.0,4.0,0.0,0.0,' negativ
83,2.0,0.0,9.0,9.0,5.0,3.0,4.0,' negativ
84,5.0,5.0,9.0,9.0,5.0,4.0,0.0,' negativ
85,4.0,3.0,9.0,9.0,4.0,4.0,5.0,' negativ
86,5.0,3.0,9.0,9.0,7.0,0.0,2.0,' negativ
87,3.0,4.0,9.0,9.0,6.0,5.0,6.0,' negativ
88,4.0,0.0,9.0,9.0,5.0,3.0,4.0,' negativ
89,4.0,5.0,9.0,9.0,7.0,0.0,3.0,' negativ
90,3.0,4.0,9.0,9.0,5.0,3.0,4.0,' negativ
91,5.0,5.0,9.0,9.0,6.0,1.0,2.0,' negativ
92,2.0,5.0,9.0,9.0,4.0,4.0,0.0,' negativ
93,3.0,3.0,9.0,9.0,0.0,4.0,0.0,' negativ
94,2.0,4.0,9.0,9.0,6.0,2.0,3.0,' negativ
95,1.0,4.0,9.0,9.0,6.0,0.0,4.0,' negativ
96,0.0,3.0,9.0,9.0,5.0,3.0,4.0,' negativ
97,6.0,4.0,9.0,9.0,6.0,3.0,5.0,' negativ
98,3.0,5.0,9.0,9.0,5.0,3.0,5.0,' negativ
99,3.0,3.0,9.0,9.0,5.0,2.0,3.0,' negativ
100,0.0,5.0,9.0,9.0,5.0,3.0,5.0,' negativ
101,2.0,3.0,9.0,9.0,5.0,2.0,4.0,' negativ
102,4.0,5.0,9.0,9.0,5.0,4.0,5.0,' negativ
103,0.0,4.0,9.0,9.0,5.0,5.0,6.0,' negativ
104,4.0,3.0,9.0,9.0,4.0,3.0,4.0,' negativ
105,0.0,5.0,9.0,9.0,6.0,2.0,3.0,' negativ
106,1.0,6.0,9.0,9.0,6.0,3.0,5.0,' negativ
107,0.0,4.0,9.0,9.0,5.0,1.0,0.0,' negativ
108,2.0,0.0,9.0,9.0,4.0,2.0,4.0,' negativ
109,0.0,4.0,9.0,9.0,7.0,2.0,3.0,' negativ
