,0,1,2,3,4,5,6,7,8,9,y
0,6.0,9.0,3.0,0.0,9.0,0.0,6.0,0.0,3.0,9.0, negative
1,3.0,9.0,6.0,0.0,9.0,0.0,0.0,9.0,3.0,0.0, negative
2,3.0,4.0,3.0,3.0,9.0,4.0,0.0,3.0,0.0,4.0, negative
3,3.0,6.0,9.0,7.0,9.0,6.0,6.0,7.0,6.0,6.0, negative
4,6.0,9.0,6.0,5.0,3.0,9.0,3.0,5.0,9.0,9.0, negative
5,3.0,8.0,9.0,4.0,0.0,4.0,0.0,8.0,3.0,4.0, negative
6,6.0,7.0,3.0,7.0,9.0,9.0,0.0,7.0,6.0,9.0, negative
7,0.0,9.0,6.0,9.0,3.0,0.0,0.0,0.0,3.0,9.0, negative
8,6.0,5.0,6.0,1.0,3.0,1.0,3.0,5.0,9.0,5.0, negative
9,0.0,0.0,6.0,0.0,3.0,0.0,9.0,9.0,6.0,9.0, negative
10,6.0,4.0,6.0,0.0,3.0,4.0,0.0,0.0,9.0,4.0, negative
11,6.0,4.0,3.0,4.0,6.0,5.0,9.0,4.0,0.0,5.0, negative
12,9.0,7.0,0.0,7.0,6.0,7.0,0.0,9.0,3.0,9.0, negative
13,3.0,9.0,6.0,9.0,9.0,9.0,0.0,9.0,6.0,9.0, negative
14,9.0,5.0,6.0,8.0,6.0,5.0,0.0,5.0,3.0,8.0, negative
15,0.0,5.0,3.0,5.0,9.0,5.0,3.0,1.0,0.0,1.0, negative
16,0.0,5.0,0.0,7.0,6.0,5.0,9.0,7.0,6.0,7.0, negative
17,0.0,6.0,9.0,6.0,3.0,5.0,6.0,6.0,9.0,5.0, negative
18,9.0,0.0,0.0,5.0,3.0,0.0,9.0,5.0,6.0,5.0, negative
19,0.0,3.0,6.0,3.0,6.0,8.0,9.0,8.0,9.0,3.0, negative
20,0.0,5.0,6.0,9.0,9.0,9.0,0.0,9.0,9.0,5.0, negative
21,3.0,4.0,9.0,4.0,0.0,9.0,9.0,9.0,6.0,4.0, negative
22,3.0,3.0,0.0,2.0,9.0,3.0,9.0,2.0,3.0,2.0, negative
23,0.0,4.0,6.0,0.0,3.0,4.0,9.0,4.0,9.0,0.0, negative
24,6.0,7.0,9.0,2.0,9.0,7.0,6.0,2.0,3.0,7.0, negative
25,3.0,5.0,6.0,5.0,3.0,8.0,9.0,5.0,0.0,8.0, negative
26,9.0,0.0,9.0,9.0,6.0,9.0,3.0,0.0,6.0,0.0, negative
27,9.0,6.0,6.0,0.0,3.0,6.0,6.0,6.0,9.0,0.0, negative
28,6.0,4.0,9.0,4.0,0.0,8.0,3.0,4.0,9.0,8.0, negative
29,0.0,9.0,3.0,2.0,0.0,2.0,9.0,9.0,6.0,9.0, negative
30,9.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,6.0,0.0, negative
31,6.0,5.0,9.0,5.0,6.0,0.0,0.0,5.0,9.0,0.0, negative
