,0,1,2,3,4,5,6,7,8,9,y
0,3.0,7.0,0.0,7.0,9.0,9.0,6.0,7.0,3.0,9.0, negative
1,6.0,8.0,6.0,7.0,0.0,7.0,9.0,8.0,3.0,7.0, negative
2,0.0,7.0,9.0,7.0,6.0,7.0,3.0,5.0,6.0,5.0, negative
3,6.0,6.0,3.0,5.0,0.0,5.0,9.0,6.0,9.0,5.0, negative
4,9.0,3.0,9.0,2.0,9.0,5.0,9.0,4.0,9.0,5.0, positive
5,6.0,1.0,9.0,2.0,3.0,1.0,0.0,2.0,9.0,1.0, negative
6,9.0,9.0,0.0,9.0,3.0,9.0,0.0,9.0,9.0,9.0, negative
7,9.0,8.0,9.0,5.0,3.0,5.0,3.0,8.0,0.0,5.0, negative
8,9.0,0.0,3.0,0.0,3.0,5.0,0.0,5.0,9.0,5.0, negative
9,6.0,9.0,0.0,9.0,3.0,2.0,9.0,9.0,9.0,2.0, negative
10,3.0,0.0,0.0,7.0,0.0,0.0,9.0,7.0,9.0,0.0, negative
11,9.0,6.0,6.0,8.0,9.0,8.0,0.0,6.0,6.0,6.0, negative
12,3.0,0.0,9.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0, negative
13,0.0,0.0,9.0,0.0,3.0,0.0,3.0,7.0,6.0,7.0, negative
14,3.0,9.0,6.0,9.0,3.0,7.0,6.0,7.0,0.0,7.0, negative
15,6.0,6.0,0.0,8.0,3.0,6.0,6.0,8.0,3.0,8.0, negative
16,3.0,3.0,0.0,4.0,3.0,4.0,9.0,3.0,0.0,3.0, negative
17,9.0,6.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0, negative
18,6.0,4.0,3.0,5.0,9.0,4.0,9.0,5.0,6.0,5.0, negative
19,9.0,2.0,6.0,2.0,9.0,6.0,3.0,6.0,6.0,6.0, negative
20,0.0,5.0,0.0,9.0,9.0,9.0,6.0,9.0,9.0,5.0, negative
21,9.0,6.0,6.0,0.0,3.0,0.0,3.0,6.0,9.0,0.0, negative
22,6.0,9.0,6.0,3.0,3.0,3.0,0.0,9.0,0.0,3.0, negative
23,9.0,9.0,0.0,9.0,3.0,0.0,6.0,0.0,3.0,9.0, negative
24,6.0,5.0,0.0,5.0,9.0,9.0,3.0,5.0,6.0,9.0, negative
25,3.0,9.0,0.0,8.0,9.0,9.0,6.0,9.0,6.0,8.0, negative
26,0.0,2.0,9.0,2.0,6.0,2.0,0.0,0.0,9.0,0.0, negative
27,6.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,6.0,7.0, negative
28,6.0,3.0,9.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0, negative
29,9.0,3.0,3.0,5.0,0.0,3.0,9.0,5.0,3.0,3.0, negative
30,0.0,5.0,9.0,5.0,6.0,1.0,9.0,1.0,3.0,5.0, negative
31,9.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,3.0,0.0, negative
32,9.0,9.0,6.0,4.0,9.0,4.0,0.0,9.0,3.0,4.0, negative
33,0.0,2.0,3.0,5.0,0.0,5.0,6.0,2.0,6.0,5.0, negative
34,9.0,1.0,0.0,7.0,3.0,1.0,9.0,7.0,3.0,7.0, negative
35,9.0,7.0,6.0,1.0,3.0,7.0,3.0,1.0,0.0,1.0, negative
36,9.0,0.0,6.0,0.0,0.0,8.0,6.0,8.0,3.0,0.0, negative
37,3.0,6.0,6.0,6.0,0.0,3.0,9.0,3.0,0.0,6.0, negative
38,6.0,9.0,0.0,9.0,9.0,9.0,6.0,0.0,0.0,0.0, negative
39,0.0,9.0,9.0,7.0,3.0,7.0,6.0,7.0,9.0,9.0, negative
40,9.0,4.0,0.0,4.0,0.0,6.0,9.0,6.0,6.0,4.0, negative
41,0.0,3.0,9.0,6.0,3.0,3.0,3.0,6.0,6.0,3.0, negative
42,6.0,7.0,0.0,2.0,3.0,7.0,6.0,2.0,9.0,2.0, negative
43,0.0,5.0,3.0,6.0,9.0,6.0,6.0,6.0,9.0,5.0, negative
44,9.0,2.0,3.0,8.0,0.0,8.0,6.0,2.0,9.0,8.0, negative
45,0.0,1.0,6.0,1.0,9.0,1.0,9.0,7.0,0.0,7.0, negative
46,6.0,2.0,6.0,3.0,9.0,3.0,3.0,2.0,0.0,3.0, negative
47,9.0,8.0,0.0,9.0,3.0,8.0,6.0,9.0,9.0,9.0, negative
48,9.0,5.0,9.0,1.0,3.0,1.0,6.0,1.0,6.0,5.0, negative
49,6.0,9.0,0.0,5.0,9.0,9.0,9.0,5.0,3.0,9.0, negative
50,9.0,7.0,9.0,9.0,3.0,9.0,0.0,7.0,6.0,7.0, negative
51,3.0,9.0,6.0,9.0,3.0,8.0,6.0,8.0,9.0,9.0, negative
52,0.0,1.0,9.0,5.0,6.0,5.0,0.0,5.0,3.0,1.0, negative
53,0.0,1.0,3.0,9.0,6.0,1.0,3.0,1.0,0.0,9.0, negative
54,6.0,9.0,9.0,9.0,6.0,9.0,3.0,9.0,9.0,9.0, negative
55,3.0,8.0,9.0,0.0,6.0,8.0,9.0,8.0,6.0,0.0, negative
56,6.0,7.0,0.0,3.0,6.0,3.0,3.0,7.0,9.0,7.0, negative
57,0.0,6.0,3.0,6.0,6.0,6.0,9.0,5.0,0.0,5.0, negative
58,6.0,9.0,9.0,9.0,3.0,9.0,9.0,1.0,6.0,1.0, negative
59,6.0,6.0,9.0,9.0,6.0,9.0,3.0,9.0,3.0,6.0, negative
60,0.0,0.0,9.0,2.0,9.0,0.0,6.0,2.0,3.0,2.0, negative
61,9.0,5.0,0.0,5.0,6.0,9.0,6.0,5.0,3.0,9.0, negative
62,6.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,1.0, negative
63,9.0,5.0,3.0,5.0,6.0,4.0,6.0,5.0,0.0,4.0, negative
64,3.0,9.0,9.0,9.0,9.0,5.0,6.0,5.0,6.0,9.0, negative
65,3.0,4.0,0.0,0.0,3.0,0.0,6.0,4.0,9.0,4.0, negative
66,3.0,3.0,6.0,3.0,3.0,9.0,9.0,9.0,6.0,9.0, negative
67,6.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,9.0,2.0, negative
68,0.0,5.0,9.0,0.0,3.0,0.0,9.0,5.0,3.0,5.0, negative
69,0.0,3.0,6.0,3.0,0.0,9.0,3.0,9.0,3.0,3.0, negative
70,0.0,2.0,3.0,8.0,9.0,8.0,6.0,8.0,6.0,2.0, negative
71,6.0,9.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0, negative
72,6.0,2.0,0.0,2.0,6.0,8.0,3.0,8.0,9.0,8.0, negative
73,3.0,0.0,9.0,5.0,9.0,0.0,3.0,5.0,6.0,5.0, negative
74,0.0,2.0,3.0,2.0,6.0,2.0,9.0,9.0,3.0,9.0, negative
75,6.0,1.0,0.0,2.0,9.0,2.0,6.0,2.0,0.0,1.0, negative
76,0.0,8.0,6.0,9.0,6.0,8.0,9.0,8.0,0.0,9.0, negative
77,3.0,4.0,9.0,5.0,0.0,4.0,6.0,4.0,0.0,5.0, negative
78,6.0,2.0,9.0,8.0,6.0,8.0,0.0,2.0,0.0,8.0, negative
79,0.0,8.0,3.0,8.0,6.0,9.0,6.0,8.0,0.0,9.0, negative
80,0.0,5.0,9.0,6.0,6.0,5.0,6.0,6.0,3.0,6.0, negative
81,3.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0, positive
82,3.0,1.0,9.0,2.0,6.0,2.0,0.0,1.0,6.0,1.0, negative
83,3.0,2.0,0.0,1.0,6.0,2.0,6.0,1.0,9.0,1.0, negative
84,0.0,2.0,9.0,5.0,6.0,2.0,3.0,2.0,3.0,5.0, negative
85,0.0,0.0,0.0,2.0,3.0,0.0,6.0,2.0,3.0,2.0, negative
86,3.0,9.0,0.0,1.0,9.0,1.0,9.0,9.0,6.0,1.0, negative
87,0.0,4.0,9.0,4.0,6.0,8.0,3.0,8.0,9.0,8.0, negative
88,6.0,9.0,6.0,7.0,0.0,9.0,9.0,9.0,9.0,7.0, negative
89,3.0,0.0,6.0,9.0,3.0,9.0,0.0,9.0,6.0,0.0, negative
90,3.0,9.0,6.0,6.0,6.0,9.0,3.0,6.0,9.0,6.0, negative
91,6.0,0.0,0.0,5.0,6.0,5.0,3.0,5.0,3.0,0.0, negative
92,3.0,6.0,0.0,6.0,9.0,6.0,6.0,4.0,3.0,4.0, negative
93,0.0,3.0,9.0,7.0,6.0,3.0,9.0,3.0,6.0,7.0, negative
94,0.0,9.0,3.0,1.0,9.0,1.0,6.0,9.0,3.0,9.0, negative
