@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/ecoli-0-4-6_vs_5/KBN3ecoli-0-4-6_vs_5-5-5tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative',' positive'}
@data
0,1.0,3.0,1.0,4.0,4.0,5.0,' negativ
1,4.0,0.0,1.0,5.0,3.0,1.0,' negativ
2,3.0,3.0,1.0,3.0,3.0,5.0,' negativ
3,5.0,0.0,1.0,3.0,4.0,5.0,' negativ
4,0.0,1.0,1.0,5.0,2.0,3.0,' negativ
5,2.0,3.0,1.0,4.0,6.0,7.0,' negativ
6,0.0,2.0,1.0,3.0,5.0,6.0,' negativ
7,3.0,6.0,1.0,3.0,5.0,6.0,' negativ
8,4.0,3.0,1.0,5.0,7.0,8.0,' negativ
9,1.0,0.0,1.0,3.0,3.0,5.0,' negativ
10,3.0,5.0,1.0,5.0,1.0,6.0,' negativ
11,3.0,0.0,1.0,3.0,5.0,6.0,' negativ
12,3.0,6.0,1.0,3.0,6.0,7.0,' negativ
13,3.0,4.0,1.0,0.0,3.0,3.0,' negativ
14,0.0,4.0,1.0,2.0,3.0,4.0,' negativ
15,3.0,0.0,1.0,6.0,3.0,5.0,' negativ
16,2.0,5.0,1.0,4.0,3.0,4.0,' negativ
17,4.0,2.0,1.0,5.0,0.0,3.0,' negativ
18,2.0,3.0,1.0,1.0,1.0,1.0,' negativ
19,3.0,0.0,1.0,3.0,4.0,5.0,' negativ
20,1.0,2.0,1.0,2.0,4.0,6.0,' negativ
21,6.0,3.0,1.0,4.0,5.0,6.0,' negativ
22,2.0,3.0,1.0,3.0,3.0,4.0,' negativ
23,0.0,5.0,1.0,3.0,5.0,6.0,' negativ
24,3.0,4.0,1.0,3.0,5.0,6.0,' negativ
25,0.0,3.0,1.0,3.0,6.0,7.0,' negativ
26,2.0,0.0,1.0,7.0,4.0,5.0,' negativ
27,3.0,4.0,1.0,4.0,4.0,5.0,' negativ
28,0.0,3.0,1.0,3.0,3.0,1.0,' negativ
29,1.0,3.0,1.0,3.0,4.0,5.0,' negativ
30,7.0,4.0,1.0,6.0,9.0,9.0,' negativ
31,4.0,5.0,1.0,6.0,9.0,9.0,' negativ
32,8.0,4.0,1.0,0.0,8.0,8.0,' negativ
33,9.0,6.0,1.0,6.0,9.0,9.0,' negativ
34,8.0,6.0,0.0,2.0,7.0,0.0,' negativ
35,5.0,7.0,1.0,7.0,5.0,6.0,' positiv
36,6.0,6.0,1.0,7.0,5.0,3.0,' positiv
37,6.0,5.0,1.0,7.0,6.0,4.0,' positiv
38,6.0,7.0,1.0,7.0,1.0,1.0,' positiv
39,8.0,7.0,1.0,8.0,1.0,4.0,' positiv
40,6.0,7.0,1.0,6.0,5.0,4.0,' positiv
41,6.0,9.0,1.0,7.0,1.0,3.0,' positiv
42,6.0,8.0,1.0,4.0,4.0,4.0,' positiv
43,6.0,9.0,1.0,7.0,7.0,5.0,' positiv
44,7.0,0.0,1.0,5.0,7.0,4.0,' positiv
45,7.0,9.0,1.0,9.0,8.0,4.0,' positiv
46,7.0,8.0,1.0,8.0,8.0,1.0,' positiv
47,8.0,6.0,1.0,9.0,7.0,1.0,' positiv
48,7.0,8.0,1.0,7.0,7.0,2.0,' positiv
49,6.0,8.0,1.0,8.0,6.0,3.0,' positiv
50,6.0,5.0,1.0,6.0,7.0,4.0,' positiv
51,5.0,9.0,1.0,7.0,5.0,5.0,' positiv
52,6.0,6.0,1.0,1.0,4.0,3.0,' positiv
53,0.0,8.0,0.0,7.0,8.0,7.0,' positiv
54,7.0,7.0,1.0,6.0,6.0,5.0,' positiv
