@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/vehicle3/EWD3vehicle3-5-4tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute Class {' negative',' positive'}
@data
0,6.0,3.0,4.0,4.0,2.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,0.0,5.0,0.0,8.0,7.0,' negativ
1,4.0,3.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,' negativ
2,2.0,5.0,4.0,3.0,1.0,0.0,2.0,5.0,1.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,3.0,' negativ
3,5.0,3.0,3.0,4.0,2.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,0.0,7.0,8.0,' negativ
4,4.0,3.0,6.0,3.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,5.0,' negativ
5,3.0,3.0,5.0,3.0,1.0,0.0,1.0,6.0,0.0,3.0,2.0,1.0,3.0,0.0,4.0,2.0,7.0,8.0,' negativ
6,5.0,5.0,8.0,7.0,2.0,1.0,6.0,1.0,5.0,4.0,6.0,5.0,6.0,2.0,2.0,2.0,3.0,4.0,' positiv
7,3.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,4.0,1.0,0.0,' negativ
8,5.0,6.0,6.0,2.0,0.0,1.0,3.0,5.0,2.0,6.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,' negativ
9,4.0,1.0,4.0,4.0,2.0,0.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,4.0,4.0,' negativ
10,7.0,8.0,8.0,5.0,0.0,0.0,9.0,0.0,9.0,7.0,9.0,9.0,7.0,3.0,2.0,6.0,1.0,1.0,' negativ
11,5.0,4.0,6.0,6.0,2.0,0.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,0.0,1.0,6.0,5.0,' negativ
12,6.0,6.0,6.0,7.0,3.0,0.0,5.0,2.0,4.0,5.0,4.0,4.0,6.0,2.0,1.0,1.0,6.0,4.0,' negativ
13,4.0,2.0,7.0,5.0,1.0,0.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,6.0,' positiv
14,4.0,2.0,4.0,5.0,3.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,' negativ
15,4.0,3.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,6.0,' negativ
16,3.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,' negativ
17,7.0,8.0,9.0,7.0,2.0,1.0,7.0,1.0,6.0,7.0,6.0,6.0,7.0,1.0,1.0,2.0,4.0,6.0,' negativ
18,6.0,6.0,9.0,7.0,2.0,1.0,6.0,1.0,6.0,5.0,6.0,6.0,7.0,1.0,3.0,7.0,4.0,5.0,' positiv
19,5.0,5.0,9.0,7.0,2.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,6.0,1.0,2.0,9.0,5.0,7.0,' positiv
20,3.0,4.0,3.0,1.0,0.0,0.0,2.0,6.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,0.0,' negativ
21,2.0,4.0,3.0,9.0,9.0,9.0,2.0,5.0,1.0,3.0,6.0,1.0,5.0,9.0,0.0,0.0,1.0,1.0,' negativ
22,8.0,7.0,8.0,6.0,1.0,1.0,7.0,1.0,7.0,7.0,5.0,6.0,6.0,2.0,5.0,2.0,4.0,6.0,' negativ
23,3.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,1.0,2.0,2.0,' positiv
24,5.0,3.0,6.0,1.0,0.0,1.0,2.0,5.0,1.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,' negativ
25,3.0,3.0,3.0,1.0,0.0,0.0,2.0,6.0,1.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,' negativ
26,4.0,5.0,5.0,2.0,1.0,1.0,3.0,5.0,2.0,6.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,3.0,' negativ
27,4.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,5.0,4.0,4.0,' negativ
28,4.0,3.0,4.0,2.0,1.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,' negativ
29,6.0,2.0,3.0,1.0,0.0,0.0,1.0,7.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,' negativ
30,2.0,3.0,3.0,1.0,0.0,0.0,2.0,6.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0,' negativ
31,8.0,6.0,9.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,5.0,6.0,4.0,1.0,0.0,9.0,5.0,8.0,' positiv
32,1.0,3.0,3.0,1.0,0.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,' negativ
33,4.0,2.0,4.0,4.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,6.0,' negativ
34,9.0,8.0,8.0,8.0,1.0,0.0,9.0,0.0,9.0,7.0,9.0,9.0,8.0,4.0,1.0,1.0,2.0,0.0,' negativ
35,5.0,3.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,3.0,' negativ
36,2.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,' positiv
37,2.0,4.0,3.0,2.0,1.0,0.0,2.0,6.0,1.0,3.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,' negativ
38,6.0,5.0,7.0,6.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,0.0,9.0,2.0,7.0,7.0,' positiv
39,5.0,3.0,4.0,3.0,1.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,1.0,6.0,0.0,4.0,4.0,' negativ
40,4.0,1.0,4.0,4.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,7.0,7.0,' negativ
41,7.0,8.0,8.0,6.0,1.0,1.0,6.0,1.0,6.0,8.0,5.0,6.0,7.0,2.0,4.0,3.0,3.0,4.0,' positiv
42,4.0,2.0,2.0,2.0,1.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,8.0,' negativ
43,7.0,8.0,8.0,4.0,0.0,1.0,6.0,1.0,6.0,8.0,5.0,6.0,7.0,2.0,0.0,0.0,3.0,3.0,' positiv
44,3.0,1.0,3.0,3.0,1.0,0.0,1.0,6.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,' negativ
45,2.0,4.0,5.0,3.0,1.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,0.0,2.0,2.0,' negativ
46,3.0,4.0,6.0,2.0,0.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,' negativ
47,6.0,6.0,5.0,6.0,2.0,0.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,0.0,7.0,5.0,' negativ
48,2.0,4.0,4.0,2.0,1.0,0.0,2.0,5.0,1.0,4.0,3.0,1.0,4.0,3.0,0.0,3.0,2.0,1.0,' negativ
49,8.0,8.0,8.0,7.0,2.0,1.0,7.0,1.0,6.0,7.0,5.0,6.0,7.0,1.0,6.0,0.0,4.0,5.0,' negativ
50,4.0,5.0,5.0,2.0,0.0,1.0,3.0,5.0,2.0,7.0,2.0,2.0,5.0,2.0,0.0,3.0,2.0,3.0,' negativ
51,3.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,' negativ
52,5.0,3.0,3.0,4.0,2.0,0.0,1.0,6.0,0.0,3.0,2.0,1.0,4.0,0.0,4.0,2.0,7.0,7.0,' negativ
53,6.0,5.0,8.0,6.0,1.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,1.0,4.0,5.0,' negativ
54,5.0,4.0,5.0,3.0,1.0,1.0,2.0,6.0,1.0,4.0,1.0,1.0,3.0,0.0,2.0,2.0,7.0,8.0,' negativ
55,3.0,3.0,3.0,1.0,0.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,' positiv
56,9.0,8.0,8.0,4.0,0.0,0.0,8.0,0.0,8.0,6.0,8.0,8.0,9.0,3.0,4.0,2.0,2.0,0.0,' negativ
57,6.0,2.0,5.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,7.0,6.0,' negativ
58,9.0,5.0,9.0,7.0,1.0,1.0,6.0,1.0,5.0,5.0,5.0,5.0,3.0,0.0,4.0,8.0,6.0,8.0,' positiv
59,4.0,6.0,6.0,5.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,7.0,1.0,2.0,4.0,5.0,6.0,' negativ
60,5.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,1.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,' negativ
61,9.0,9.0,9.0,6.0,0.0,0.0,9.0,0.0,9.0,8.0,9.0,9.0,9.0,4.0,5.0,5.0,2.0,0.0,' negativ
62,3.0,3.0,3.0,1.0,0.0,0.0,2.0,6.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,' negativ
63,4.0,4.0,5.0,2.0,0.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,4.0,' positiv
64,5.0,3.0,6.0,4.0,2.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0,6.0,8.0,' negativ
65,6.0,4.0,5.0,3.0,1.0,0.0,1.0,6.0,0.0,4.0,1.0,1.0,4.0,0.0,8.0,0.0,8.0,8.0,' negativ
66,6.0,9.0,9.0,7.0,2.0,1.0,7.0,1.0,7.0,8.0,6.0,6.0,8.0,1.0,4.0,6.0,4.0,6.0,' positiv
67,8.0,9.0,8.0,5.0,0.0,0.0,8.0,0.0,8.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,3.0,2.0,' negativ
68,4.0,2.0,4.0,3.0,1.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,' negativ
69,4.0,2.0,3.0,2.0,1.0,0.0,1.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,7.0,1.0,9.0,9.0,' positiv
70,6.0,6.0,6.0,5.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,0.0,4.0,0.0,5.0,6.0,' negativ
71,4.0,4.0,4.0,4.0,2.0,0.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,1.0,5.0,0.0,6.0,6.0,' negativ
72,3.0,4.0,5.0,4.0,1.0,0.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,4.0,5.0,' positiv
73,6.0,6.0,7.0,6.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,7.0,8.0,' positiv
