,0,1,2,3,4,5,6,7,8,9,Class
0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,0.0,1.0, negative
1,3.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0, negative
2,3.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0, negative
3,4.0,4.0,1.0,4.0,4.0,2.0,3.0,2.0,0.0,4.0, negative
4,1.0,3.0,3.0,4.0,3.0,3.0,0.0,4.0,0.0,3.0, negative
5,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0, negative
6,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0, negative
7,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0, negative
8,3.0,3.0,4.0,3.0,1.0,3.0,0.0,4.0,3.0,4.0, negative
9,3.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,4.0, negative
10,1.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,4.0,0.0, negative
11,4.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0, negative
12,1.0,4.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,4.0, negative
13,0.0,4.0,0.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0, negative
14,4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,0.0,3.0, negative
15,3.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0, negative
16,0.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,0.0,3.0, negative
17,1.0,4.0,3.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0, negative
18,0.0,2.0,3.0,3.0,0.0,3.0,4.0,2.0,3.0,2.0, negative
19,4.0,4.0,3.0,4.0,3.0,4.0,0.0,4.0,4.0,4.0, negative
20,3.0,2.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0, negative
21,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0, negative
22,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,3.0, negative
23,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0, negative
24,4.0,2.0,4.0,4.0,1.0,2.0,0.0,2.0,3.0,4.0, negative
25,3.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0, negative
26,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0, negative
27,0.0,4.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0, negative
28,0.0,4.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0, negative
29,4.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0, negative
30,1.0,0.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0, negative
31,4.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0, negative
32,3.0,4.0,0.0,4.0,1.0,3.0,4.0,4.0,0.0,3.0, negative
33,0.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0, negative
34,3.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0, negative
35,3.0,4.0,0.0,4.0,3.0,3.0,1.0,4.0,1.0,3.0, negative
36,3.0,4.0,4.0,4.0,1.0,4.0,1.0,0.0,4.0,0.0, negative
37,3.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,4.0,0.0, negative
38,0.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,0.0,2.0, negative
39,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0, negative
40,4.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0, negative
41,3.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0, negative
42,3.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0, negative
43,1.0,4.0,4.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0, negative
44,3.0,3.0,1.0,3.0,4.0,4.0,0.0,3.0,3.0,4.0, negative
45,0.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,0.0,2.0, negative
46,0.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0, negative
47,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,3.0,1.0, negative
48,3.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0, negative
49,4.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0, negative
50,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0, negative
51,0.0,0.0,3.0,0.0,1.0,0.0,4.0,4.0,3.0,4.0, negative
52,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0, negative
53,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0, negative
54,4.0,4.0,4.0,1.0,1.0,4.0,0.0,4.0,1.0,1.0, negative
55,3.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0, negative
56,3.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,1.0, negative
57,3.0,4.0,1.0,4.0,0.0,4.0,1.0,3.0,3.0,3.0, negative
58,0.0,0.0,4.0,2.0,3.0,0.0,1.0,2.0,4.0,0.0, negative
59,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0, negative
60,3.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0, negative
61,3.0,3.0,0.0,4.0,4.0,4.0,1.0,3.0,0.0,3.0, negative
62,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0, negative
63,3.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0, negative
64,4.0,3.0,0.0,3.0,3.0,3.0,0.0,4.0,1.0,4.0, negative
65,0.0,4.0,1.0,4.0,0.0,1.0,4.0,1.0,3.0,1.0, negative
66,3.0,1.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0, negative
67,0.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0, negative
68,0.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0, negative
