@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ3_arff/glass-0-6_vs_5/EFQ1glass-0-6_vs_5-5-5tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute Class {' negative'}
@data
0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,' negativ
1,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
2,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,' negativ
3,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
4,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,' negativ
5,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
6,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,' negativ
7,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,' negativ
8,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,' negativ
9,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,' negativ
10,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,' negativ
11,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,' negativ
12,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
13,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,' negativ
14,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,' negativ
15,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,' negativ
16,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,' negativ
17,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,' negativ
18,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,' negativ
19,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
20,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,' negativ
21,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,' negativ
22,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,' negativ
23,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,' negativ
24,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,' negativ
25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
26,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,' negativ
27,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,' negativ
28,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,' negativ
29,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,' negativ
30,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
31,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
32,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,' negativ
33,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,' negativ
34,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
35,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
36,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,' negativ
37,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
38,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,' negativ
39,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,' negativ
40,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,' negativ
41,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,' negativ
42,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
43,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,' negativ
44,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,' negativ
45,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,' negativ
46,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,' negativ
47,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,' negativ
48,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,' negativ
49,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,' negativ
50,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,' negativ
51,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,' negativ
52,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,' negativ
53,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,' negativ
