,0,1,2,3,4,5,6,7,8,9,Class
0,1.0,6.0,3.0,4.0,2.0,6.0,3.0,6.0,0.0,6.0, negative
1,1.0,7.0,3.0,7.0,2.0,8.0,0.0,7.0,2.0,7.0, negative
2,0.0,9.0,3.0,9.0,2.0,9.0,1.0,4.0,1.0,9.0, negative
3,1.0,8.0,0.0,8.0,3.0,8.0,2.0,8.0,3.0,1.0, negative
4,2.0,9.0,0.0,9.0,3.0,9.0,1.0,9.0,1.0,9.0, negative
5,3.0,4.0,0.0,4.0,2.0,4.0,1.0,4.0,1.0,9.0, negative
6,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0, negative
7,1.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,4.0, negative
8,2.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0,4.0, negative
9,0.0,9.0,2.0,9.0,2.0,8.0,3.0,9.0,1.0,9.0, negative
10,0.0,2.0,1.0,2.0,2.0,2.0,0.0,8.0,3.0,2.0, negative
11,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,3.0, negative
12,0.0,9.0,2.0,9.0,3.0,9.0,1.0,9.0,0.0,1.0, negative
13,2.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0, negative
14,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0, negative
15,0.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0, negative
16,3.0,4.0,0.0,4.0,1.0,4.0,2.0,4.0,3.0,0.0, negative
17,1.0,0.0,2.0,6.0,3.0,6.0,1.0,6.0,0.0,6.0, negative
18,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0, negative
19,0.0,4.0,3.0,5.0,2.0,4.0,1.0,4.0,3.0,4.0, negative
20,0.0,4.0,1.0,4.0,3.0,4.0,1.0,9.0,2.0,4.0, negative
21,3.0,6.0,0.0,6.0,1.0,2.0,1.0,6.0,2.0,6.0, negative
22,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0, negative
23,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0, negative
24,3.0,1.0,0.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0, negative
25,2.0,3.0,3.0,5.0,0.0,3.0,1.0,3.0,3.0,3.0, negative
26,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0, negative
27,3.0,1.0,2.0,9.0,0.0,1.0,1.0,1.0,2.0,1.0, negative
28,1.0,9.0,0.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0, negative
29,2.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,3.0,1.0, negative
30,0.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0, negative
31,0.0,8.0,3.0,8.0,2.0,5.0,2.0,8.0,1.0,8.0, negative
32,1.0,2.0,1.0,6.0,0.0,2.0,3.0,2.0,2.0,2.0, negative
33,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0, negative
34,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0, negative
35,3.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0, negative
36,1.0,8.0,2.0,8.0,3.0,0.0,0.0,8.0,3.0,8.0, negative
37,2.0,4.0,0.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0, negative
38,1.0,6.0,3.0,6.0,1.0,0.0,2.0,6.0,0.0,6.0, negative
39,2.0,7.0,3.0,7.0,1.0,3.0,1.0,7.0,0.0,7.0, negative
40,2.0,9.0,1.0,9.0,0.0,7.0,3.0,9.0,0.0,9.0, negative
41,2.0,7.0,1.0,9.0,1.0,7.0,0.0,7.0,3.0,7.0, negative
42,3.0,5.0,2.0,5.0,1.0,5.0,2.0,0.0,0.0,5.0, negative
43,2.0,0.0,1.0,8.0,3.0,8.0,2.0,8.0,0.0,8.0, negative
44,0.0,6.0,1.0,6.0,2.0,6.0,3.0,6.0,3.0,5.0, negative
45,2.0,9.0,1.0,9.0,0.0,9.0,3.0,9.0,1.0,4.0, negative
