,0,1,2,3,4,5,6,7,8,9,Class
0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0, negative
1,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0, negative
2,1.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0, negative
3,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0, negative
4,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0, negative
5,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0, negative
6,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0, negative
7,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0, negative
8,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0, negative
9,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0, negative
10,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0, negative
11,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0, negative
12,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0, negative
13,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0, negative
14,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0, negative
15,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0, negative
16,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0, negative
17,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0, negative
18,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0, negative
19,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0, negative
20,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0, negative
21,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0, negative
22,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0, negative
23,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0, negative
24,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0, negative
25,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0, negative
26,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0, negative
27,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0, negative
28,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0, negative
29,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0, negative
30,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0, negative
31,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0, negative
32,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0, negative
33,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0, negative
34,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0, negative
35,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0, negative
36,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0, negative
37,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0, negative
38,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0, negative
39,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0, negative
40,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0, negative
41,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0, negative
42,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0, negative
43,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0, negative
44,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0, negative
