%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 86
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative',' positive'}

@data
0,2.0,4.0,1.0,3.0,1.0,2.0,' negative'
1,4.0,2.0,1.0,4.0,2.0,3.0,' negative'
2,5.0,1.0,1.0,4.0,3.0,3.0,' negative'
3,4.0,5.0,1.0,3.0,2.0,3.0,' negative'
4,4.0,3.0,1.0,4.0,3.0,4.0,' negative'
5,1.0,1.0,1.0,3.0,4.0,5.0,' negative'
6,5.0,4.0,1.0,1.0,1.0,2.0,' negative'
7,5.0,5.0,1.0,0.0,4.0,5.0,' negative'
8,2.0,3.0,1.0,3.0,3.0,4.0,' negative'
9,5.0,5.0,1.0,3.0,4.0,5.0,' negative'
10,5.0,4.0,1.0,4.0,2.0,3.0,' negative'
11,2.0,3.0,1.0,2.0,2.0,4.0,' negative'
12,3.0,4.0,1.0,3.0,2.0,3.0,' negative'
13,3.0,5.0,1.0,5.0,3.0,4.0,' negative'
14,1.0,4.0,1.0,4.0,4.0,5.0,' negative'
15,1.0,4.0,1.0,1.0,2.0,3.0,' negative'
16,7.0,7.0,1.0,3.0,3.0,4.0,' negative'
17,6.0,5.0,1.0,2.0,2.0,3.0,' negative'
18,2.0,1.0,1.0,3.0,3.0,4.0,' negative'
19,5.0,4.0,1.0,3.0,3.0,0.0,' negative'
20,3.0,2.0,1.0,4.0,0.0,2.0,' negative'
21,7.0,3.0,1.0,4.0,3.0,4.0,' negative'
22,3.0,4.0,1.0,3.0,3.0,4.0,' negative'
23,1.0,4.0,1.0,3.0,3.0,4.0,' negative'
24,4.0,3.0,1.0,3.0,4.0,5.0,' negative'
25,2.0,1.0,1.0,2.0,2.0,3.0,' negative'
26,7.0,4.0,1.0,4.0,8.0,8.0,' negative'
27,4.0,1.0,1.0,5.0,8.0,7.0,' negative'
28,5.0,5.0,1.0,4.0,9.0,8.0,' negative'
29,1.0,1.0,1.0,6.0,8.0,8.0,' negative'
30,5.0,3.0,1.0,4.0,0.0,8.0,' negative'
31,1.0,6.0,1.0,2.0,9.0,9.0,' negative'
32,6.0,5.0,1.0,5.0,8.0,7.0,' negative'
33,3.0,4.0,1.0,3.0,9.0,8.0,' negative'
34,1.0,3.0,1.0,6.0,7.0,6.0,' negative'
35,1.0,5.0,1.0,5.0,7.0,6.0,' negative'
36,1.0,1.0,0.0,5.0,8.0,0.0,' negative'
37,7.0,4.0,1.0,5.0,7.0,5.0,' negative'
38,6.0,5.0,1.0,5.0,0.0,7.0,' negative'
39,4.0,4.0,1.0,3.0,8.0,7.0,' negative'
40,3.0,3.0,1.0,0.0,8.0,7.0,' negative'
41,0.0,4.0,1.0,2.0,7.0,4.0,' negative'
42,7.0,7.0,1.0,6.0,8.0,6.0,' negative'
43,6.0,2.0,1.0,6.0,8.0,7.0,' negative'
44,7.0,3.0,1.0,5.0,8.0,7.0,' negative'
45,9.0,5.0,1.0,5.0,9.0,8.0,' negative'
46,9.0,4.0,1.0,6.0,8.0,7.0,' negative'
47,1.0,5.0,1.0,0.0,9.0,8.0,' negative'
48,7.0,4.0,1.0,6.0,6.0,6.0,' negative'
49,9.0,5.0,1.0,7.0,9.0,0.0,' negative'
50,9.0,5.0,1.0,0.0,7.0,6.0,' negative'
51,8.0,4.0,1.0,3.0,5.0,3.0,' negative'
52,7.0,1.0,1.0,4.0,4.0,3.0,' negative'
53,7.0,0.0,1.0,2.0,5.0,5.0,' negative'
54,7.0,6.0,1.0,3.0,4.0,3.0,' negative'
55,7.0,6.0,1.0,0.0,4.0,2.0,' negative'
56,7.0,7.0,1.0,0.0,3.0,4.0,' negative'
57,8.0,7.0,1.0,3.0,4.0,4.0,' negative'
58,7.0,8.0,1.0,4.0,3.0,0.0,' negative'
59,7.0,1.0,1.0,3.0,4.0,4.0,' negative'
60,6.0,5.0,1.0,3.0,4.0,3.0,' negative'
61,8.0,1.0,1.0,5.0,5.0,2.0,' positive'
62,8.0,7.0,1.0,8.0,6.0,0.0,' positive'
63,7.0,4.0,1.0,6.0,5.0,3.0,' positive'
64,8.0,7.0,1.0,6.0,4.0,3.0,' positive'
65,8.0,4.0,0.0,4.0,6.0,0.0,' positive'
66,8.0,6.0,1.0,8.0,0.0,2.0,' positive'
67,7.0,6.0,1.0,6.0,4.0,2.0,' positive'
68,7.0,9.0,1.0,7.0,0.0,2.0,' positive'
69,7.0,7.0,1.0,4.0,3.0,3.0,' positive'
70,7.0,8.0,1.0,7.0,5.0,3.0,' positive'
71,8.0,8.0,1.0,9.0,6.0,2.0,' positive'
72,8.0,5.0,1.0,9.0,5.0,0.0,' positive'
73,8.0,7.0,1.0,7.0,5.0,1.0,' positive'
74,7.0,7.0,1.0,8.0,4.0,2.0,' positive'
75,6.0,6.0,1.0,7.0,3.0,4.0,' positive'
76,5.0,8.0,1.0,7.0,3.0,4.0,' positive'
77,7.0,5.0,1.0,0.0,3.0,2.0,' positive'
78,1.0,7.0,0.0,7.0,6.0,5.0,' positive'
79,7.0,5.0,1.0,7.0,4.0,1.0,' positive'
80,7.0,4.0,1.0,7.0,4.0,2.0,' positive'
81,7.0,6.0,1.0,7.0,0.0,0.0,' positive'
82,8.0,5.0,0.0,2.0,5.0,0.0,' positive'
83,7.0,4.0,0.0,5.0,5.0,3.0,' positive'
84,7.0,5.0,0.0,6.0,6.0,1.0,' positive'
85,7.0,4.0,0.0,6.0,5.0,2.0,' positive'
