,0,1,2,3,4,5,6,7,8,Class
0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0, negative
1,2.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
2,2.0,2.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0, negative
3,2.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0, negative
4,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0, negative
5,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0, negative
6,1.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0, negative
7,1.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0, negative
8,1.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0, negative
9,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0, negative
10,4.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0, negative
11,3.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0, negative
12,1.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0, negative
13,2.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
14,1.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0, negative
15,1.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0, negative
16,4.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0, negative
17,2.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0, negative
18,1.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0, negative
19,1.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0, negative
20,1.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,2.0, negative
21,1.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0, negative
22,1.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0, negative
23,1.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0, negative
24,2.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0, negative
25,3.0,3.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0, negative
26,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0, negative
27,1.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0, negative
28,3.0,3.0,4.0,1.0,0.0,1.0,2.0,0.0,2.0, negative
29,2.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0, negative
30,1.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0, negative
31,1.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0, negative
32,3.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0, negative
33,3.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0, negative
34,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0, positive
35,2.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0, positive
36,1.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0, negative
37,3.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0, negative
38,1.0,3.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0, negative
39,1.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0, negative
40,1.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0, negative
41,1.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0, negative
42,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0, positive
43,2.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0, positive
44,2.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0, positive
45,2.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0, positive
46,0.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0, positive
47,2.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0, positive
48,2.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0, positive
