,0,1,2,3,4,5,6,Class
0,1.0,0.0,0.0,0.0,3.0,1.0,1.0, negative
1,2.0,0.0,0.0,0.0,3.0,2.0,2.0, negative
2,1.0,1.0,0.0,0.0,2.0,1.0,1.0, negative
3,2.0,2.0,0.0,0.0,2.0,0.0,1.0, negative
4,2.0,2.0,0.0,0.0,2.0,1.0,2.0, negative
5,2.0,0.0,0.0,0.0,3.0,0.0,1.0, negative
6,1.0,1.0,0.0,0.0,3.0,1.0,2.0, negative
7,2.0,2.0,0.0,0.0,2.0,1.0,2.0, negative
8,1.0,0.0,0.0,0.0,3.0,1.0,2.0, negative
9,3.0,1.0,0.0,0.0,3.0,1.0,2.0, negative
10,0.0,0.0,0.0,0.0,2.0,2.0,2.0, negative
11,2.0,1.0,0.0,0.0,2.0,1.0,1.0, negative
12,1.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
13,2.0,0.0,0.0,0.0,1.0,1.0,2.0, negative
14,2.0,2.0,0.0,0.0,3.0,2.0,2.0, negative
15,2.0,1.0,0.0,0.0,2.0,1.0,2.0, negative
16,2.0,0.0,0.0,0.0,3.0,1.0,1.0, negative
17,2.0,1.0,0.0,0.0,2.0,1.0,2.0, negative
18,2.0,1.0,0.0,0.0,3.0,1.0,2.0, negative
19,1.0,1.0,0.0,0.0,3.0,0.0,1.0, negative
20,1.0,1.0,0.0,0.0,2.0,1.0,2.0, negative
21,2.0,1.0,0.0,0.0,2.0,1.0,1.0, negative
22,2.0,1.0,0.0,0.0,3.0,0.0,1.0, negative
23,0.0,0.0,0.0,0.0,2.0,1.0,1.0, negative
24,2.0,1.0,0.0,0.0,2.0,1.0,2.0, negative
25,1.0,0.0,0.0,0.0,2.0,1.0,1.0, negative
26,2.0,1.0,0.0,0.0,2.0,1.0,2.0, negative
27,1.0,1.0,0.0,0.0,3.0,0.0,1.0, negative
28,1.0,0.0,0.0,0.0,4.0,1.0,1.0, negative
29,1.0,1.0,0.0,0.0,2.0,1.0,2.0, negative
30,2.0,1.0,0.0,0.0,2.0,2.0,2.0, positive
31,2.0,1.0,0.0,0.0,4.0,4.0,4.0, positive
32,2.0,2.0,0.0,0.0,3.0,3.0,3.0, positive
33,3.0,2.0,0.0,0.0,4.0,3.0,4.0, positive
34,3.0,1.0,0.0,0.0,3.0,4.0,4.0, positive
35,3.0,1.0,4.0,0.0,3.0,3.0,4.0, positive
36,0.0,1.0,0.0,0.0,2.0,1.0,2.0, positive
37,4.0,2.0,0.0,0.0,3.0,3.0,3.0, positive
38,2.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
39,2.0,2.0,0.0,0.0,4.0,2.0,3.0, positive
40,2.0,1.0,0.0,0.0,2.0,3.0,3.0, positive
41,3.0,2.0,0.0,0.0,3.0,3.0,3.0, positive
42,1.0,1.0,0.0,0.0,3.0,3.0,4.0, positive
43,3.0,3.0,0.0,0.0,2.0,4.0,4.0, positive
44,0.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
45,3.0,1.0,0.0,0.0,4.0,4.0,4.0, positive
46,4.0,2.0,0.0,0.0,3.0,2.0,1.0, negative
47,3.0,0.0,0.0,0.0,3.0,3.0,3.0, negative
48,2.0,1.0,0.0,0.0,4.0,3.0,3.0, negative
49,4.0,1.0,0.0,0.0,3.0,2.0,3.0, negative
50,3.0,2.0,0.0,0.0,4.0,4.0,4.0, negative
51,3.0,1.0,0.0,0.0,4.0,2.0,3.0, negative
52,4.0,2.0,0.0,0.0,4.0,4.0,3.0, negative
53,3.0,0.0,0.0,0.0,0.0,2.0,1.0, negative
54,4.0,4.0,0.0,0.0,3.0,2.0,1.0, negative
55,3.0,2.0,0.0,0.0,4.0,1.0,1.0, negative
56,3.0,2.0,0.0,0.0,4.0,1.0,1.0, negative
57,4.0,2.0,4.0,0.0,2.0,2.0,0.0, negative
58,3.0,1.0,4.0,0.0,3.0,2.0,1.0, negative
59,3.0,2.0,4.0,0.0,4.0,2.0,0.0, negative
60,3.0,2.0,0.0,0.0,3.0,2.0,2.0, negative
61,3.0,2.0,0.0,0.0,3.0,3.0,0.0, negative
62,3.0,3.0,0.0,0.0,2.0,2.0,1.0, negative
63,3.0,3.0,0.0,0.0,2.0,1.0,0.0, negative
64,3.0,2.0,0.0,0.0,2.0,2.0,2.0, negative
65,3.0,3.0,0.0,0.0,3.0,1.0,1.0, negative
66,3.0,4.0,0.0,0.0,2.0,1.0,2.0, negative
67,0.0,2.0,0.0,0.0,3.0,4.0,1.0, positive
68,3.0,1.0,0.0,0.0,3.0,4.0,4.0, positive
69,1.0,1.0,0.0,0.0,3.0,4.0,4.0, positive
70,1.0,1.0,0.0,0.0,3.0,4.0,4.0, positive
71,2.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
72,2.0,2.0,0.0,0.0,3.0,4.0,4.0, positive
73,1.0,0.0,0.0,0.0,3.0,3.0,3.0, positive
74,2.0,0.0,0.0,0.0,4.0,3.0,3.0, positive
75,1.0,1.0,0.0,0.0,4.0,3.0,3.0, positive
76,3.0,1.0,0.0,0.0,3.0,3.0,4.0, positive
77,0.0,3.0,0.0,0.0,4.0,2.0,3.0, positive
78,4.0,0.0,0.0,0.0,3.0,4.0,4.0, positive
79,4.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
80,2.0,1.0,0.0,0.0,3.0,3.0,4.0, positive
81,3.0,1.0,0.0,0.0,2.0,4.0,4.0, positive
82,2.0,1.0,0.0,0.0,3.0,4.0,4.0, positive
83,2.0,3.0,0.0,0.0,2.0,4.0,4.0, positive
84,4.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
85,1.0,2.0,0.0,0.0,2.0,3.0,4.0, positive
86,3.0,2.0,0.0,0.0,3.0,3.0,3.0, positive
87,3.0,2.0,0.0,0.0,3.0,4.0,4.0, positive
88,2.0,2.0,0.0,0.0,3.0,3.0,3.0, positive
89,3.0,1.0,0.0,0.0,3.0,4.0,4.0, positive
90,2.0,1.0,0.0,0.0,3.0,3.0,4.0, positive
91,1.0,1.0,0.0,0.0,3.0,4.0,4.0, positive
92,4.0,1.0,0.0,0.0,3.0,4.0,4.0, positive
93,1.0,1.0,0.0,0.0,2.0,4.0,4.0, positive
94,2.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
95,3.0,1.0,0.0,0.0,4.0,3.0,3.0, positive
96,2.0,0.0,0.0,0.0,4.0,3.0,3.0, positive
97,3.0,2.0,0.0,0.0,3.0,3.0,3.0, positive
98,3.0,2.0,0.0,0.0,3.0,3.0,3.0, positive
99,4.0,0.0,0.0,0.0,3.0,3.0,3.0, positive
100,1.0,1.0,0.0,0.0,4.0,4.0,4.0, positive
101,4.0,3.0,0.0,0.0,4.0,3.0,3.0, positive
102,1.0,1.0,0.0,0.0,3.0,3.0,4.0, positive
103,3.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
104,0.0,1.0,0.0,0.0,4.0,3.0,3.0, positive
105,3.0,1.0,0.0,0.0,3.0,3.0,2.0, positive
106,1.0,0.0,0.0,0.0,2.0,3.0,3.0, positive
107,3.0,3.0,0.0,0.0,4.0,3.0,3.0, positive
108,2.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
109,1.0,3.0,0.0,0.0,3.0,3.0,3.0, positive
110,3.0,0.0,0.0,0.0,3.0,4.0,4.0, positive
111,3.0,2.0,0.0,0.0,3.0,3.0,4.0, positive
112,3.0,1.0,0.0,0.0,2.0,4.0,4.0, positive
113,2.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
114,2.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
115,1.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
116,2.0,1.0,0.0,0.0,3.0,3.0,3.0, positive
117,1.0,0.0,0.0,0.0,3.0,4.0,4.0, positive
118,3.0,1.0,0.0,0.0,4.0,3.0,3.0, positive
119,3.0,0.0,0.0,0.0,3.0,3.0,3.0, positive
120,2.0,2.0,0.0,0.0,4.0,3.0,3.0, positive
121,2.0,2.0,0.0,0.0,2.0,3.0,1.0, positive
122,2.0,1.0,0.0,0.0,2.0,3.0,0.0, positive
123,0.0,1.0,0.0,0.0,2.0,3.0,2.0, positive
124,0.0,1.0,0.0,0.0,2.0,3.0,1.0, positive
125,1.0,1.0,0.0,0.0,2.0,2.0,1.0, positive
126,3.0,1.0,0.0,0.0,0.0,3.0,1.0, positive
127,3.0,3.0,0.0,0.0,4.0,3.0,3.0, positive
