@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/kr-vs-k-three_vs_eleven/EWD3kr-vs-k-three_vs_eleven-5-3tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative',' positive'}
@data
0,0.0,0.0,0.0,5.0,0.0,0.0,' negativ
1,0.0,0.0,0.0,7.0,1.0,0.0,' negativ
2,0.0,0.0,0.0,8.0,1.0,0.0,' negativ
3,0.0,0.0,1.0,4.0,2.0,0.0,' negativ
4,0.0,0.0,1.0,8.0,2.0,0.0,' negativ
5,0.0,0.0,1.0,8.0,1.0,0.0,' negativ
6,0.0,0.0,2.0,0.0,1.0,0.0,' negativ
7,0.0,0.0,2.0,7.0,1.0,0.0,' negativ
8,0.0,0.0,4.0,4.0,1.0,0.0,' negativ
9,0.0,0.0,4.0,4.0,0.0,2.0,' negativ
10,0.0,0.0,4.0,9.0,0.0,0.0,' negativ
11,0.0,0.0,5.0,2.0,4.0,1.0,' negativ
12,0.0,0.0,5.0,2.0,2.0,0.0,' negativ
13,0.0,0.0,5.0,2.0,1.0,0.0,' negativ
14,0.0,0.0,7.0,2.0,4.0,0.0,' negativ
15,0.0,0.0,8.0,0.0,4.0,0.0,' negativ
16,0.0,0.0,8.0,1.0,5.0,4.0,' negativ
17,0.0,0.0,8.0,2.0,2.0,0.0,' negativ
18,0.0,0.0,8.0,2.0,5.0,5.0,' negativ
19,0.0,0.0,8.0,4.0,5.0,9.0,' negativ
20,0.0,0.0,9.0,7.0,4.0,0.0,' negativ
21,0.0,0.0,9.0,7.0,7.0,0.0,' negativ
22,0.0,0.0,9.0,8.0,2.0,0.0,' negativ
23,0.0,0.0,9.0,9.0,2.0,0.0,' negativ
24,3.0,0.0,0.0,1.0,8.0,8.0,' negativ
25,3.0,0.0,0.0,2.0,8.0,7.0,' negativ
26,3.0,0.0,0.0,4.0,8.0,8.0,' negativ
27,3.0,0.0,0.0,4.0,2.0,1.0,' negativ
28,3.0,0.0,0.0,8.0,4.0,9.0,' negativ
29,3.0,0.0,0.0,8.0,0.0,1.0,' negativ
30,3.0,0.0,0.0,8.0,5.0,1.0,' negativ
