@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/ecoli-0-1-3-7_vs_2-6/EWD3ecoli-0-1-3-7_vs_2-6-5-2tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute Class {' negative',' positive'}
@data
0,6.0,5.0,9.0,9.0,7.0,4.0,3.0,' negativ
1,4.0,2.0,9.0,9.0,7.0,2.0,3.0,' negativ
2,5.0,2.0,9.0,9.0,7.0,5.0,5.0,' negativ
3,4.0,6.0,9.0,9.0,5.0,2.0,3.0,' negativ
4,3.0,2.0,9.0,9.0,9.0,0.0,1.0,' negativ
5,5.0,6.0,9.0,9.0,5.0,3.0,4.0,' negativ
6,0.0,1.0,9.0,9.0,7.0,1.0,2.0,' negativ
7,4.0,4.0,9.0,9.0,6.0,2.0,2.0,' negativ
8,6.0,4.0,9.0,9.0,5.0,2.0,3.0,' negativ
9,2.0,3.0,9.0,9.0,4.0,1.0,3.0,' negativ
10,2.0,3.0,9.0,9.0,5.0,3.0,4.0,' negativ
11,5.0,4.0,9.0,9.0,4.0,3.0,4.0,' negativ
12,5.0,3.0,9.0,9.0,0.0,3.0,4.0,' negativ
13,5.0,6.0,9.0,9.0,0.0,4.0,5.0,' negativ
14,6.0,4.0,9.0,9.0,5.0,2.0,3.0,' negativ
15,5.0,3.0,9.0,9.0,6.0,3.0,4.0,' negativ
16,2.0,4.0,9.0,9.0,5.0,3.0,4.0,' negativ
17,0.0,5.0,9.0,9.0,7.0,5.0,5.0,' negativ
18,0.0,5.0,9.0,9.0,4.0,2.0,3.0,' negativ
19,4.0,0.0,9.0,9.0,8.0,2.0,3.0,' negativ
20,2.0,0.0,9.0,9.0,5.0,3.0,4.0,' negativ
21,4.0,3.0,9.0,9.0,4.0,4.0,5.0,' negativ
22,3.0,3.0,9.0,9.0,0.0,0.0,0.0,' negativ
23,3.0,3.0,9.0,9.0,0.0,4.0,0.0,' negativ
24,1.0,4.0,9.0,9.0,7.0,0.0,3.0,' negativ
25,2.0,3.0,9.0,9.0,5.0,2.0,3.0,' negativ
26,4.0,3.0,9.0,9.0,5.0,3.0,4.0,' negativ
27,1.0,6.0,9.0,9.0,6.0,3.0,4.0,' negativ
28,5.0,6.0,9.0,9.0,5.0,4.0,5.0,' negativ
29,2.0,5.0,9.0,9.0,8.0,9.0,8.0,' negativ
30,3.0,5.0,9.0,9.0,9.0,0.0,0.0,' negativ
31,0.0,5.0,9.0,9.0,7.0,8.0,8.0,' negativ
32,3.0,4.0,9.0,9.0,6.0,6.0,6.0,' negativ
33,4.0,5.0,9.0,9.0,5.0,8.0,7.0,' negativ
34,4.0,4.0,9.0,9.0,7.0,7.0,7.0,' negativ
35,7.0,7.0,9.0,9.0,6.0,9.0,8.0,' negativ
36,5.0,5.0,9.0,9.0,7.0,8.0,7.0,' negativ
37,3.0,4.0,9.0,9.0,7.0,9.0,9.0,' negativ
38,8.0,6.0,9.0,9.0,8.0,0.0,9.0,' negativ
39,8.0,6.0,0.0,0.0,0.0,4.0,0.0,' negativ
40,8.0,5.0,9.0,9.0,5.0,5.0,3.0,' negativ
41,8.0,9.0,9.0,9.0,7.0,5.0,3.0,' negativ
42,8.0,8.0,9.0,9.0,0.0,5.0,3.0,' negativ
43,7.0,8.0,9.0,9.0,4.0,3.0,4.0,' negativ
44,7.0,9.0,9.0,9.0,5.0,6.0,5.0,' negativ
45,3.0,4.0,9.0,9.0,7.0,2.0,3.0,' negativ
46,7.0,9.0,9.0,9.0,5.0,4.0,4.0,' negativ
47,8.0,9.0,9.0,9.0,4.0,5.0,3.0,' negativ
48,8.0,0.0,9.0,9.0,6.0,6.0,2.0,' negativ
49,7.0,0.0,9.0,9.0,6.0,3.0,2.0,' negativ
50,7.0,9.0,9.0,9.0,6.0,5.0,5.0,' negativ
51,8.0,8.0,9.0,9.0,5.0,4.0,3.0,' negativ
52,3.0,4.0,9.0,9.0,7.0,0.0,4.0,' negativ
53,9.0,6.0,9.0,9.0,7.0,5.0,3.0,' positiv
54,7.0,5.0,0.0,9.0,8.0,5.0,2.0,' positiv
55,7.0,5.0,9.0,9.0,7.0,8.0,7.0,' positiv
56,9.0,6.0,0.0,9.0,4.0,5.0,0.0,' positiv
57,7.0,5.0,0.0,9.0,7.0,5.0,3.0,' positiv
58,8.0,5.0,0.0,9.0,7.0,6.0,0.0,' positiv
59,7.0,6.0,0.0,9.0,9.0,6.0,1.0,' positiv
