CART,KNN,NB,LDA,RSM,LR,RF
0.525764818314446,0.532527096902772,0.57483831388658,0.543177508551545,0.719010661019652,0.555489119495414,0.592027002731859
0.491122532451234,0.581143531405959,0.513603799324781,0.980920574336605,0.980920574336605,0.980920574336605,0.980920574336605
0.499957063963063,0.535629368010736,0.532491076176954,0.74421893280538,0.944191384950927,0.944191384950927,0.869328916966453
0.513731711839363,0.511371374542085,0.535276490039662,0.684711141180634,0.934651399491094,0.934651399491094,0.784743811798896
0.517006562654686,0.511593558570712,0.567425293966824,0.604871148957351,0.88408542348237,0.88408542348237,0.678036579909605
0.511290733029144,0.524609929682113,0.526418604324224,0.523849768918629,0.556024600537209,0.921005089058524,0.746110227256141
0.550014764871646,0.530181667496652,0.581244767300327,0.556592027017697,0.756965286393336,0.581821535593638,0.620248392098344
0.522497211503267,0.53167765167524,0.538431993435057,0.50498482176108,0.558633229524373,0.8867564521992,0.697792014884542
0.534247640979607,0.524638548535761,0.572545689128832,0.583996595701605,0.824364231188659,0.626304823758801,0.634233506736724
0.54291118944963,0.525867704617842,0.580141163204195,0.576307977588904,0.793549618320611,0.571486151381123,0.617377868550722
0.51400291323274,0.539357012009465,0.534126259450063,0.521036670815388,0.558469951490867,0.894102871683024,0.668888816331618
0.501585889726813,0.573416220988907,0.511340046673453,0.927385477417216,0.97739040348964,0.97739040348964,0.97739040348964
0.510885834298416,0.531678576464519,0.558566513180981,0.516372144801615,0.578459318490092,0.844970010905125,0.582847710199546
0.540927352554159,0.524583979994775,0.571213840906923,0.640769505141047,0.863192475463468,0.763344167317345,0.659199920631761
0.528828170400837,0.52410652894321,0.572811108353688,0.582310279847615,0.821215739731007,0.621986890453096,0.633963281043977
0.510411391413949,0.50997344791767,0.538262473924619,0.702448223043276,0.927400218102508,0.927400218102508,0.677620564986733
0.508554788052335,0.527991732679683,0.508187099293347,0.978151762995275,0.550845276229166,0.978151762995275,0.978151762995275
0.537543936595691,0.524678974567401,0.571239196062567,0.637831040130963,0.863001635768811,0.763153145175562,0.652644535171625
0.523278963452561,0.537498574371842,0.570685279622426,0.531599686892607,0.615487740002827,0.554241963060013,0.588535862821501
0.542599612635499,0.530560042218868,0.571879335305202,0.539168092443015,0.63011064009201,0.552724009102089,0.586399846236644
0.537393759300035,0.534608168504577,0.570643337861083,0.526579243151208,0.602598787271831,0.762110344665411,0.57938044100967
0.510453394171848,0.513643716558291,0.551677702374646,0.690769914884862,0.915569429298437,0.915569429298437,0.668466800669576
0.507203783101874,0.510301441225236,0.56825786918883,0.585742575808767,0.890286441294075,0.890286441294075,0.699481158615777
0.492992928262504,0.68851921856842,0.505852659091987,0.988550890585242,0.701398525393386,0.988550890585242,0.988550890585242
0.533217348624863,0.532243356130889,0.581345944351783,0.55232678985197,0.747423112263018,0.569946577798159,0.608947786691039
0.515799648573835,0.524765004362668,0.557657890803992,0.689387539421482,0.909749545619775,0.909749545619775,0.68116784542299
0.522745726637532,0.531077782680926,0.575051145071278,0.543309885002248,0.68635021946571,0.548510615716589,0.58901778124116
0.489252534625256,0.781344296138184,0.508404781858475,0.939409115614485,0.989411304980007,0.989411304980007,0.989411304980007
0.539272537998144,0.529726528756839,0.571163155244861,0.531894730737301,0.607412634550864,0.766699437993346,0.586571321986364
0.518844364649352,0.529624215339197,0.556244463997063,0.510027232672929,0.573083836864238,0.848404761904762,0.589702240693782
0.516267292007205,0.530416221947874,0.508168537536446,0.9805368956743,0.546537605749808,0.9805368956743,0.9805368956743
0.527166948718535,0.535513305557715,0.571136081305707,0.526894614650834,0.601727092256524,0.684881323107123,0.584422791278957
0.512961100790086,0.524507680193361,0.526421103195383,0.523753983478016,0.556742727596627,0.920909669211196,0.720883720853371
0.516607669869997,0.522019384296547,0.54667681059169,0.546798272049163,0.569600059948537,0.868916212286441,0.62258859563236
0.499328420017661,0.534729016091686,0.526330409965608,0.861347450223211,0.961363140676118,0.961363140676118,0.961363140676118
0.527509892125658,0.53030033820174,0.520522011766779,0.694331185322494,0.554497574445134,0.944379134860051,0.894368370479568
0.522750565568726,0.544060370404565,0.535963491330123,0.50728447976963,0.56019078837177,0.897250999636496,0.672151157563009
0.52148335938929,0.528444617402208,0.561027513217213,0.514180639168982,0.576378557035904,0.843539076699382,0.590841066622936
0.508242575343839,0.473164850921841,0.513335824958934,0.973381679389313,0.592771014894469,0.973381679389313,0.973381679389313
0.549962344138722,0.529703943091995,0.582093006600128,0.562514021817492,0.760876594153491,0.583089200466177,0.61311645685181
0.533638397774057,0.524698896643849,0.549908453384692,0.519989864781208,0.574252644751709,0.861093420574337,0.617950307099322
0.49564398352895,0.524230278725645,0.511551471374846,0.974430934205743,0.597978592519941,0.974430934205743,0.974430934205743
0.519794483506891,0.543283781168986,0.536080922558109,0.506514487944169,0.560413878467442,0.897060159941839,0.580006218088714
0.541416068534098,0.522782064425264,0.57271553447272,0.584306339691487,0.822932933478735,0.634401208761968,0.642303800754654
0.514604605702008,0.525117513295849,0.5275734184869,0.523205283533595,0.556172593098692,0.921482188295165,0.746628336133093
0.505090121744889,0.526342112248559,0.535103736926775,0.70751313892378,0.940756997455471,0.940756997455471,0.790879428984392
0.531343251732117,0.526689920146672,0.572752913692745,0.632150803540607,0.858422573609597,0.608957227518127,0.657250018316781
0.523989987877889,0.540032360474041,0.537071266126956,0.496331563882773,0.56084229165679,0.891049618320611,0.678335143370604
0.53505390685466,0.523591383158198,0.570787206641165,0.64863089591165,0.864814249363868,0.814858766462812,0.668151730703953
0.544028821234222,0.528896498919867,0.582287581217913,0.564610606122665,0.771417121046892,0.587473999691904,0.61355832374651
