CART,KNN,NB,LDA,RSM,ADA,RF
0.534285824509997,0.545768894210813,0.59596307118774,0.608178226478383,0.62704933063741,0.641205659849056,0.644484865740414
0.844453792706675,0.895757086168397,0.720012190342641,0.90984286694367,0.910740122186234,0.910148606966932,0.910741329183493
0.84011806486193,0.886277167238841,0.663760560262607,0.903113363218849,0.903265709953459,0.90282172230727,0.903565389177111
0.678214594612944,0.717929989414413,0.417107264972806,0.783071111601038,0.543935598022874,0.788344211039443,0.787867676537795
0.795963388614425,0.847684471424771,0.742570301727561,0.875506801513471,0.87657583248058,0.875512890976845,0.874908694511343
0.621923460061995,0.653955628464471,0.671761634973207,0.713131022970371,0.714472862733191,0.724577066347554,0.730195843185132
0.575827761630932,0.572531170950307,0.597474537552034,0.613439312425825,0.516648680779464,0.640957766849483,0.656789221506371
0.93698423908716,0.958832280022826,0.846275169201554,0.961164943654696,0.961748097531346,0.961456724472659,0.961748097531346
0.491313324649948,0.474641036008398,0.516046638461296,0.523363403349121,0.509795535453468,0.565737207374615,0.558037265905364
0.603789683448743,0.619501946757293,0.624250021162571,0.694757231347874,0.709156387191795,0.710501745050351,0.71910741107798
0.555701098200582,0.611724357428005,0.509398234471366,0.635269220411643,0.350702864185234,0.665966655863829,0.667135920338566
0.700883576699348,0.727451550895456,0.652771918927528,0.777807662363601,0.780068295660662,0.784703788718922,0.786630239743787
0.545003751305385,0.562834532498576,0.606266860593313,0.614389700114542,0.623533318465318,0.646909894402686,0.649323280640205
0.480948221702239,0.4799316985672,0.482128887344146,0.533679959725709,0.459310717786842,0.55292622174587,0.563525930206202
0.974375756858754,0.982616531584378,0.757154694513668,0.983337599452669,0.983337599452669,0.983193499088882,0.983337599452669
0.790594724630242,0.843526985005905,0.55472370276905,0.872011917087606,0.870646505778637,0.870953534608058,0.871869653053426
0.67279037854818,0.681084666382545,0.690347920887967,0.735702591583035,0.736048395682199,0.74684601560278,0.751073660131064
0.500105955480498,0.488911635456917,0.502423836352807,0.53342746818236,0.504307568396455,0.583601565089352,0.575548194182346
0.572336120741173,0.588871912608714,0.555222719999708,0.611786752918879,0.315480887990864,0.646183241474407,0.648079170785076
0.475684166471777,0.487128205284156,0.494001627406045,0.485217534205228,0.383496740899543,0.534610587043321,0.537016503089454
0.54226790102089,0.557009090712247,0.598442359826148,0.618759591501786,0.629851554571989,0.649515778407428,0.649149564910135
0.639959889845513,0.679914819480189,0.406551372436975,0.756217657589844,0.499911002860982,0.761570898044361,0.760602494958614
0.526566562431596,0.525810129072615,0.441513325496615,0.601477256458843,0.387205349853999,0.628252508906565,0.627030087663991
0.834239851689119,0.879446303668788,0.601374534183395,0.896500453183913,0.797849184479031,0.897847190690932,0.898602742120182
0.540905959565616,0.550721563493003,0.597006527631399,0.627251343814903,0.643421230203601,0.652073854764699,0.65396037605887
0.730927437559799,0.776241754989745,0.536396096010878,0.823329510222648,0.808142043240702,0.823797212063191,0.824274658917345
0.475318641225089,0.466644654915815,0.510725132533821,0.472006912554228,0.439868003311091,0.538503500392715,0.538124011376545
0.912226328110237,0.937861297504705,0.541874594574408,0.945659611913757,0.938892811525789,0.945219801052873,0.945806450183403
0.615954341169846,0.636649655678958,0.651042623698209,0.711963890562439,0.719609442718932,0.72720589679025,0.729511438247102
0.560735840499799,0.613276546372391,0.50612337897593,0.630993151742558,0.294153272969347,0.663401186463417,0.658216101255506
