,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Class
0,3.0,3.0,6.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0, negative
1,4.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,7.0,8.0, negative
2,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,5.0,6.0, negative
3,2.0,0.0,3.0,2.0,4.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0, negative
4,4.0,4.0,8.0,5.0,4.0,4.0,6.0,1.0,5.0,4.0,4.0,5.0,3.0,0.0,1.0,3.0,6.0,7.0, negative
5,2.0,1.0,4.0,2.0,4.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,6.0, negative
6,3.0,0.0,3.0,1.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,6.0, negative
7,3.0,3.0,6.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0, negative
8,4.0,8.0,8.0,5.0,5.0,3.0,7.0,0.0,6.0,7.0,7.0,7.0,9.0,3.0,2.0,0.0,3.0,4.0, negative
9,3.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0, negative
10,6.0,8.0,8.0,4.0,4.0,4.0,9.0,0.0,7.0,8.0,6.0,8.0,8.0,3.0,2.0,2.0,2.0,4.0, negative
11,6.0,8.0,8.0,6.0,6.0,4.0,8.0,0.0,7.0,7.0,7.0,7.0,8.0,3.0,2.0,1.0,3.0,3.0, negative
12,2.0,1.0,1.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0, negative
13,5.0,7.0,9.0,6.0,5.0,4.0,7.0,0.0,6.0,6.0,6.0,7.0,8.0,1.0,0.0,1.0,4.0,6.0, negative
14,2.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,5.0, negative
15,1.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0, negative
16,3.0,3.0,6.0,3.0,5.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0, negative
17,3.0,3.0,5.0,2.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,3.0,0.0,4.0,2.0,7.0,7.0, negative
18,4.0,0.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,6.0,6.0, negative
19,6.0,5.0,9.0,6.0,6.0,4.0,8.0,0.0,7.0,5.0,7.0,7.0,6.0,2.0,2.0,9.0,4.0,6.0, negative
20,2.0,1.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,0.0,0.0,6.0,7.0,7.0, negative
21,3.0,5.0,6.0,8.0,8.0,6.0,3.0,4.0,2.0,5.0,8.0,3.0,6.0,7.0,0.0,3.0,2.0,4.0, negative
22,7.0,7.0,8.0,4.0,0.0,4.0,9.0,0.0,7.0,7.0,7.0,8.0,7.0,3.0,0.0,2.0,3.0,5.0, negative
23,4.0,5.0,8.0,6.0,5.0,3.0,8.0,0.0,6.0,4.0,7.0,7.0,6.0,3.0,2.0,2.0,3.0,3.0, negative
24,3.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0, negative
25,4.0,6.0,6.0,1.0,0.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0, negative
26,4.0,1.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0, negative
27,9.0,8.0,9.0,6.0,5.0,4.0,8.0,0.0,7.0,7.0,6.0,8.0,8.0,1.0,9.0,0.0,5.0,6.0, negative
28,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,6.0,3.0,3.0,5.0,3.0,0.0,0.0,2.0,4.0, negative
29,3.0,3.0,4.0,1.0,1.0,3.0,1.0,6.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0,1.0,4.0,4.0, negative
30,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,7.0,8.0, negative
31,4.0,1.0,4.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,5.0,4.0,4.0, negative
32,5.0,8.0,8.0,6.0,6.0,3.0,8.0,0.0,7.0,7.0,7.0,8.0,9.0,2.0,0.0,1.0,3.0,5.0, negative
33,4.0,1.0,3.0,2.0,4.0,3.0,1.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,8.0,8.0, negative
34,5.0,4.0,7.0,5.0,4.0,3.0,6.0,1.0,5.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,5.0, negative
35,3.0,5.0,6.0,1.0,1.0,4.0,3.0,4.0,3.0,6.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0, negative
36,2.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0, negative
37,6.0,6.0,8.0,5.0,4.0,3.0,7.0,1.0,5.0,6.0,5.0,6.0,5.0,0.0,2.0,1.0,7.0,7.0, negative
38,0.0,1.0,3.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,0.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0, negative
39,4.0,2.0,4.0,0.0,0.0,3.0,2.0,6.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,0.0, negative
40,3.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,1.0,2.0,2.0, negative
41,5.0,8.0,8.0,6.0,6.0,4.0,9.0,0.0,8.0,8.0,7.0,9.0,7.0,3.0,2.0,3.0,3.0,4.0, negative
42,2.0,4.0,5.0,3.0,6.0,3.0,2.0,5.0,1.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,4.0,6.0, negative
43,4.0,8.0,8.0,3.0,0.0,4.0,8.0,0.0,7.0,8.0,6.0,8.0,8.0,3.0,1.0,1.0,2.0,3.0, negative
44,5.0,9.0,9.0,6.0,6.0,4.0,9.0,0.0,8.0,9.0,6.0,9.0,7.0,2.0,4.0,6.0,3.0,5.0, negative
45,4.0,2.0,7.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,5.0,6.0, negative
46,0.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0, negative
47,3.0,3.0,6.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,5.0, negative
48,6.0,7.0,8.0,5.0,4.0,3.0,7.0,1.0,5.0,6.0,5.0,6.0,7.0,1.0,2.0,1.0,4.0,5.0, negative
49,3.0,2.0,6.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,0.0,2.0,3.0,4.0, negative
50,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0, negative
51,1.0,2.0,5.0,1.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,7.0,1.0,3.0, negative
52,2.0,1.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0, negative
53,1.0,1.0,2.0,0.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0, negative
54,6.0,8.0,9.0,6.0,6.0,4.0,9.0,0.0,7.0,8.0,7.0,9.0,8.0,2.0,1.0,2.0,3.0,5.0, negative
55,4.0,1.0,6.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0, negative
56,6.0,7.0,8.0,4.0,3.0,3.0,7.0,0.0,6.0,5.0,6.0,6.0,9.0,2.0,4.0,2.0,4.0,5.0, negative
57,5.0,6.0,9.0,5.0,5.0,4.0,8.0,0.0,7.0,5.0,7.0,8.0,7.0,2.0,3.0,7.0,3.0,5.0, negative
58,3.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,4.0,3.0,7.0,3.0,2.0,2.0, negative
59,4.0,4.0,9.0,6.0,6.0,3.0,7.0,0.0,6.0,4.0,6.0,7.0,6.0,2.0,2.0,9.0,4.0,6.0, negative
