,0,1,2,3,4,5,Class
0,7.0,4.0,9.0,3.0,4.0,6.0, negative
1,2.0,2.0,9.0,4.0,2.0,4.0, negative
2,2.0,0.0,9.0,4.0,2.0,5.0, negative
3,4.0,3.0,9.0,5.0,3.0,5.0, negative
4,6.0,4.0,9.0,4.0,2.0,4.0, negative
5,3.0,4.0,9.0,3.0,2.0,5.0, negative
6,7.0,4.0,9.0,5.0,3.0,5.0, negative
7,4.0,0.0,9.0,4.0,2.0,5.0, negative
8,5.0,5.0,9.0,2.0,1.0,3.0, negative
9,6.0,5.0,9.0,2.0,3.0,5.0, negative
10,4.0,4.0,9.0,5.0,3.0,5.0, negative
11,5.0,3.0,9.0,4.0,2.0,5.0, negative
12,5.0,2.0,9.0,5.0,3.0,5.0, negative
13,2.0,3.0,9.0,4.0,3.0,5.0, negative
14,2.0,4.0,9.0,5.0,4.0,6.0, negative
15,5.0,4.0,9.0,3.0,3.0,5.0, negative
16,3.0,5.0,9.0,2.0,2.0,5.0, negative
17,5.0,5.0,9.0,6.0,3.0,5.0, negative
18,2.0,3.0,9.0,3.0,0.0,0.0, negative
19,2.0,0.0,9.0,4.0,3.0,5.0, negative
20,4.0,3.0,9.0,3.0,4.0,6.0, negative
21,3.0,3.0,9.0,5.0,5.0,7.0, negative
22,3.0,3.0,9.0,4.0,0.0,3.0, negative
23,4.0,4.0,9.0,4.0,0.0,4.0, negative
24,3.0,4.0,9.0,4.0,3.0,5.0, negative
25,5.0,5.0,9.0,5.0,1.0,3.0, negative
26,2.0,2.0,9.0,0.0,4.0,0.0, negative
27,2.0,4.0,9.0,3.0,4.0,5.0, negative
28,7.0,5.0,9.0,5.0,0.0,9.0, negative
29,9.0,5.0,9.0,6.0,8.0,9.0, negative
30,9.0,4.0,9.0,4.0,7.0,9.0, negative
31,9.0,5.0,9.0,6.0,8.0,0.0, negative
32,9.0,5.0,9.0,8.0,9.0,0.0, negative
33,9.0,4.0,9.0,4.0,7.0,9.0, negative
34,8.0,5.0,0.0,5.0,6.0,0.0, negative
35,7.0,5.0,0.0,6.0,5.0,3.0, negative
36,9.0,7.0,9.0,9.0,0.0,3.0, positive
37,7.0,8.0,9.0,5.0,3.0,4.0, positive
38,8.0,0.0,9.0,6.0,5.0,3.0, positive
39,0.0,8.0,0.0,8.0,6.0,6.0, positive
40,7.0,7.0,9.0,7.0,4.0,3.0, positive
41,7.0,9.0,9.0,8.0,0.0,3.0, positive
42,7.0,9.0,9.0,8.0,5.0,4.0, positive
43,8.0,9.0,9.0,9.0,6.0,3.0, positive
44,8.0,8.0,9.0,9.0,6.0,0.0, positive
45,9.0,6.0,9.0,9.0,5.0,0.0, positive
46,8.0,8.0,9.0,8.0,5.0,1.0, positive
47,7.0,8.0,9.0,9.0,4.0,3.0, positive
48,6.0,7.0,9.0,8.0,3.0,5.0, positive
49,7.0,5.0,9.0,7.0,5.0,4.0, positive
50,5.0,9.0,9.0,8.0,4.0,5.0, positive
51,7.0,6.0,9.0,0.0,3.0,3.0, positive
52,8.0,6.0,9.0,8.0,4.0,2.0, positive
53,7.0,5.0,9.0,8.0,4.0,3.0, positive
54,8.0,7.0,9.0,7.0,4.0,4.0, positive
55,7.0,7.0,9.0,8.0,0.0,0.0, positive
