%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 11     Instances: 160
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute 'y' {' negative'}

@data
0,2.0,3.0,7.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
1,4.0,5.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,' negative'
2,4.0,3.0,8.0,1.0,3.0,0.0,4.0,0.0,0.0,' negative'
3,4.0,4.0,8.0,3.0,3.0,0.0,3.0,0.0,0.0,' negative'
4,3.0,4.0,8.0,3.0,4.0,0.0,3.0,0.0,0.0,' negative'
5,2.0,3.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
6,3.0,4.0,7.0,3.0,4.0,2.0,3.0,0.0,0.0,' negative'
7,0.0,3.0,7.0,3.0,5.0,2.0,2.0,0.0,3.0,' negative'
8,3.0,4.0,7.0,3.0,3.0,0.0,3.0,2.0,0.0,' negative'
9,2.0,3.0,7.0,3.0,6.0,2.0,2.0,0.0,0.0,' negative'
10,4.0,4.0,8.0,1.0,3.0,0.0,4.0,0.0,0.0,' negative'
11,3.0,5.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,' negative'
12,2.0,2.0,7.0,3.0,5.0,2.0,3.0,0.0,0.0,' negative'
13,2.0,3.0,7.0,3.0,5.0,2.0,3.0,0.0,0.0,' negative'
14,3.0,3.0,6.0,3.0,5.0,2.0,3.0,0.0,0.0,' negative'
15,4.0,3.0,8.0,2.0,4.0,0.0,4.0,0.0,1.0,' negative'
16,2.0,3.0,8.0,5.0,5.0,2.0,2.0,0.0,2.0,' negative'
17,2.0,3.0,7.0,3.0,5.0,2.0,2.0,0.0,2.0,' negative'
18,2.0,3.0,7.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
19,2.0,4.0,8.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
20,4.0,3.0,8.0,2.0,4.0,0.0,4.0,0.0,1.0,' negative'
21,2.0,3.0,8.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
22,2.0,2.0,7.0,4.0,6.0,2.0,2.0,0.0,2.0,' negative'
23,2.0,3.0,7.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
24,3.0,4.0,7.0,3.0,3.0,1.0,3.0,0.0,0.0,' negative'
25,3.0,3.0,7.0,3.0,5.0,2.0,3.0,0.0,1.0,' negative'
26,2.0,3.0,8.0,4.0,5.0,2.0,2.0,0.0,1.0,' negative'
27,2.0,3.0,7.0,3.0,6.0,2.0,2.0,0.0,0.0,' negative'
28,2.0,4.0,7.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
29,2.0,2.0,7.0,4.0,6.0,2.0,2.0,0.0,0.0,' negative'
30,5.0,4.0,8.0,0.0,3.0,0.0,4.0,0.0,1.0,' negative'
31,5.0,3.0,7.0,1.0,3.0,0.0,4.0,0.0,0.0,' negative'
32,4.0,4.0,9.0,2.0,3.0,0.0,3.0,0.0,0.0,' negative'
33,2.0,3.0,7.0,4.0,5.0,2.0,2.0,0.0,1.0,' negative'
34,4.0,5.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,' negative'
35,3.0,3.0,7.0,3.0,4.0,2.0,3.0,0.0,1.0,' negative'
36,4.0,4.0,8.0,2.0,3.0,0.0,3.0,0.0,0.0,' negative'
37,2.0,4.0,7.0,4.0,5.0,1.0,2.0,0.0,0.0,' negative'
38,2.0,2.0,8.0,3.0,6.0,2.0,2.0,0.0,0.0,' negative'
39,2.0,2.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
40,2.0,3.0,7.0,3.0,5.0,2.0,3.0,0.0,0.0,' negative'
41,4.0,3.0,7.0,2.0,4.0,0.0,4.0,0.0,1.0,' negative'
42,2.0,3.0,8.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
43,2.0,3.0,7.0,3.0,6.0,2.0,2.0,0.0,1.0,' negative'
44,2.0,2.0,7.0,3.0,5.0,2.0,3.0,0.0,1.0,' negative'
45,2.0,2.0,7.0,3.0,6.0,2.0,2.0,0.0,0.0,' negative'
46,2.0,2.0,6.0,3.0,6.0,2.0,3.0,0.0,2.0,' negative'
47,3.0,4.0,8.0,3.0,5.0,0.0,3.0,0.0,0.0,' negative'
48,2.0,3.0,8.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
49,1.0,3.0,7.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
50,2.0,3.0,6.0,3.0,5.0,1.0,3.0,0.0,9.0,' negative'
51,4.0,5.0,8.0,2.0,2.0,0.0,3.0,0.0,0.0,' negative'
52,3.0,4.0,7.0,3.0,3.0,2.0,3.0,0.0,0.0,' negative'
53,3.0,4.0,8.0,3.0,3.0,2.0,2.0,0.0,3.0,' negative'
54,3.0,4.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,' negative'
55,2.0,3.0,7.0,5.0,5.0,2.0,2.0,0.0,0.0,' negative'
56,6.0,0.0,0.0,1.0,6.0,0.0,8.0,0.0,0.0,' negative'
57,3.0,3.0,8.0,2.0,5.0,2.0,2.0,0.0,1.0,' negative'
58,3.0,3.0,6.0,4.0,5.0,2.0,3.0,0.0,0.0,' negative'
59,2.0,4.0,7.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
60,2.0,2.0,7.0,4.0,6.0,2.0,2.0,0.0,0.0,' negative'
61,7.0,4.0,7.0,1.0,1.0,0.0,5.0,0.0,0.0,' negative'
62,3.0,4.0,8.0,3.0,4.0,2.0,2.0,0.0,1.0,' negative'
63,3.0,3.0,8.0,4.0,4.0,2.0,2.0,0.0,1.0,' negative'
64,4.0,4.0,2.0,4.0,4.0,1.0,5.0,0.0,0.0,' negative'
65,2.0,3.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
66,2.0,3.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
67,2.0,3.0,7.0,4.0,6.0,1.0,2.0,0.0,0.0,' negative'
68,2.0,4.0,8.0,5.0,4.0,2.0,2.0,0.0,0.0,' negative'
69,2.0,3.0,8.0,3.0,5.0,2.0,2.0,0.0,0.0,' negative'
70,2.0,3.0,7.0,4.0,4.0,2.0,2.0,0.0,0.0,' negative'
71,2.0,4.0,8.0,4.0,4.0,2.0,2.0,0.0,0.0,' negative'
72,2.0,3.0,7.0,4.0,6.0,2.0,2.0,0.0,0.0,' negative'
73,2.0,2.0,7.0,3.0,6.0,2.0,3.0,0.0,2.0,' negative'
74,5.0,1.0,0.0,6.0,4.0,2.0,7.0,0.0,3.0,' negative'
75,3.0,3.0,8.0,4.0,4.0,2.0,2.0,0.0,1.0,' negative'
76,2.0,3.0,8.0,3.0,4.0,2.0,2.0,0.0,2.0,' negative'
77,2.0,3.0,8.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
78,2.0,3.0,7.0,4.0,6.0,0.0,2.0,0.0,1.0,' negative'
79,3.0,2.0,6.0,1.0,7.0,1.0,3.0,0.0,2.0,' negative'
80,4.0,4.0,5.0,4.0,3.0,1.0,4.0,0.0,1.0,' negative'
81,2.0,3.0,8.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
82,2.0,4.0,7.0,3.0,5.0,1.0,2.0,0.0,1.0,' negative'
83,2.0,3.0,7.0,7.0,5.0,2.0,2.0,0.0,0.0,' negative'
84,3.0,3.0,8.0,2.0,4.0,2.0,3.0,0.0,1.0,' negative'
85,5.0,4.0,6.0,3.0,2.0,0.0,4.0,0.0,0.0,' negative'
86,3.0,3.0,8.0,3.0,4.0,2.0,2.0,0.0,0.0,' negative'
87,3.0,4.0,8.0,3.0,4.0,2.0,2.0,0.0,0.0,' negative'
88,2.0,3.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
89,2.0,4.0,7.0,4.0,5.0,2.0,2.0,0.0,1.0,' negative'
90,4.0,5.0,0.0,2.0,5.0,0.0,5.0,0.0,0.0,' negative'
91,7.0,0.0,0.0,1.0,5.0,0.0,8.0,0.0,0.0,' negative'
92,2.0,3.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
93,2.0,6.0,8.0,5.0,3.0,0.0,1.0,0.0,1.0,' negative'
94,2.0,3.0,7.0,4.0,5.0,1.0,2.0,0.0,0.0,' negative'
95,3.0,3.0,7.0,4.0,4.0,1.0,2.0,0.0,0.0,' negative'
96,2.0,2.0,6.0,5.0,5.0,2.0,3.0,0.0,0.0,' negative'
97,2.0,4.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,' negative'
98,3.0,3.0,8.0,2.0,5.0,2.0,2.0,0.0,1.0,' negative'
99,2.0,3.0,7.0,4.0,5.0,2.0,2.0,0.0,0.0,' negative'
100,1.0,3.0,7.0,4.0,6.0,1.0,2.0,0.0,0.0,' negative'
101,3.0,3.0,8.0,3.0,4.0,2.0,3.0,0.0,2.0,' negative'
