,0,1,2,3,4,5,6,7,8,Class
0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
1,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
2,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0, negative
3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
4,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
6,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0, negative
7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
8,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
9,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
10,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
11,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
12,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
13,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
14,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
15,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
16,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
17,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
18,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0, negative
19,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
20,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0, negative
21,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
22,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
23,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0, negative
24,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
25,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0, negative
26,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
27,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
28,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0, negative
29,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
30,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
31,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
32,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
33,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0, negative
34,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0, negative
35,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
36,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
37,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0, negative
38,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
39,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
40,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
41,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
42,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
43,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
44,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
45,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0, negative
46,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0, negative
47,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
48,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0, negative
49,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
50,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
51,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
52,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0, negative
53,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0, negative
54,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0, negative
55,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0, negative
56,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0, negative
57,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0, negative
58,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0, negative
59,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0, negative
60,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0, negative
61,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0, negative
62,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0, negative
63,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0, negative
64,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0, negative
65,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0, negative
66,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0, negative
67,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0, negative
68,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0, negative
69,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0, negative
70,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0, negative
71,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0, negative
72,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0, negative
73,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0, negative
74,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0, negative
75,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0, negative
76,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0, negative
77,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0, negative
78,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0, negative
