%
% Comments go after a '%' sign.
%
%
% Relation: KBN3ecoli-0_vs_1-5-2tst.dat.csv
%
%
% Attributes: 8     Instances: 157
%
%

@relation KBN3ecoli-0_vs_1-5-2tst.dat.csv

@attribute 'attr0' numeric
@attribute 'attr1' numeric
@attribute 'attr2' numeric
@attribute 'attr3' numeric
@attribute 'attr4' numeric
@attribute 'attr5' numeric
@attribute 'attr6' numeric
@attribute 'attrClass' {' positive',' negative'}

@data
2.0,1.0,0.0,0.0,3.0,0.0,1.0,' positive'
2.0,0.0,0.0,0.0,2.0,0.0,1.0,' positive'
1.0,1.0,0.0,0.0,1.0,1.0,2.0,' positive'
1.0,1.0,0.0,0.0,2.0,2.0,3.0,' positive'
1.0,3.0,0.0,0.0,2.0,1.0,2.0,' positive'
2.0,2.0,0.0,0.0,3.0,1.0,2.0,' positive'
1.0,1.0,0.0,0.0,2.0,2.0,3.0,' positive'
2.0,1.0,0.0,0.0,2.0,1.0,2.0,' positive'
3.0,0.0,0.0,0.0,3.0,1.0,2.0,' positive'
2.0,2.0,0.0,0.0,3.0,2.0,2.0,' positive'
1.0,0.0,0.0,0.0,1.0,1.0,1.0,' positive'
2.0,3.0,0.0,0.0,2.0,1.0,2.0,' positive'
2.0,0.0,0.0,0.0,2.0,1.0,1.0,' positive'
1.0,2.0,0.0,0.0,2.0,0.0,1.0,' positive'
2.0,2.0,0.0,0.0,3.0,2.0,3.0,' positive'
2.0,2.0,0.0,0.0,1.0,1.0,1.0,' positive'
4.0,3.0,0.0,0.0,1.0,1.0,1.0,' positive'
1.0,3.0,0.0,0.0,4.0,1.0,2.0,' positive'
1.0,3.0,0.0,0.0,2.0,1.0,2.0,' positive'
2.0,1.0,0.0,0.0,3.0,2.0,3.0,' positive'
2.0,0.0,0.0,0.0,2.0,1.0,2.0,' positive'
1.0,0.0,0.0,0.0,3.0,2.0,3.0,' positive'
1.0,2.0,0.0,0.0,2.0,0.0,1.0,' positive'
0.0,0.0,0.0,0.0,2.0,1.0,2.0,' positive'
2.0,3.0,0.0,0.0,2.0,1.0,2.0,' positive'
0.0,1.0,0.0,0.0,2.0,2.0,3.0,' positive'
1.0,1.0,0.0,0.0,1.0,1.0,1.0,' positive'
2.0,1.0,0.0,0.0,2.0,2.0,3.0,' positive'
3.0,4.0,0.0,0.0,2.0,4.0,4.0,' negative'
3.0,2.0,0.0,0.0,3.0,4.0,4.0,' negative'
3.0,4.0,0.0,0.0,0.0,4.0,4.0,' negative'
3.0,1.0,0.0,0.0,3.0,4.0,4.0,' negative'
3.0,1.0,0.0,0.0,4.0,3.0,4.0,' negative'
4.0,1.0,0.0,0.0,3.0,3.0,4.0,' negative'
0.0,3.0,0.0,0.0,1.0,2.0,2.0,' negative'
4.0,2.0,0.0,0.0,3.0,4.0,4.0,' negative'
4.0,4.0,0.0,0.0,4.0,3.0,4.0,' negative'
2.0,4.0,0.0,0.0,3.0,4.0,4.0,' negative'
3.0,3.0,0.0,0.0,4.0,3.0,3.0,' negative'
2.0,3.0,0.0,0.0,3.0,3.0,4.0,' negative'
4.0,3.0,0.0,0.0,4.0,4.0,4.0,' negative'
0.0,3.0,0.0,0.0,1.0,3.0,2.0,' negative'
1.0,3.0,0.0,0.0,2.0,3.0,1.0,' negative'
