%
% Comments go after a '%' sign.
%
%
% Relation: EFQ1yeast-1-2-8-9_vs_7-5-5tst.dat.csv
%
%
% Attributes: 9     Instances: 212
%
%

@relation EFQ1yeast-1-2-8-9_vs_7-5-5tst.dat.csv

@attribute 'attr0' numeric
@attribute 'attr1' numeric
@attribute 'attr2' numeric
@attribute 'attr3' numeric
@attribute 'attr4' numeric
@attribute 'attr5' numeric
@attribute 'attr6' numeric
@attribute 'attr7' numeric
@attribute 'attrClass' {' negative',' positive'}

@data
0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,' negative'
1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,' negative'
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,' negative'
1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,' negative'
2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,' negative'
2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,' negative'
2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,' negative'
2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,' negative'
0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,' negative'
2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,' negative'
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,' negative'
0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,' negative'
1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,' negative'
1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,' negative'
0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,' negative'
0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,' negative'
2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,' negative'
0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,' negative'
0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,' negative'
2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,' negative'
1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,' negative'
1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,' negative'
2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,' negative'
