@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/ecoli1/KBN3ecoli1-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute Class {' negative'}
@data
0,6.0,4.0,0.0,0.0,5.0,4.0,3.0,' negativ
1,2.0,2.0,0.0,0.0,6.0,2.0,3.0,' negativ
2,7.0,3.0,0.0,0.0,3.0,3.0,5.0,' negativ
3,3.0,1.0,0.0,0.0,4.0,2.0,3.0,' negativ
4,2.0,2.0,0.0,0.0,5.0,2.0,4.0,' negativ
5,1.0,3.0,0.0,0.0,4.0,5.0,6.0,' negativ
6,4.0,3.0,0.0,0.0,6.0,1.0,2.0,' negativ
7,4.0,1.0,0.0,0.0,6.0,2.0,3.0,' negativ
8,2.0,4.0,0.0,0.0,4.0,1.0,2.0,' negativ
9,4.0,2.0,0.0,0.0,4.0,2.0,3.0,' negativ
10,5.0,4.0,0.0,0.0,4.0,3.0,3.0,' negativ
11,4.0,1.0,0.0,0.0,6.0,5.0,6.0,' negativ
12,2.0,3.0,0.0,0.0,3.0,2.0,4.0,' negativ
13,4.0,5.0,0.0,0.0,3.0,1.0,3.0,' negativ
14,4.0,3.0,0.0,0.0,3.0,2.0,0.0,' negativ
15,3.0,0.0,0.0,0.0,8.0,0.0,1.0,' negativ
16,5.0,5.0,0.0,0.0,4.0,3.0,4.0,' negativ
17,3.0,0.0,0.0,0.0,6.0,0.0,2.0,' negativ
18,3.0,3.0,0.0,0.0,5.0,2.0,2.0,' negativ
19,3.0,2.0,0.0,0.0,5.0,4.0,5.0,' negativ
20,2.0,3.0,0.0,0.0,4.0,3.0,4.0,' negativ
21,2.0,4.0,0.0,0.0,5.0,3.0,4.0,' negativ
22,4.0,2.0,0.0,0.0,5.0,3.0,4.0,' negativ
23,4.0,3.0,0.0,0.0,4.0,3.0,4.0,' negativ
24,5.0,2.0,0.0,0.0,4.0,2.0,3.0,' negativ
25,6.0,4.0,0.0,0.0,3.0,3.0,5.0,' negativ
26,2.0,2.0,0.0,0.0,2.0,1.0,3.0,' negativ
27,3.0,5.0,0.0,0.0,4.0,3.0,5.0,' negativ
28,3.0,4.0,0.0,0.0,4.0,2.0,4.0,' negativ
29,7.0,4.0,0.0,0.0,6.0,3.0,4.0,' negativ
30,3.0,3.0,0.0,0.0,3.0,2.0,4.0,' negativ
31,4.0,4.0,0.0,0.0,5.0,2.0,2.0,' negativ
32,3.0,2.0,0.0,0.0,6.0,4.0,5.0,' negativ
33,4.0,4.0,0.0,0.0,4.0,4.0,5.0,' negativ
34,2.0,2.0,0.0,0.0,5.0,3.0,4.0,' negativ
35,6.0,3.0,0.0,0.0,5.0,3.0,4.0,' negativ
36,1.0,2.0,0.0,0.0,4.0,4.0,5.0,' negativ
37,4.0,2.0,0.0,0.0,6.0,5.0,6.0,' negativ
38,4.0,3.0,0.0,0.0,3.0,2.0,4.0,' negativ
39,4.0,2.0,0.0,0.0,6.0,1.0,2.0,' negativ
40,2.0,2.0,0.0,0.0,4.0,3.0,4.0,' negativ
41,4.0,4.0,0.0,0.0,4.0,4.0,3.0,' negativ
42,3.0,1.0,0.0,0.0,4.0,0.0,1.0,' negativ
43,2.0,2.0,0.0,0.0,3.0,4.0,5.0,' negativ
44,2.0,5.0,0.0,0.0,3.0,5.0,6.0,' negativ
45,5.0,4.0,0.0,0.0,1.0,1.0,2.0,' negativ
46,5.0,4.0,0.0,0.0,2.0,3.0,4.0,' negativ
47,5.0,2.0,0.0,0.0,3.0,3.0,5.0,' negativ
48,4.0,2.0,0.0,0.0,4.0,3.0,4.0,' negativ
49,4.0,2.0,0.0,0.0,2.0,3.0,4.0,' negativ
50,4.0,2.0,0.0,0.0,5.0,3.0,4.0,' negativ
51,4.0,5.0,0.0,0.0,5.0,4.0,6.0,' negativ
52,5.0,2.0,0.0,0.0,4.0,2.0,4.0,' negativ
53,3.0,3.0,0.0,0.0,5.0,4.0,6.0,' negativ
54,5.0,1.0,0.0,0.0,5.0,3.0,4.0,' negativ
55,2.0,3.0,0.0,0.0,5.0,5.0,6.0,' negativ
56,2.0,2.0,0.0,0.0,4.0,3.0,4.0,' negativ
57,2.0,1.0,0.0,0.0,3.0,2.0,3.0,' negativ
58,4.0,4.0,0.0,0.0,4.0,2.0,3.0,' negativ
59,4.0,4.0,0.0,0.0,4.0,3.0,5.0,' negativ
60,2.0,3.0,0.0,0.0,3.0,2.0,4.0,' negativ
61,4.0,1.0,0.0,0.0,5.0,2.0,3.0,' negativ
62,5.0,3.0,0.0,0.0,4.0,2.0,3.0,' negativ
63,4.0,4.0,0.0,0.0,5.0,4.0,5.0,' negativ
64,3.0,3.0,0.0,0.0,5.0,3.0,5.0,' negativ
65,3.0,1.0,0.0,0.0,4.0,3.0,4.0,' negativ
66,4.0,3.0,0.0,0.0,4.0,3.0,4.0,' negativ
67,3.0,4.0,0.0,0.0,4.0,2.0,3.0,' negativ
68,3.0,5.0,0.0,0.0,6.0,3.0,4.0,' negativ
69,3.0,5.0,0.0,0.0,4.0,4.0,5.0,' negativ
70,4.0,4.0,0.0,0.0,5.0,5.0,6.0,' negativ
71,5.0,4.0,0.0,0.0,5.0,4.0,5.0,' negativ
72,5.0,4.0,0.0,0.0,2.0,2.0,3.0,' negativ
73,3.0,4.0,0.0,0.0,5.0,3.0,4.0,' negativ
74,3.0,3.0,0.0,0.0,3.0,1.0,3.0,' negativ
75,3.0,4.0,0.0,0.0,2.0,2.0,4.0,' negativ
76,7.0,8.0,0.0,0.0,4.0,3.0,4.0,' negativ
77,3.0,2.0,0.0,0.0,2.0,3.0,4.0,' negativ
78,6.0,5.0,0.0,0.0,3.0,2.0,3.0,' negativ
79,7.0,5.0,0.0,0.0,3.0,3.0,2.0,' negativ
80,5.0,4.0,0.0,0.0,6.0,3.0,4.0,' negativ
81,4.0,3.0,0.0,0.0,7.0,2.0,3.0,' negativ
82,2.0,5.0,0.0,0.0,7.0,3.0,4.0,' negativ
83,4.0,1.0,0.0,0.0,5.0,1.0,2.0,' negativ
84,3.0,4.0,0.0,0.0,5.0,1.0,2.0,' negativ
85,2.0,4.0,0.0,0.0,4.0,3.0,4.0,' negativ
86,4.0,4.0,0.0,0.0,3.0,3.0,4.0,' negativ
87,5.0,3.0,0.0,0.0,5.0,3.0,4.0,' negativ
88,5.0,1.0,0.0,0.0,6.0,1.0,2.0,' negativ
89,3.0,2.0,0.0,0.0,6.0,0.0,1.0,' negativ
