%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 8     Instances: 245
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute 'y' {' negative'}

@data
0,0.0,0.0,1.0,3.0,1.0,2.0,' negative'
1,3.0,0.0,1.0,2.0,1.0,2.0,' negative'
2,3.0,1.0,1.0,1.0,1.0,2.0,' negative'
3,1.0,1.0,1.0,2.0,1.0,1.0,' negative'
4,1.0,1.0,1.0,3.0,1.0,1.0,' negative'
5,2.0,0.0,1.0,3.0,0.0,0.0,' negative'
6,2.0,1.0,1.0,3.0,1.0,1.0,' negative'
7,1.0,2.0,1.0,2.0,0.0,1.0,' negative'
8,2.0,1.0,1.0,2.0,1.0,1.0,' negative'
9,2.0,0.0,1.0,2.0,1.0,1.0,' negative'
10,1.0,2.0,1.0,2.0,0.0,1.0,' negative'
11,1.0,0.0,1.0,2.0,2.0,2.0,' negative'
12,1.0,2.0,1.0,1.0,1.0,1.0,' negative'
13,2.0,1.0,1.0,3.0,2.0,2.0,' negative'
14,1.0,0.0,1.0,1.0,1.0,1.0,' negative'
15,2.0,3.0,1.0,1.0,1.0,1.0,' negative'
16,0.0,2.0,1.0,1.0,1.0,0.0,' negative'
17,2.0,3.0,1.0,2.0,1.0,2.0,' negative'
18,1.0,1.0,1.0,2.0,1.0,1.0,' negative'
19,1.0,1.0,1.0,2.0,2.0,2.0,' negative'
20,1.0,0.0,1.0,2.0,1.0,2.0,' negative'
21,2.0,1.0,1.0,2.0,1.0,2.0,' negative'
22,2.0,1.0,1.0,2.0,1.0,1.0,' negative'
23,3.0,2.0,1.0,1.0,1.0,2.0,' negative'
24,0.0,1.0,1.0,2.0,1.0,2.0,' negative'
25,1.0,1.0,1.0,1.0,0.0,1.0,' negative'
26,1.0,3.0,1.0,2.0,1.0,2.0,' negative'
27,3.0,2.0,1.0,3.0,0.0,0.0,' negative'
28,2.0,2.0,1.0,2.0,1.0,1.0,' negative'
29,1.0,2.0,1.0,3.0,1.0,2.0,' negative'
30,0.0,1.0,1.0,3.0,2.0,2.0,' negative'
31,0.0,0.0,1.0,2.0,2.0,2.0,' negative'
32,1.0,1.0,1.0,0.0,1.0,2.0,' negative'
33,3.0,2.0,1.0,2.0,1.0,2.0,' negative'
34,0.0,1.0,1.0,2.0,2.0,0.0,' negative'
35,2.0,1.0,1.0,3.0,2.0,3.0,' negative'
