,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,y
0,4.0,3.0,8.0,6.0,3.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,6.0,7.0, negative
1,3.0,0.0,3.0,2.0,2.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,6.0,6.0, negative
2,3.0,0.0,1.0,0.0,1.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,1.0, negative
3,2.0,1.0,1.0,0.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0, negative
4,5.0,7.0,9.0,8.0,4.0,6.0,6.0,1.0,5.0,6.0,5.0,5.0,7.0,2.0,0.0,1.0,4.0,6.0, negative
5,7.0,7.0,8.0,7.0,4.0,6.0,7.0,1.0,7.0,6.0,6.0,6.0,7.0,3.0,0.0,6.0,3.0,5.0, negative
6,1.0,1.0,3.0,1.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,3.0,7.0,4.0,4.0,1.0,1.0, negative
7,5.0,4.0,7.0,4.0,5.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,7.0,1.0,5.0,6.0, negative
8,7.0,7.0,8.0,5.0,1.0,5.0,7.0,1.0,6.0,7.0,7.0,6.0,7.0,4.0,0.0,2.0,3.0,5.0, negative
9,9.0,7.0,9.0,8.0,4.0,7.0,6.0,1.0,6.0,6.0,5.0,6.0,8.0,1.0,9.0,0.0,5.0,6.0, negative
10,1.0,1.0,3.0,0.0,0.0,3.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0, negative
11,5.0,8.0,8.0,8.0,6.0,4.0,6.0,1.0,6.0,7.0,7.0,6.0,8.0,3.0,0.0,1.0,3.0,5.0, positive
12,2.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,5.0,1.0,0.0,1.0,2.0, negative
13,3.0,2.0,4.0,2.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,4.0,8.0,1.0,2.0,2.0, positive
14,4.0,8.0,8.0,3.0,1.0,5.0,6.0,1.0,6.0,8.0,6.0,6.0,7.0,4.0,1.0,1.0,2.0,3.0, positive
15,3.0,3.0,6.0,2.0,3.0,6.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0, negative
16,5.0,6.0,7.0,7.0,4.0,2.0,6.0,1.0,6.0,5.0,6.0,6.0,6.0,5.0,2.0,2.0,4.0,2.0, negative
