,0,1,2,3,4,5,6,7,8,9,10,y
0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0, negative
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
4,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0, negative
5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0, negative
7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
8,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0, negative
9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0, negative
11,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0, negative
12,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
13,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0, negative
14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0, negative
15,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0, negative
16,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0, negative
17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0, negative
18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
19,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0, negative
20,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0, negative
21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0, negative
22,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0, negative
23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0, negative
24,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0, negative
25,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0, negative
26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0, negative
27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, negative
28,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, negative
29,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0, negative
30,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0, negative
31,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0, negative
32,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0, negative
33,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0, negative
34,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0, negative
35,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0, negative
36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0, negative
37,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0, negative
38,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0, negative
39,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0, negative
40,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0, negative
41,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0, negative
42,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0, negative
43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0, negative
44,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0, negative
45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0, negative
46,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0, positive
47,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0, negative
48,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0, negative
49,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0, negative
50,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0, negative
51,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0, negative
52,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0, negative
53,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0, negative
54,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0, negative
55,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0, negative
