@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD2_arff/yeast-0-5-6-7-9_vs_4/EWD2yeast-0-5-6-7-9_vs_4-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute Class {' negative',' positive'}
@data
0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,' negativ
1,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,' negativ
2,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,' negativ
3,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,' negativ
4,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,' negativ
5,2.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,' negativ
6,2.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,' negativ
7,1.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,' negativ
8,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,' negativ
9,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,' negativ
10,3.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,' negativ
11,1.0,2.0,3.0,4.0,0.0,0.0,2.0,1.0,' negativ
12,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,' negativ
13,2.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,' negativ
14,3.0,2.0,3.0,4.0,0.0,0.0,2.0,2.0,' negativ
15,3.0,3.0,3.0,2.0,0.0,0.0,3.0,1.0,' negativ
16,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,' negativ
17,1.0,2.0,2.0,4.0,0.0,0.0,3.0,1.0,' negativ
18,1.0,2.0,4.0,4.0,0.0,0.0,2.0,1.0,' negativ
19,1.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,' negativ
20,1.0,3.0,2.0,4.0,0.0,0.0,3.0,3.0,' negativ
21,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,' negativ
22,1.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
23,1.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,' negativ
24,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,' negativ
25,1.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,' negativ
26,2.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,' negativ
27,2.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,' negativ
28,2.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,' negativ
29,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
30,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,' negativ
31,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,' negativ
32,1.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,' negativ
33,2.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,' negativ
34,1.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,' negativ
35,2.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,' negativ
36,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,' negativ
37,2.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,' negativ
38,1.0,2.0,2.0,2.0,0.0,4.0,2.0,1.0,' negativ
39,1.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,' negativ
40,2.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,' negativ
41,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,' negativ
42,2.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,' negativ
43,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,' negativ
44,1.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,' negativ
45,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,' negativ
46,2.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,' negativ
47,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,' negativ
48,2.0,3.0,3.0,4.0,0.0,0.0,2.0,1.0,' negativ
49,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,' negativ
50,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,' negativ
51,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
52,3.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,' negativ
53,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,' negativ
54,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,' negativ
55,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,' negativ
56,1.0,2.0,2.0,1.0,0.0,0.0,3.0,4.0,' negativ
57,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,' negativ
58,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,' negativ
59,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,' negativ
60,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,' negativ
