%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 11     Instances: 98
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute 'y' {' positive',' negative'}

@data
0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,' positive'
1,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,' positive'
2,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' positive'
3,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' positive'
4,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,' positive'
5,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' positive'
6,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' positive'
7,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,' positive'
8,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,' positive'
9,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,' positive'
10,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,' positive'
11,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,' positive'
12,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,' positive'
13,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' negative'
14,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' negative'
15,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,' negative'
16,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' negative'
17,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,' negative'
18,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,' negative'
19,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,' negative'
20,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' negative'
21,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,' negative'
22,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,' negative'
23,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,' negative'
24,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,' negative'
