,0,1,2,3,4,5,6,7,Class
0,5.0,3.0,6.0,5.0,0.0,0.0,7.0,2.0, negative
1,4.0,5.0,6.0,6.0,0.0,0.0,7.0,2.0, negative
2,5.0,5.0,4.0,5.0,0.0,0.0,6.0,2.0, negative
3,1.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0, negative
4,3.0,3.0,8.0,2.0,0.0,0.0,7.0,2.0, negative
5,6.0,6.0,6.0,5.0,0.0,0.0,7.0,2.0, negative
6,2.0,6.0,3.0,8.0,0.0,0.0,5.0,2.0, negative
7,4.0,4.0,4.0,6.0,0.0,0.0,6.0,2.0, negative
8,3.0,4.0,7.0,6.0,0.0,0.0,8.0,2.0, negative
9,4.0,5.0,7.0,0.0,0.0,0.0,6.0,2.0, negative
10,2.0,5.0,9.0,2.0,0.0,0.0,8.0,2.0, negative
11,2.0,7.0,4.0,6.0,0.0,0.0,7.0,5.0, negative
12,4.0,5.0,6.0,3.0,0.0,0.0,6.0,2.0, negative
13,1.0,4.0,6.0,9.0,0.0,0.0,6.0,2.0, negative
14,4.0,7.0,5.0,7.0,0.0,0.0,7.0,2.0, negative
15,3.0,5.0,6.0,8.0,0.0,0.0,7.0,2.0, negative
16,1.0,4.0,5.0,2.0,0.0,0.0,6.0,3.0, negative
17,5.0,5.0,6.0,2.0,0.0,0.0,5.0,2.0, negative
18,3.0,5.0,6.0,7.0,0.0,0.0,6.0,2.0, negative
19,7.0,4.0,6.0,8.0,0.0,0.0,5.0,3.0, negative
20,3.0,5.0,6.0,5.0,0.0,0.0,7.0,2.0, negative
21,7.0,6.0,4.0,2.0,0.0,0.0,6.0,2.0, negative
22,6.0,5.0,6.0,5.0,0.0,0.0,8.0,2.0, negative
23,5.0,5.0,7.0,3.0,0.0,0.0,3.0,0.0, negative
24,1.0,3.0,6.0,5.0,0.0,0.0,6.0,2.0, negative
25,6.0,6.0,6.0,5.0,0.0,0.0,5.0,2.0, negative
26,5.0,5.0,7.0,5.0,0.0,0.0,6.0,2.0, negative
27,6.0,5.0,6.0,6.0,0.0,0.0,5.0,2.0, negative
28,1.0,5.0,6.0,4.0,0.0,0.0,6.0,2.0, negative
29,5.0,5.0,5.0,6.0,0.0,0.0,5.0,3.0, negative
30,3.0,4.0,6.0,3.0,0.0,0.0,6.0,2.0, negative
31,2.0,1.0,6.0,0.0,0.0,0.0,9.0,2.0, negative
32,5.0,6.0,5.0,5.0,0.0,0.0,7.0,2.0, negative
33,3.0,6.0,6.0,3.0,0.0,0.0,8.0,2.0, negative
34,3.0,4.0,6.0,4.0,0.0,0.0,8.0,2.0, negative
35,7.0,5.0,4.0,3.0,0.0,0.0,6.0,2.0, negative
36,4.0,3.0,8.0,5.0,0.0,0.0,5.0,2.0, negative
37,4.0,5.0,6.0,7.0,0.0,0.0,5.0,2.0, negative
38,5.0,5.0,2.0,0.0,0.0,0.0,7.0,2.0, negative
39,4.0,3.0,9.0,7.0,0.0,0.0,6.0,0.0, negative
40,4.0,4.0,6.0,3.0,0.0,0.0,8.0,4.0, negative
41,4.0,5.0,6.0,6.0,0.0,0.0,5.0,2.0, negative
42,5.0,6.0,7.0,4.0,0.0,0.0,6.0,2.0, negative
43,8.0,7.0,8.0,4.0,0.0,0.0,5.0,3.0, negative
44,6.0,6.0,2.0,4.0,0.0,0.0,9.0,4.0, negative
45,9.0,9.0,4.0,6.0,0.0,0.0,0.0,2.0, negative
46,8.0,8.0,1.0,2.0,0.0,0.0,8.0,2.0, negative
47,8.0,7.0,4.0,3.0,0.0,0.0,8.0,2.0, negative
48,9.0,9.0,4.0,2.0,0.0,0.0,7.0,2.0, negative
49,7.0,8.0,3.0,4.0,0.0,0.0,7.0,2.0, negative
50,8.0,8.0,2.0,1.0,0.0,0.0,8.0,2.0, negative
51,9.0,8.0,5.0,1.0,0.0,0.0,6.0,2.0, negative
52,8.0,8.0,3.0,3.0,0.0,0.0,5.0,2.0, negative
53,2.0,5.0,4.0,0.0,0.0,0.0,7.0,9.0, negative
54,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0, negative
55,1.0,6.0,2.0,2.0,0.0,0.0,5.0,2.0, negative
56,1.0,3.0,3.0,0.0,0.0,0.0,6.0,2.0, negative
57,4.0,5.0,2.0,3.0,0.0,0.0,7.0,2.0, negative
58,2.0,6.0,5.0,2.0,0.0,0.0,7.0,8.0, negative
59,1.0,3.0,2.0,0.0,0.0,0.0,8.0,3.0, negative
60,1.0,4.0,4.0,1.0,0.0,0.0,6.0,2.0, negative
61,1.0,2.0,2.0,2.0,0.0,0.0,8.0,2.0, negative
62,1.0,5.0,2.0,3.0,0.0,0.0,7.0,2.0, negative
63,3.0,3.0,2.0,2.0,0.0,0.0,6.0,2.0, negative
64,2.0,4.0,4.0,1.0,0.0,0.0,7.0,2.0, negative
65,1.0,5.0,2.0,3.0,0.0,0.0,6.0,3.0, negative
66,6.0,6.0,3.0,3.0,0.0,0.0,8.0,3.0, negative
67,3.0,3.0,3.0,1.0,0.0,0.0,6.0,2.0, negative
68,3.0,0.0,2.0,1.0,0.0,0.0,6.0,2.0, negative
69,2.0,3.0,2.0,2.0,0.0,0.0,7.0,2.0, negative
70,3.0,4.0,4.0,2.0,0.0,0.0,6.0,2.0, negative
71,2.0,4.0,3.0,0.0,0.0,0.0,6.0,4.0, negative
72,3.0,6.0,5.0,2.0,0.0,0.0,6.0,2.0, negative
73,0.0,5.0,1.0,0.0,0.0,0.0,7.0,5.0, negative
74,2.0,3.0,2.0,1.0,0.0,0.0,8.0,5.0, negative
75,0.0,4.0,2.0,2.0,0.0,0.0,6.0,2.0, negative
76,6.0,5.0,2.0,1.0,0.0,0.0,9.0,2.0, negative
77,1.0,2.0,3.0,1.0,0.0,0.0,8.0,4.0, negative
78,5.0,5.0,2.0,2.0,0.0,0.0,6.0,2.0, negative
79,2.0,4.0,2.0,1.0,0.0,0.0,7.0,2.0, negative
80,0.0,3.0,0.0,1.0,0.0,0.0,6.0,2.0, negative
81,3.0,2.0,4.0,2.0,0.0,0.0,7.0,2.0, negative
82,0.0,5.0,3.0,1.0,0.0,0.0,5.0,3.0, negative
83,2.0,6.0,3.0,2.0,0.0,0.0,6.0,2.0, negative
84,3.0,4.0,3.0,1.0,0.0,0.0,6.0,2.0, negative
85,2.0,3.0,3.0,1.0,0.0,0.0,7.0,3.0, negative
86,2.0,6.0,3.0,0.0,0.0,0.0,6.0,3.0, negative
87,5.0,7.0,1.0,2.0,0.0,0.0,8.0,2.0, negative
88,8.0,8.0,7.0,2.0,9.0,0.0,7.0,2.0, negative
89,9.0,5.0,2.0,4.0,9.0,0.0,8.0,2.0, negative
90,2.0,2.0,5.0,1.0,0.0,0.0,8.0,2.0, positive
91,4.0,4.0,5.0,1.0,0.0,0.0,8.0,2.0, positive
92,1.0,5.0,5.0,1.0,0.0,0.0,7.0,2.0, positive
93,7.0,6.0,2.0,1.0,0.0,0.0,7.0,2.0, positive
94,5.0,3.0,6.0,1.0,0.0,0.0,8.0,2.0, positive
95,6.0,6.0,6.0,1.0,0.0,0.0,6.0,2.0, positive
96,3.0,4.0,5.0,2.0,0.0,0.0,3.0,2.0, positive
97,0.0,4.0,0.0,1.0,0.0,0.0,3.0,2.0, positive
98,5.0,5.0,4.0,1.0,0.0,9.0,7.0,5.0, positive
99,8.0,8.0,4.0,5.0,0.0,0.0,7.0,2.0, positive
100,1.0,3.0,6.0,1.0,0.0,0.0,6.0,2.0, positive
101,8.0,5.0,5.0,2.0,0.0,0.0,8.0,2.0, positive
102,7.0,6.0,6.0,2.0,0.0,0.0,9.0,5.0, positive
103,1.0,7.0,3.0,0.0,0.0,0.0,7.0,2.0, positive
104,9.0,9.0,7.0,2.0,0.0,0.0,8.0,2.0, positive
105,3.0,4.0,4.0,2.0,0.0,0.0,8.0,2.0, positive
106,2.0,3.0,6.0,1.0,0.0,0.0,7.0,2.0, positive
107,2.0,3.0,2.0,1.0,0.0,0.0,6.0,3.0, positive
108,8.0,7.0,5.0,0.0,0.0,0.0,8.0,5.0, positive
109,6.0,5.0,6.0,6.0,0.0,0.0,8.0,2.0, positive
110,7.0,8.0,6.0,2.0,0.0,0.0,6.0,2.0, positive
111,5.0,3.0,2.0,0.0,0.0,0.0,6.0,2.0, positive
112,3.0,4.0,4.0,5.0,0.0,0.0,6.0,4.0, positive
113,4.0,4.0,5.0,0.0,0.0,0.0,8.0,2.0, positive
114,7.0,7.0,2.0,1.0,0.0,0.0,9.0,2.0, positive
115,2.0,2.0,6.0,0.0,0.0,0.0,7.0,2.0, positive
116,6.0,6.0,6.0,1.0,0.0,0.0,7.0,2.0, positive
117,3.0,6.0,7.0,0.0,0.0,0.0,6.0,2.0, positive
118,5.0,5.0,2.0,1.0,0.0,0.0,7.0,2.0, positive
119,5.0,4.0,5.0,1.0,0.0,0.0,7.0,2.0, positive
120,7.0,7.0,5.0,3.0,0.0,0.0,7.0,2.0, positive
121,2.0,3.0,2.0,1.0,0.0,0.0,6.0,2.0, positive
122,3.0,3.0,5.0,5.0,0.0,6.0,6.0,2.0, positive
123,2.0,3.0,5.0,3.0,0.0,9.0,7.0,2.0, positive
124,1.0,5.0,7.0,1.0,0.0,6.0,4.0,2.0, positive
125,2.0,5.0,6.0,2.0,0.0,9.0,6.0,2.0, positive
126,3.0,4.0,4.0,1.0,0.0,0.0,8.0,2.0, positive
127,4.0,4.0,6.0,0.0,0.0,0.0,6.0,2.0, positive
128,7.0,6.0,5.0,1.0,0.0,9.0,7.0,2.0, positive
129,2.0,4.0,6.0,2.0,0.0,9.0,6.0,2.0, positive
130,3.0,1.0,7.0,1.0,0.0,9.0,7.0,2.0, positive
131,3.0,4.0,6.0,1.0,0.0,0.0,6.0,2.0, positive
132,3.0,3.0,7.0,2.0,0.0,0.0,8.0,2.0, positive
133,7.0,6.0,4.0,6.0,0.0,0.0,3.0,2.0, positive
134,3.0,5.0,7.0,2.0,0.0,0.0,6.0,2.0, positive
135,3.0,3.0,5.0,4.0,0.0,0.0,6.0,2.0, positive
136,0.0,7.0,5.0,1.0,0.0,9.0,8.0,2.0, positive
137,2.0,3.0,4.0,1.0,0.0,9.0,6.0,2.0, positive
138,7.0,6.0,5.0,0.0,0.0,9.0,7.0,2.0, positive
139,9.0,6.0,5.0,1.0,0.0,0.0,6.0,2.0, positive
