@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/poker-8-9_vs_5/EWD3poker-8-9_vs_5-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute Class {' negative',' positive'}
@data
0,9.0,0.0,9.0,4.0,9.0,5.0,9.0,8.0,9.0,7.0,' negativ
1,6.0,5.0,6.0,3.0,6.0,2.0,6.0,1.0,6.0,8.0,' negativ
2,6.0,5.0,6.0,8.0,6.0,4.0,6.0,2.0,6.0,6.0,' negativ
3,6.0,7.0,6.0,0.0,6.0,3.0,6.0,8.0,6.0,1.0,' negativ
4,9.0,1.0,9.0,6.0,9.0,7.0,9.0,0.0,9.0,5.0,' negativ
5,6.0,6.0,6.0,3.0,6.0,5.0,6.0,5.0,6.0,9.0,' negativ
6,3.0,9.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,' negativ
7,0.0,3.0,0.0,5.0,0.0,9.0,0.0,9.0,0.0,0.0,' negativ
8,6.0,9.0,6.0,3.0,6.0,9.0,6.0,0.0,6.0,0.0,' negativ
9,3.0,7.0,3.0,9.0,3.0,8.0,3.0,2.0,3.0,9.0,' negativ
10,0.0,6.0,0.0,9.0,0.0,7.0,0.0,2.0,0.0,5.0,' negativ
11,9.0,3.0,9.0,6.0,9.0,0.0,9.0,8.0,9.0,7.0,' negativ
12,6.0,2.0,6.0,0.0,6.0,9.0,6.0,8.0,6.0,9.0,' negativ
13,6.0,9.0,6.0,8.0,6.0,6.0,6.0,1.0,6.0,4.0,' negativ
14,9.0,5.0,9.0,2.0,9.0,6.0,9.0,0.0,9.0,5.0,' negativ
15,9.0,3.0,9.0,0.0,9.0,1.0,9.0,0.0,9.0,9.0,' negativ
16,3.0,4.0,3.0,9.0,3.0,0.0,3.0,6.0,3.0,9.0,' negativ
17,0.0,5.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,8.0,' negativ
18,6.0,3.0,6.0,5.0,6.0,1.0,6.0,6.0,6.0,9.0,' negativ
19,6.0,2.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,5.0,' negativ
20,3.0,0.0,3.0,5.0,3.0,0.0,3.0,2.0,3.0,1.0,' negativ
21,3.0,4.0,3.0,9.0,3.0,2.0,3.0,9.0,3.0,0.0,' negativ
22,6.0,8.0,6.0,7.0,6.0,1.0,6.0,9.0,6.0,9.0,' negativ
23,0.0,5.0,0.0,6.0,0.0,9.0,0.0,9.0,0.0,0.0,' negativ
24,6.0,6.0,6.0,8.0,6.0,9.0,6.0,1.0,6.0,7.0,' negativ
25,9.0,9.0,9.0,5.0,9.0,8.0,9.0,1.0,9.0,7.0,' negativ
26,9.0,6.0,9.0,4.0,9.0,9.0,9.0,2.0,9.0,5.0,' negativ
27,6.0,0.0,6.0,9.0,6.0,3.0,6.0,9.0,6.0,8.0,' negativ
28,6.0,7.0,6.0,0.0,6.0,0.0,6.0,3.0,6.0,5.0,' negativ
29,9.0,9.0,9.0,9.0,9.0,2.0,9.0,6.0,9.0,8.0,' negativ
30,9.0,9.0,9.0,6.0,9.0,0.0,9.0,9.0,9.0,5.0,' negativ
31,9.0,5.0,9.0,6.0,9.0,8.0,9.0,9.0,9.0,5.0,' negativ
