,0,1,2,3,4,5,Class
0,1.0,1.0,4.0,3.0,1.0,1.0, negative
1,0.0,2.0,4.0,2.0,2.0,3.0, negative
2,1.0,1.0,4.0,4.0,0.0,0.0, negative
3,0.0,0.0,4.0,3.0,0.0,1.0, negative
4,1.0,2.0,4.0,0.0,1.0,2.0, negative
5,2.0,2.0,4.0,2.0,1.0,2.0, negative
6,1.0,1.0,4.0,2.0,1.0,2.0, negative
7,1.0,2.0,4.0,2.0,1.0,2.0, negative
8,1.0,2.0,4.0,1.0,1.0,2.0, negative
9,2.0,1.0,4.0,3.0,0.0,1.0, negative
10,1.0,0.0,4.0,2.0,0.0,0.0, negative
11,0.0,1.0,4.0,2.0,1.0,2.0, negative
12,2.0,2.0,4.0,2.0,2.0,3.0, negative
13,1.0,2.0,4.0,2.0,1.0,1.0, negative
14,2.0,2.0,4.0,2.0,2.0,2.0, negative
15,2.0,2.0,4.0,0.0,1.0,2.0, negative
16,1.0,3.0,4.0,3.0,1.0,2.0, negative
17,1.0,2.0,4.0,2.0,0.0,1.0, negative
18,2.0,1.0,4.0,1.0,2.0,2.0, negative
19,2.0,1.0,4.0,3.0,0.0,1.0, negative
20,1.0,1.0,4.0,2.0,2.0,3.0, negative
21,2.0,2.0,4.0,2.0,0.0,1.0, negative
22,1.0,1.0,4.0,0.0,2.0,0.0, negative
23,0.0,2.0,4.0,2.0,2.0,3.0, negative
24,1.0,1.0,4.0,2.0,1.0,2.0, negative
25,1.0,2.0,4.0,2.0,2.0,2.0, negative
26,0.0,2.0,4.0,3.0,1.0,2.0, negative
27,0.0,3.0,4.0,2.0,4.0,2.0, negative
28,1.0,2.0,4.0,3.0,4.0,4.0, negative
29,0.0,3.0,4.0,4.0,3.0,3.0, negative
30,3.0,2.0,4.0,0.0,4.0,4.0, negative
31,1.0,0.0,4.0,3.0,4.0,4.0, negative
32,3.0,2.0,4.0,3.0,3.0,3.0, negative
33,1.0,2.0,4.0,3.0,0.0,0.0, negative
34,3.0,3.0,4.0,3.0,4.0,4.0, negative
35,0.0,2.0,4.0,3.0,0.0,4.0, negative
36,1.0,3.0,4.0,2.0,4.0,4.0, negative
37,2.0,0.0,4.0,3.0,3.0,3.0, negative
38,3.0,3.0,4.0,3.0,0.0,4.0, negative
39,2.0,2.0,4.0,2.0,3.0,4.0, negative
40,2.0,2.0,4.0,3.0,3.0,4.0, negative
41,0.0,0.0,4.0,3.0,3.0,3.0, negative
42,2.0,3.0,4.0,1.0,4.0,1.0, negative
43,0.0,2.0,4.0,2.0,3.0,1.0, negative
44,4.0,2.0,4.0,3.0,4.0,4.0, negative
45,3.0,2.0,4.0,3.0,0.0,4.0, negative
46,4.0,4.0,4.0,0.0,3.0,4.0, negative
47,3.0,0.0,4.0,3.0,3.0,4.0, negative
48,4.0,3.0,4.0,3.0,4.0,4.0, negative
49,3.0,2.0,4.0,0.0,2.0,1.0, negative
50,4.0,2.0,4.0,2.0,3.0,3.0, negative
51,3.0,4.0,4.0,3.0,2.0,1.0, negative
52,3.0,3.0,4.0,2.0,1.0,2.0, negative
53,4.0,4.0,4.0,2.0,2.0,2.0, negative
54,3.0,4.0,4.0,0.0,0.0,2.0, negative
55,4.0,4.0,4.0,1.0,2.0,1.0, negative
56,0.0,4.0,4.0,2.0,4.0,4.0, negative
57,3.0,3.0,4.0,2.0,2.0,0.0, negative
58,4.0,3.0,4.0,2.0,0.0,1.0, negative
59,4.0,3.0,4.0,2.0,1.0,1.0, negative
60,0.0,4.0,0.0,4.0,3.0,2.0, positive
61,4.0,3.0,4.0,4.0,2.0,1.0, positive
62,4.0,3.0,0.0,2.0,2.0,0.0, positive
63,3.0,2.0,0.0,3.0,3.0,1.0, positive
64,3.0,3.0,0.0,3.0,3.0,0.0, positive
65,4.0,3.0,4.0,4.0,0.0,1.0, positive
66,3.0,3.0,4.0,3.0,2.0,1.0, positive
67,3.0,4.0,4.0,4.0,0.0,1.0, positive
68,3.0,4.0,4.0,2.0,1.0,1.0, positive
69,3.0,4.0,4.0,4.0,2.0,2.0, positive
70,4.0,0.0,4.0,3.0,2.0,1.0, positive
71,4.0,4.0,4.0,4.0,3.0,1.0, positive
72,4.0,4.0,4.0,4.0,3.0,0.0, positive
73,4.0,3.0,4.0,4.0,2.0,0.0, positive
74,4.0,4.0,4.0,4.0,2.0,0.0, positive
75,3.0,4.0,4.0,4.0,2.0,1.0, positive
76,3.0,3.0,4.0,4.0,1.0,2.0, positive
77,3.0,2.0,4.0,3.0,2.0,1.0, positive
78,3.0,4.0,4.0,4.0,2.0,2.0, positive
79,3.0,3.0,4.0,0.0,1.0,1.0, positive
80,3.0,2.0,4.0,4.0,2.0,1.0, positive
81,4.0,4.0,4.0,3.0,2.0,1.0, positive
82,3.0,3.0,4.0,4.0,0.0,0.0, positive
83,4.0,2.0,0.0,2.0,3.0,0.0, positive
84,3.0,2.0,0.0,3.0,2.0,1.0, positive
