@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/winequality-white-9_vs_4/KBN3winequality-white-9_vs_4-5-4tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute Class {' negative'}
@data
0,9.0,2.0,5.0,5.0,2.0,0.0,2.0,5.0,0.0,0.0,3.0,' negativ
1,1.0,3.0,0.0,0.0,5.0,1.0,3.0,4.0,8.0,2.0,2.0,' negativ
2,5.0,3.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,5.0,' negativ
3,4.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,8.0,' negativ
4,2.0,5.0,0.0,0.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,' negativ
5,3.0,1.0,3.0,4.0,3.0,5.0,7.0,6.0,2.0,4.0,0.0,' negativ
6,1.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,' negativ
7,9.0,3.0,9.0,3.0,3.0,3.0,4.0,7.0,1.0,4.0,2.0,' negativ
8,3.0,5.0,0.0,5.0,5.0,3.0,5.0,7.0,5.0,3.0,0.0,' negativ
9,1.0,0.0,3.0,2.0,4.0,4.0,7.0,6.0,9.0,7.0,3.0,' negativ
10,1.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,5.0,' negativ
11,3.0,2.0,4.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,' negativ
12,3.0,3.0,4.0,2.0,3.0,5.0,7.0,4.0,2.0,6.0,4.0,' negativ
13,4.0,4.0,1.0,0.0,7.0,2.0,5.0,4.0,2.0,5.0,1.0,' negativ
14,4.0,3.0,7.0,5.0,2.0,6.0,6.0,7.0,2.0,3.0,0.0,' negativ
15,4.0,3.0,7.0,5.0,2.0,6.0,6.0,7.0,2.0,3.0,0.0,' negativ
16,4.0,1.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,8.0,' negativ
17,3.0,1.0,3.0,5.0,2.0,1.0,6.0,5.0,6.0,4.0,5.0,' negativ
18,5.0,4.0,1.0,5.0,6.0,3.0,6.0,8.0,5.0,3.0,1.0,' negativ
19,2.0,1.0,2.0,7.0,4.0,4.0,6.0,8.0,4.0,2.0,1.0,' negativ
20,3.0,1.0,1.0,0.0,2.0,7.0,8.0,2.0,3.0,3.0,3.0,' negativ
21,3.0,5.0,3.0,7.0,9.0,3.0,7.0,8.0,2.0,6.0,1.0,' negativ
22,3.0,0.0,4.0,0.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,' negativ
23,3.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,' negativ
24,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,' negativ
25,6.0,0.0,4.0,0.0,3.0,1.0,3.0,4.0,2.0,6.0,5.0,' negativ
26,5.0,0.0,4.0,5.0,4.0,3.0,5.0,8.0,5.0,3.0,2.0,' negativ
27,3.0,6.0,2.0,1.0,3.0,1.0,1.0,6.0,5.0,4.0,2.0,' negativ
28,4.0,1.0,2.0,0.0,3.0,1.0,1.0,4.0,5.0,3.0,3.0,' negativ
29,5.0,4.0,1.0,4.0,2.0,2.0,1.0,5.0,2.0,0.0,2.0,' negativ
30,2.0,4.0,5.0,6.0,4.0,5.0,8.0,7.0,3.0,5.0,1.0,' negativ
31,6.0,5.0,3.0,0.0,3.0,2.0,4.0,5.0,4.0,7.0,4.0,' negativ
32,4.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,' negativ
33,8.0,1.0,6.0,1.0,4.0,2.0,4.0,6.0,2.0,7.0,3.0,' negativ
34,0.0,1.0,2.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,' negativ
35,8.0,0.0,4.0,1.0,4.0,2.0,5.0,5.0,1.0,3.0,1.0,' negativ
36,3.0,4.0,1.0,0.0,3.0,0.0,0.0,3.0,4.0,1.0,3.0,' negativ
37,2.0,4.0,0.0,0.0,3.0,3.0,2.0,4.0,5.0,2.0,1.0,' negativ
38,5.0,0.0,3.0,2.0,2.0,4.0,6.0,7.0,6.0,3.0,1.0,' negativ
39,5.0,2.0,4.0,0.0,1.0,3.0,6.0,4.0,6.0,3.0,4.0,' negativ
40,5.0,5.0,8.0,9.0,3.0,6.0,8.0,9.0,0.0,7.0,1.0,' negativ
41,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,9.0,6.0,' negativ
42,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,9.0,6.0,' negativ
43,8.0,2.0,4.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,4.0,' negativ
44,3.0,2.0,1.0,0.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,' negativ
45,2.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,3.0,1.0,3.0,' negativ
46,8.0,1.0,5.0,6.0,3.0,4.0,4.0,8.0,2.0,1.0,3.0,' negativ
47,4.0,2.0,2.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,3.0,' negativ
48,3.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,' negativ
49,3.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,' negativ
50,4.0,4.0,2.0,0.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,' negativ
51,2.0,3.0,5.0,3.0,3.0,1.0,3.0,6.0,4.0,5.0,1.0,' negativ
52,7.0,2.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,' negativ
53,4.0,5.0,5.0,0.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,' negativ
54,5.0,1.0,5.0,7.0,5.0,5.0,7.0,9.0,4.0,4.0,1.0,' negativ
55,6.0,1.0,5.0,0.0,3.0,4.0,4.0,3.0,4.0,1.0,5.0,' negativ
56,7.0,3.0,3.0,0.0,4.0,1.0,6.0,5.0,2.0,3.0,2.0,' negativ
57,3.0,1.0,2.0,2.0,3.0,0.0,3.0,5.0,4.0,1.0,0.0,' negativ
58,8.0,0.0,3.0,0.0,4.0,4.0,6.0,5.0,3.0,2.0,1.0,' negativ
59,6.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,' negativ
60,9.0,7.0,4.0,0.0,4.0,4.0,6.0,7.0,2.0,3.0,3.0,' negativ
61,5.0,1.0,4.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,4.0,' negativ
62,9.0,8.0,5.0,0.0,3.0,4.0,6.0,6.0,1.0,3.0,3.0,' negativ
63,2.0,3.0,3.0,0.0,4.0,0.0,3.0,4.0,4.0,4.0,1.0,' negativ
64,4.0,3.0,3.0,3.0,3.0,2.0,4.0,6.0,5.0,2.0,4.0,' negativ
65,3.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,6.0,' negativ
66,5.0,0.0,4.0,0.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,' negativ
67,9.0,7.0,5.0,4.0,4.0,4.0,6.0,9.0,2.0,5.0,3.0,' negativ
68,5.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,6.0,' negativ
69,2.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,7.0,' negativ
70,5.0,0.0,3.0,8.0,5.0,4.0,5.0,8.0,1.0,3.0,1.0,' negativ
71,2.0,2.0,2.0,8.0,4.0,4.0,5.0,8.0,3.0,3.0,1.0,' negativ
72,2.0,2.0,2.0,8.0,4.0,4.0,5.0,8.0,3.0,3.0,1.0,' negativ
73,5.0,1.0,7.0,6.0,2.0,6.0,6.0,8.0,2.0,3.0,0.0,' negativ
74,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,4.0,2.0,6.0,' negativ
75,2.0,1.0,2.0,0.0,6.0,3.0,7.0,5.0,7.0,6.0,2.0,' negativ
76,2.0,1.0,2.0,0.0,6.0,3.0,7.0,5.0,7.0,6.0,2.0,' negativ
77,3.0,1.0,3.0,0.0,4.0,3.0,6.0,4.0,5.0,4.0,2.0,' negativ
78,5.0,0.0,4.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,5.0,' negativ
79,8.0,0.0,4.0,0.0,3.0,2.0,3.0,5.0,2.0,6.0,3.0,' negativ
80,8.0,0.0,5.0,0.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,' negativ
81,4.0,0.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,6.0,3.0,' negativ
82,2.0,2.0,2.0,4.0,6.0,4.0,7.0,8.0,7.0,7.0,1.0,' negativ
83,2.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,' negativ
84,5.0,1.0,2.0,7.0,4.0,3.0,4.0,8.0,3.0,4.0,2.0,' negativ
85,5.0,1.0,2.0,7.0,4.0,3.0,4.0,8.0,3.0,4.0,2.0,' negativ
86,7.0,2.0,4.0,0.0,3.0,1.0,4.0,5.0,3.0,3.0,1.0,' negativ
87,3.0,4.0,3.0,3.0,3.0,1.0,6.0,5.0,3.0,2.0,1.0,' negativ
88,3.0,4.0,3.0,3.0,3.0,1.0,6.0,5.0,3.0,2.0,1.0,' negativ
89,4.0,5.0,1.0,0.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,' negativ
90,2.0,0.0,5.0,5.0,4.0,6.0,5.0,6.0,0.0,1.0,1.0,' negativ
91,6.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,' negativ
92,4.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,' negativ
93,3.0,1.0,3.0,2.0,3.0,0.0,2.0,4.0,5.0,3.0,4.0,' negativ
94,2.0,1.0,2.0,0.0,2.0,8.0,9.0,4.0,7.0,4.0,2.0,' negativ
95,3.0,1.0,4.0,2.0,4.0,4.0,7.0,5.0,6.0,5.0,4.0,' negativ
96,6.0,0.0,4.0,0.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,' negativ
97,7.0,1.0,7.0,0.0,3.0,1.0,2.0,4.0,2.0,5.0,4.0,' negativ
98,3.0,1.0,2.0,1.0,8.0,1.0,3.0,3.0,1.0,3.0,2.0,' negativ
99,3.0,3.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,' negativ
100,3.0,5.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,5.0,8.0,' negativ
101,3.0,6.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,5.0,' negativ
102,5.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,' negativ
103,1.0,5.0,0.0,2.0,1.0,1.0,0.0,4.0,5.0,4.0,4.0,' negativ
104,3.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,5.0,' negativ
105,2.0,4.0,1.0,0.0,4.0,1.0,2.0,3.0,6.0,3.0,4.0,' negativ
106,3.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,4.0,8.0,8.0,' negativ
107,4.0,1.0,3.0,1.0,0.0,2.0,5.0,1.0,1.0,6.0,7.0,' negativ
108,4.0,2.0,6.0,7.0,4.0,6.0,7.0,8.0,2.0,3.0,0.0,' negativ
109,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,9.0,' negativ
110,7.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,0.0,4.0,5.0,' negativ
111,4.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,' negativ
112,2.0,1.0,6.0,4.0,3.0,4.0,7.0,5.0,3.0,4.0,1.0,' negativ
113,2.0,1.0,6.0,4.0,3.0,4.0,7.0,5.0,3.0,4.0,1.0,' negativ
114,2.0,2.0,1.0,3.0,4.0,0.0,2.0,5.0,2.0,3.0,0.0,' negativ
115,2.0,9.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,7.0,' negativ
116,3.0,2.0,2.0,5.0,4.0,2.0,2.0,6.0,3.0,2.0,2.0,' negativ
117,3.0,1.0,4.0,3.0,4.0,2.0,5.0,6.0,4.0,2.0,0.0,' negativ
118,3.0,2.0,6.0,0.0,8.0,0.0,1.0,3.0,3.0,4.0,3.0,' negativ
119,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,' negativ
120,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,3.0,5.0,' negativ
121,0.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,7.0,4.0,5.0,' negativ
122,1.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,' negativ
123,1.0,1.0,2.0,0.0,4.0,1.0,3.0,3.0,4.0,5.0,2.0,' negativ
124,2.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,' negativ
125,3.0,5.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,' negativ
126,3.0,5.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,' negativ
127,4.0,1.0,4.0,0.0,3.0,0.0,4.0,1.0,3.0,3.0,5.0,' negativ
128,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,7.0,2.0,6.0,' negativ
129,2.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,2.0,' negativ
