@relation ./ML-assignments/Assignment6/databases_disc/databases_EFQ2_arff/ecoli-0-1-4-6_vs_5/EFQ1ecoli-0-1-4-6_vs_5-5-1tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute Class {' negative',' positive'}
@data
0,1.0,0.0,0.0,1.0,0.0,1.0,' negativ
1,0.0,1.0,0.0,0.0,0.0,1.0,' negativ
2,0.0,1.0,0.0,1.0,0.0,1.0,' negativ
3,1.0,0.0,0.0,1.0,2.0,2.0,' negativ
4,0.0,1.0,0.0,0.0,0.0,0.0,' negativ
5,1.0,0.0,0.0,1.0,0.0,0.0,' negativ
6,1.0,1.0,0.0,0.0,1.0,2.0,' negativ
7,0.0,0.0,0.0,0.0,0.0,1.0,' negativ
8,0.0,2.0,0.0,0.0,1.0,2.0,' negativ
9,2.0,1.0,0.0,1.0,0.0,0.0,' negativ
10,2.0,1.0,0.0,1.0,1.0,2.0,' negativ
11,1.0,0.0,0.0,1.0,2.0,2.0,' negativ
12,1.0,0.0,0.0,0.0,0.0,2.0,' negativ
13,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
14,0.0,0.0,0.0,0.0,1.0,2.0,' negativ
15,1.0,0.0,0.0,0.0,1.0,2.0,' negativ
16,0.0,0.0,0.0,1.0,0.0,1.0,' negativ
17,0.0,1.0,0.0,0.0,0.0,1.0,' negativ
18,1.0,1.0,0.0,1.0,1.0,2.0,' negativ
19,0.0,1.0,0.0,0.0,0.0,1.0,' negativ
20,1.0,1.0,0.0,1.0,1.0,2.0,' negativ
21,0.0,2.0,0.0,1.0,1.0,2.0,' negativ
22,1.0,0.0,0.0,1.0,0.0,1.0,' negativ
23,0.0,0.0,0.0,0.0,0.0,0.0,' negativ
24,1.0,0.0,0.0,0.0,1.0,2.0,' negativ
25,0.0,0.0,0.0,0.0,1.0,0.0,' negativ
26,0.0,0.0,0.0,1.0,0.0,2.0,' negativ
27,0.0,0.0,0.0,0.0,0.0,1.0,' negativ
28,0.0,0.0,0.0,2.0,0.0,2.0,' negativ
29,0.0,2.0,0.0,1.0,1.0,2.0,' negativ
30,0.0,0.0,0.0,1.0,0.0,1.0,' negativ
31,0.0,0.0,0.0,0.0,1.0,2.0,' negativ
32,1.0,0.0,0.0,0.0,2.0,2.0,' negativ
33,0.0,1.0,0.0,1.0,0.0,1.0,' negativ
34,1.0,2.0,0.0,0.0,1.0,2.0,' negativ
35,0.0,1.0,0.0,2.0,2.0,2.0,' negativ
36,1.0,1.0,0.0,1.0,2.0,0.0,' negativ
37,1.0,1.0,0.0,0.0,2.0,0.0,' negativ
38,1.0,2.0,0.0,1.0,2.0,2.0,' negativ
39,1.0,0.0,0.0,1.0,2.0,2.0,' negativ
40,1.0,1.0,0.0,2.0,0.0,0.0,' negativ
41,1.0,2.0,0.0,1.0,0.0,2.0,' negativ
42,1.0,1.0,0.0,0.0,2.0,2.0,' negativ
43,0.0,1.0,0.0,0.0,2.0,2.0,' negativ
44,2.0,1.0,0.0,2.0,2.0,2.0,' negativ
45,1.0,2.0,0.0,0.0,2.0,0.0,' negativ
46,1.0,1.0,0.0,0.0,2.0,0.0,' negativ
47,2.0,0.0,0.0,2.0,2.0,2.0,' negativ
48,2.0,0.0,0.0,1.0,2.0,0.0,' negativ
49,2.0,1.0,0.0,2.0,2.0,2.0,' negativ
50,2.0,2.0,0.0,2.0,2.0,0.0,' negativ
51,2.0,2.0,0.0,2.0,0.0,0.0,' positiv
52,2.0,2.0,0.0,1.0,1.0,1.0,' positiv
53,2.0,2.0,0.0,2.0,2.0,1.0,' positiv
54,2.0,0.0,0.0,1.0,2.0,1.0,' positiv
55,2.0,2.0,0.0,2.0,0.0,1.0,' positiv
56,2.0,2.0,0.0,2.0,1.0,1.0,' positiv
57,2.0,2.0,0.0,2.0,2.0,1.0,' positiv
58,2.0,2.0,0.0,2.0,2.0,0.0,' positiv
59,2.0,2.0,0.0,2.0,2.0,0.0,' positiv
60,2.0,2.0,0.0,2.0,2.0,0.0,' positiv
61,2.0,2.0,0.0,2.0,1.0,0.0,' positiv
62,1.0,2.0,0.0,2.0,1.0,2.0,' positiv
63,2.0,1.0,0.0,2.0,2.0,1.0,' positiv
64,1.0,2.0,0.0,2.0,1.0,1.0,' positiv
65,2.0,2.0,0.0,0.0,1.0,0.0,' positiv
66,0.0,2.0,0.0,2.0,2.0,2.0,' positiv
67,2.0,2.0,0.0,2.0,1.0,0.0,' positiv
68,2.0,1.0,0.0,2.0,1.0,1.0,' positiv
69,2.0,2.0,0.0,2.0,1.0,1.0,' positiv
70,2.0,2.0,0.0,2.0,0.0,0.0,' positiv
