,0,1,2,3,4,5,6,Class
0,0.0,0.0,4.0,0.0,3.0,1.0,2.0, negative
1,3.0,0.0,4.0,0.0,3.0,1.0,2.0, negative
2,3.0,2.0,4.0,0.0,3.0,2.0,1.0, negative
3,1.0,1.0,4.0,0.0,3.0,1.0,1.0, negative
4,3.0,2.0,4.0,0.0,2.0,2.0,2.0, negative
5,1.0,1.0,4.0,0.0,2.0,1.0,1.0, negative
6,1.0,1.0,4.0,0.0,3.0,1.0,1.0, negative
7,0.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
8,1.0,2.0,4.0,0.0,2.0,0.0,1.0, negative
9,2.0,1.0,4.0,0.0,3.0,1.0,1.0, negative
10,2.0,0.0,4.0,0.0,3.0,1.0,1.0, negative
11,1.0,2.0,4.0,0.0,3.0,0.0,1.0, negative
12,1.0,0.0,4.0,0.0,3.0,2.0,2.0, negative
13,1.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
14,2.0,1.0,4.0,0.0,3.0,2.0,2.0, negative
15,1.0,0.0,4.0,0.0,2.0,1.0,1.0, negative
16,2.0,3.0,4.0,0.0,2.0,1.0,1.0, negative
17,0.0,2.0,4.0,0.0,2.0,1.0,0.0, negative
18,1.0,1.0,4.0,0.0,4.0,0.0,0.0, negative
19,2.0,2.0,4.0,0.0,3.0,1.0,1.0, negative
20,2.0,2.0,4.0,0.0,3.0,1.0,2.0, negative
21,2.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
22,1.0,1.0,4.0,0.0,2.0,1.0,2.0, negative
23,3.0,2.0,4.0,0.0,2.0,1.0,2.0, negative
24,0.0,1.0,4.0,0.0,2.0,1.0,2.0, negative
25,1.0,2.0,4.0,0.0,2.0,0.0,1.0, negative
26,2.0,3.0,4.0,0.0,2.0,2.0,2.0, negative
27,1.0,3.0,4.0,0.0,2.0,1.0,1.0, negative
28,3.0,2.0,4.0,0.0,3.0,0.0,0.0, negative
29,1.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
30,2.0,2.0,4.0,0.0,3.0,1.0,1.0, negative
31,1.0,2.0,4.0,0.0,3.0,1.0,2.0, negative
32,0.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
33,0.0,0.0,4.0,0.0,3.0,2.0,2.0, negative
34,1.0,2.0,4.0,0.0,0.0,1.0,2.0, negative
35,2.0,2.0,4.0,0.0,3.0,2.0,3.0, negative
36,2.0,0.0,4.0,0.0,2.0,1.0,1.0, negative
37,1.0,1.0,4.0,0.0,2.0,1.0,2.0, negative
38,2.0,3.0,4.0,0.0,2.0,2.0,1.0, negative
39,1.0,0.0,4.0,0.0,3.0,0.0,0.0, negative
40,1.0,2.0,4.0,0.0,2.0,2.0,2.0, negative
41,1.0,3.0,4.0,0.0,2.0,2.0,2.0, negative
42,2.0,2.0,4.0,0.0,1.0,0.0,1.0, negative
43,3.0,2.0,4.0,0.0,1.0,1.0,2.0, negative
44,2.0,2.0,4.0,0.0,2.0,1.0,2.0, negative
45,0.0,2.0,4.0,0.0,3.0,1.0,2.0, negative
46,2.0,2.0,4.0,0.0,3.0,1.0,2.0, negative
47,2.0,3.0,4.0,0.0,0.0,2.0,2.0, negative
48,2.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
49,2.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
50,1.0,0.0,4.0,0.0,3.0,1.0,1.0, negative
51,2.0,1.0,4.0,0.0,3.0,1.0,2.0, negative
52,1.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
53,1.0,2.0,4.0,0.0,2.0,1.0,2.0, negative
54,2.0,3.0,4.0,0.0,2.0,2.0,2.0, negative
55,1.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
56,1.0,2.0,4.0,0.0,3.0,0.0,2.0, negative
57,1.0,1.0,4.0,0.0,2.0,1.0,1.0, negative
58,2.0,0.0,4.0,0.0,2.0,1.0,2.0, negative
59,2.0,2.0,4.0,0.0,2.0,1.0,0.0, negative
60,1.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
61,2.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
62,2.0,1.0,4.0,0.0,2.0,1.0,1.0, negative
63,1.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
64,1.0,1.0,4.0,0.0,2.0,1.0,2.0, negative
65,2.0,2.0,4.0,0.0,3.0,1.0,2.0, negative
66,1.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
67,0.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
68,0.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
69,2.0,2.0,4.0,0.0,2.0,1.0,2.0, negative
70,0.0,2.0,4.0,0.0,1.0,1.0,1.0, negative
71,2.0,2.0,4.0,0.0,1.0,1.0,1.0, negative
72,1.0,2.0,4.0,0.0,3.0,1.0,2.0, negative
73,0.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
74,0.0,2.0,4.0,0.0,2.0,1.0,1.0, negative
75,1.0,2.0,4.0,0.0,1.0,1.0,1.0, negative
76,3.0,4.0,4.0,0.0,3.0,1.0,1.0, negative
77,1.0,2.0,4.0,0.0,0.0,1.0,2.0, negative
78,3.0,3.0,4.0,0.0,2.0,1.0,1.0, negative
79,3.0,3.0,4.0,0.0,2.0,1.0,1.0, negative
80,2.0,2.0,4.0,0.0,3.0,1.0,2.0, negative
81,2.0,0.0,4.0,0.0,4.0,1.0,1.0, negative
82,1.0,3.0,4.0,0.0,4.0,1.0,2.0, negative
83,2.0,1.0,4.0,0.0,2.0,2.0,2.0, negative
84,2.0,2.0,4.0,0.0,3.0,0.0,0.0, negative
85,2.0,1.0,4.0,0.0,3.0,0.0,1.0, negative
86,1.0,1.0,4.0,0.0,0.0,0.0,0.0, negative
87,1.0,2.0,4.0,0.0,3.0,2.0,2.0, negative
88,1.0,1.0,4.0,0.0,3.0,0.0,1.0, negative
89,2.0,2.0,4.0,0.0,2.0,0.0,1.0, negative
90,1.0,2.0,4.0,0.0,2.0,1.0,2.0, negative
91,2.0,2.0,4.0,0.0,3.0,0.0,1.0, negative
92,1.0,2.0,4.0,0.0,2.0,2.0,0.0, negative
93,1.0,1.0,4.0,0.0,0.0,2.0,0.0, negative
94,1.0,1.0,4.0,0.0,2.0,1.0,2.0, negative
95,1.0,2.0,4.0,0.0,3.0,1.0,1.0, negative
96,0.0,2.0,4.0,0.0,3.0,0.0,1.0, negative
97,0.0,1.0,4.0,0.0,2.0,1.0,1.0, negative
98,1.0,2.0,4.0,0.0,2.0,1.0,2.0, negative
99,1.0,1.0,4.0,0.0,3.0,1.0,1.0, negative
100,0.0,2.0,4.0,0.0,2.0,1.0,2.0, negative
101,1.0,1.0,4.0,0.0,2.0,1.0,1.0, negative
102,2.0,2.0,4.0,0.0,2.0,2.0,2.0, negative
103,0.0,2.0,4.0,0.0,2.0,2.0,2.0, negative
104,1.0,0.0,4.0,0.0,4.0,1.0,1.0, negative
105,0.0,2.0,4.0,0.0,2.0,0.0,0.0, negative
106,1.0,0.0,4.0,0.0,2.0,1.0,1.0, negative
107,0.0,2.0,4.0,0.0,3.0,1.0,1.0, negative
108,2.0,2.0,4.0,0.0,2.0,2.0,2.0, negative
109,1.0,2.0,4.0,0.0,2.0,2.0,2.0, negative
110,0.0,3.0,4.0,0.0,3.0,4.0,1.0, negative
111,2.0,3.0,4.0,0.0,2.0,2.0,2.0, negative
112,3.0,2.0,4.0,0.0,3.0,4.0,4.0, negative
113,1.0,2.0,4.0,0.0,3.0,4.0,0.0, negative
114,2.0,0.0,4.0,0.0,3.0,4.0,3.0, negative
115,2.0,3.0,4.0,0.0,3.0,4.0,4.0, negative
116,1.0,2.0,4.0,0.0,3.0,4.0,3.0, negative
117,2.0,2.0,4.0,0.0,4.0,3.0,3.0, negative
118,1.0,2.0,4.0,0.0,4.0,3.0,3.0, negative
119,3.0,2.0,4.0,0.0,3.0,4.0,0.0, negative
120,0.0,3.0,4.0,0.0,4.0,3.0,3.0, negative
121,0.0,0.0,4.0,0.0,4.0,4.0,4.0, negative
122,4.0,2.0,4.0,0.0,3.0,4.0,4.0, negative
123,4.0,2.0,4.0,0.0,3.0,3.0,3.0, negative
124,2.0,2.0,4.0,0.0,0.0,4.0,0.0, negative
