%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 11     Instances: 82
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute 'y' {' negative',' positive'}

@data
0,3.0,4.0,9.0,2.0,4.0,0.0,4.0,0.0,0.0,' negative'
1,3.0,3.0,9.0,2.0,5.0,1.0,4.0,0.0,0.0,' negative'
2,3.0,3.0,9.0,2.0,5.0,0.0,3.0,0.0,0.0,' negative'
3,3.0,4.0,9.0,3.0,3.0,0.0,4.0,0.0,0.0,' negative'
4,3.0,2.0,9.0,3.0,6.0,0.0,3.0,0.0,0.0,' negative'
5,6.0,4.0,9.0,0.0,3.0,0.0,6.0,0.0,1.0,' negative'
6,7.0,4.0,9.0,1.0,3.0,0.0,5.0,0.0,1.0,' negative'
7,5.0,3.0,9.0,1.0,4.0,0.0,5.0,0.0,1.0,' negative'
8,3.0,3.0,9.0,2.0,5.0,0.0,3.0,0.0,0.0,' negative'
9,3.0,3.0,9.0,2.0,6.0,0.0,3.0,0.0,1.0,' negative'
10,3.0,3.0,9.0,3.0,5.0,0.0,4.0,0.0,0.0,' negative'
11,2.0,3.0,9.0,4.0,5.0,1.0,3.0,0.0,0.0,' negative'
12,2.0,2.0,7.0,4.0,6.0,1.0,3.0,0.0,0.0,' negative'
13,3.0,4.0,9.0,2.0,4.0,0.0,3.0,0.0,1.0,' negative'
14,2.0,3.0,9.0,3.0,5.0,0.0,3.0,0.0,0.0,' negative'
15,2.0,3.0,9.0,2.0,5.0,0.0,4.0,0.0,0.0,' negative'
16,2.0,3.0,8.0,3.0,6.0,0.0,3.0,0.0,1.0,' negative'
17,4.0,4.0,5.0,3.0,3.0,0.0,5.0,0.0,1.0,' negative'
18,6.0,4.0,7.0,2.0,2.0,0.0,6.0,0.0,0.0,' negative'
19,2.0,4.0,9.0,3.0,4.0,1.0,3.0,0.0,0.0,' negative'
