,0,1,2,3,4,5,6,7,8,9,y
0,3.0,7.0,2.0,9.0,3.0,7.0,0.0,7.0,1.0,7.0, negative
1,0.0,9.0,1.0,4.0,3.0,4.0,2.0,4.0,0.0,4.0, negative
2,0.0,9.0,3.0,9.0,2.0,9.0,1.0,4.0,1.0,9.0, negative
3,3.0,9.0,0.0,9.0,3.0,9.0,1.0,9.0,1.0,9.0, negative
4,4.0,4.0,0.0,4.0,2.0,4.0,1.0,4.0,1.0,9.0, negative
5,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0, negative
6,1.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,3.0,4.0, negative
7,3.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0,4.0, negative
8,0.0,9.0,2.0,9.0,2.0,8.0,3.0,9.0,1.0,9.0, negative
9,0.0,9.0,1.0,9.0,3.0,9.0,2.0,9.0,1.0,9.0, negative
10,1.0,9.0,3.0,8.0,2.0,8.0,1.0,8.0,0.0,8.0, negative
11,0.0,2.0,1.0,2.0,2.0,2.0,0.0,8.0,3.0,2.0, negative
12,4.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,2.0,0.0, negative
13,1.0,7.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,3.0, negative
14,0.0,9.0,2.0,9.0,3.0,9.0,1.0,9.0,0.0,1.0, negative
15,3.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0, negative
16,0.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0, negative
17,4.0,2.0,1.0,2.0,1.0,9.0,0.0,2.0,2.0,2.0, negative
18,3.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0, negative
19,1.0,0.0,2.0,6.0,3.0,6.0,1.0,6.0,0.0,6.0, negative
20,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0, negative
21,0.0,4.0,3.0,5.0,2.0,4.0,1.0,4.0,3.0,4.0, negative
22,0.0,4.0,1.0,4.0,3.0,4.0,1.0,9.0,2.0,4.0, negative
23,4.0,6.0,0.0,6.0,1.0,2.0,1.0,6.0,2.0,6.0, negative
24,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0, negative
25,4.0,7.0,0.0,6.0,1.0,6.0,2.0,6.0,3.0,6.0, negative
26,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0, negative
27,4.0,1.0,0.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0, negative
28,3.0,3.0,3.0,5.0,0.0,3.0,1.0,3.0,3.0,3.0, negative
29,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0, negative
30,4.0,1.0,2.0,9.0,0.0,1.0,1.0,1.0,2.0,1.0, negative
31,1.0,9.0,0.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0, negative
32,3.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,3.0,1.0, negative
33,0.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0, negative
34,0.0,8.0,3.0,8.0,2.0,5.0,2.0,8.0,1.0,8.0, negative
35,3.0,3.0,3.0,3.0,2.0,7.0,0.0,3.0,1.0,3.0, negative
36,3.0,6.0,0.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0, negative
37,1.0,9.0,2.0,7.0,1.0,7.0,0.0,7.0,3.0,7.0, negative
38,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0, negative
39,1.0,2.0,1.0,6.0,0.0,2.0,3.0,2.0,2.0,2.0, negative
40,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0, negative
41,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0, negative
42,1.0,8.0,2.0,8.0,3.0,0.0,0.0,8.0,3.0,8.0, negative
43,3.0,4.0,0.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0, negative
44,1.0,6.0,3.0,6.0,1.0,0.0,2.0,6.0,0.0,6.0, negative
45,3.0,7.0,3.0,7.0,1.0,3.0,1.0,7.0,0.0,7.0, negative
46,3.0,9.0,1.0,9.0,0.0,7.0,3.0,9.0,0.0,9.0, negative
47,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0, negative
48,3.0,7.0,1.0,9.0,1.0,7.0,0.0,7.0,3.0,7.0, negative
49,0.0,8.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0, negative
50,3.0,0.0,1.0,8.0,3.0,8.0,2.0,8.0,0.0,8.0, negative
51,0.0,6.0,1.0,6.0,2.0,6.0,3.0,6.0,3.0,5.0, negative
52,0.0,0.0,3.0,0.0,1.0,0.0,3.0,4.0,2.0,0.0, negative
53,4.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,4.0, negative
54,3.0,9.0,1.0,9.0,0.0,9.0,3.0,9.0,1.0,4.0, negative
