%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 9     Instances: 61
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute 'y' {' negative',' positive'}

@data
0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,' negative'
1,0.0,1.0,1.0,1.0,6.0,2.0,2.0,' negative'
2,4.0,2.0,1.0,1.0,5.0,5.0,5.0,' negative'
3,3.0,2.0,1.0,1.0,3.0,5.0,5.0,' negative'
4,4.0,2.0,1.0,1.0,6.0,7.0,7.0,' negative'
5,4.0,4.0,1.0,1.0,1.0,2.0,3.0,' negative'
6,0.0,2.0,1.0,1.0,4.0,4.0,5.0,' negative'
7,4.0,3.0,1.0,1.0,4.0,3.0,0.0,' negative'
8,4.0,0.0,1.0,1.0,5.0,3.0,4.0,' negative'
9,5.0,3.0,1.0,1.0,4.0,3.0,4.0,' negative'
10,4.0,4.0,1.0,1.0,5.0,6.0,6.0,' negative'
11,2.0,4.0,1.0,1.0,4.0,3.0,4.0,' negative'
12,3.0,5.0,1.0,1.0,4.0,6.0,6.0,' negative'
13,0.0,4.0,1.0,1.0,5.0,6.0,6.0,' negative'
14,0.0,4.0,1.0,1.0,5.0,6.0,6.0,' negative'
15,5.0,3.0,1.0,1.0,3.0,5.0,5.0,' negative'
16,3.0,4.0,1.0,1.0,5.0,5.0,5.0,' negative'
17,3.0,2.0,1.0,1.0,0.0,4.0,5.0,' negative'
18,6.0,5.0,1.0,1.0,3.0,3.0,3.0,' negative'
19,3.0,0.0,1.0,1.0,7.0,3.0,4.0,' negative'
20,1.0,3.0,1.0,1.0,5.0,0.0,4.0,' negative'
21,0.0,2.0,1.0,1.0,4.0,4.0,4.0,' negative'
22,0.0,4.0,1.0,1.0,4.0,5.0,5.0,' negative'
23,0.0,2.0,1.0,1.0,4.0,2.0,0.0,' negative'
24,0.0,3.0,1.0,1.0,6.0,3.0,3.0,' negative'
25,2.0,3.0,1.0,1.0,3.0,5.0,5.0,' negative'
26,9.0,6.0,0.0,1.0,3.0,7.0,0.0,' negative'
27,8.0,4.0,0.0,1.0,7.0,7.0,3.0,' negative'
28,0.0,6.0,1.0,1.0,6.0,7.0,5.0,' negative'
29,8.0,9.0,1.0,1.0,2.0,5.0,4.0,' negative'
30,7.0,6.0,1.0,1.0,5.0,6.0,6.0,' negative'
31,8.0,9.0,1.0,1.0,3.0,8.0,6.0,' negative'
32,7.0,9.0,1.0,1.0,0.0,5.0,2.0,' negative'
33,9.0,9.0,1.0,1.0,0.0,7.0,3.0,' negative'
34,8.0,8.0,1.0,1.0,4.0,6.0,5.0,' negative'
35,7.0,9.0,1.0,1.0,3.0,6.0,0.0,' negative'
36,8.0,7.0,1.0,1.0,7.0,6.0,5.0,' negative'
37,4.0,6.0,1.0,1.0,5.0,6.0,6.0,' negative'
38,9.0,6.0,1.0,1.0,5.0,5.0,3.0,' negative'
39,9.0,8.0,1.0,1.0,8.0,7.0,1.0,' positive'
40,8.0,8.0,1.0,1.0,9.0,6.0,3.0,' positive'
41,5.0,9.0,1.0,1.0,8.0,5.0,4.0,' positive'
42,9.0,7.0,1.0,1.0,7.0,6.0,4.0,' positive'
43,9.0,5.0,0.0,0.0,0.0,6.0,0.0,' positive'
44,0.0,3.0,0.0,1.0,5.0,9.0,8.0,' positive'
45,9.0,7.0,1.0,1.0,9.0,1.0,3.0,' positive'
46,7.0,7.0,1.0,1.0,7.0,5.0,3.0,' positive'
47,8.0,9.0,1.0,1.0,8.0,1.0,2.0,' positive'
48,7.0,8.0,1.0,1.0,5.0,4.0,3.0,' positive'
49,8.0,9.0,1.0,1.0,8.0,7.0,4.0,' positive'
50,9.0,0.0,1.0,1.0,6.0,7.0,3.0,' positive'
51,9.0,9.0,1.0,1.0,9.0,7.0,3.0,' positive'
52,9.0,8.0,1.0,1.0,9.0,7.0,0.0,' positive'
53,9.0,6.0,1.0,1.0,9.0,7.0,0.0,' positive'
54,6.0,7.0,1.0,1.0,8.0,5.0,5.0,' positive'
55,7.0,4.0,1.0,1.0,7.0,7.0,3.0,' positive'
56,7.0,6.0,1.0,1.0,0.0,4.0,3.0,' positive'
57,0.0,8.0,0.0,1.0,8.0,8.0,6.0,' positive'
58,8.0,6.0,1.0,1.0,8.0,5.0,2.0,' positive'
59,7.0,4.0,1.0,1.0,8.0,6.0,3.0,' positive'
60,8.0,7.0,1.0,1.0,8.0,1.0,0.0,' positive'
