,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Class
0,5.0,3.0,4.0,4.0,6.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,5.0,0.0,8.0,7.0, negative
1,3.0,0.0,3.0,2.0,2.0,3.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,6.0,7.0,6.0, positive
2,3.0,5.0,4.0,4.0,7.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0, negative
3,4.0,6.0,5.0,6.0,8.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,6.0,4.0,2.0,0.0,7.0,5.0, negative
4,5.0,8.0,8.0,6.0,6.0,6.0,6.0,1.0,5.0,7.0,6.0,5.0,9.0,5.0,2.0,0.0,3.0,4.0, negative
5,2.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,5.0,0.0,0.0,3.0,3.0, negative
6,6.0,4.0,6.0,6.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0,6.0,2.0,1.0,7.0,3.0, negative
7,1.0,4.0,4.0,0.0,1.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0, negative
8,9.0,8.0,9.0,8.0,6.0,9.0,6.0,1.0,6.0,7.0,6.0,6.0,8.0,2.0,9.0,0.0,5.0,6.0, positive
9,1.0,1.0,3.0,0.0,0.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0, positive
10,3.0,5.0,6.0,2.0,2.0,8.0,3.0,5.0,2.0,6.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0, negative
11,5.0,8.0,8.0,8.0,7.0,8.0,7.0,1.0,7.0,8.0,6.0,6.0,7.0,5.0,2.0,3.0,4.0,4.0, negative
12,5.0,9.0,9.0,8.0,8.0,8.0,7.0,1.0,7.0,9.0,6.0,6.0,7.0,4.0,4.0,6.0,3.0,5.0, negative
13,4.0,2.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,5.0,5.0,6.0, negative
14,0.0,1.0,1.0,0.0,1.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,8.0,0.0,3.0,0.0,0.0, negative
15,3.0,3.0,6.0,3.0,4.0,8.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,5.0, negative
16,1.0,2.0,5.0,2.0,2.0,4.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,6.0,3.0,7.0,1.0,3.0, negative
17,8.0,9.0,9.0,5.0,0.0,3.0,9.0,0.0,9.0,7.0,9.0,9.0,9.0,8.0,4.0,3.0,1.0,0.0, negative
18,3.0,3.0,6.0,7.0,9.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,7.0,6.0, negative
19,1.0,1.0,2.0,0.0,2.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0, negative
20,6.0,8.0,9.0,8.0,7.0,8.0,7.0,1.0,6.0,8.0,6.0,6.0,8.0,4.0,1.0,2.0,4.0,5.0, positive
21,2.0,4.0,3.0,3.0,6.0,3.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,5.0,0.0,0.0,2.0,2.0, negative
22,4.0,1.0,2.0,1.0,5.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,4.0,6.0,1.0,5.0,4.0, negative
23,5.0,5.0,5.0,6.0,7.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,1.0,7.0,4.0, negative
24,7.0,7.0,9.0,8.0,7.0,9.0,7.0,1.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0, positive
25,3.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,0.0,1.0,1.0,1.0,2.0,7.0,7.0,3.0,2.0,1.0, positive
26,3.0,5.0,5.0,2.0,3.0,8.0,3.0,4.0,2.0,6.0,2.0,2.0,4.0,6.0,4.0,2.0,2.0,3.0, negative
27,3.0,1.0,2.0,1.0,3.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,3.0,9.0,5.0,5.0,4.0, positive
28,2.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,7.0,7.0,7.0, positive
29,5.0,2.0,3.0,1.0,0.0,4.0,1.0,7.0,0.0,3.0,2.0,0.0,1.0,5.0,1.0,0.0,3.0,1.0, negative
30,3.0,3.0,5.0,4.0,6.0,5.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,5.0, negative
31,7.0,6.0,9.0,6.0,3.0,8.0,6.0,1.0,6.0,6.0,6.0,5.0,4.0,2.0,0.0,9.0,5.0,8.0, negative
32,1.0,3.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,9.0,1.0,1.0,1.0,0.0, negative
33,5.0,5.0,6.0,4.0,5.0,8.0,3.0,4.0,2.0,6.0,3.0,2.0,3.0,4.0,8.0,0.0,4.0,4.0, negative
34,7.0,6.0,9.0,7.0,5.0,6.0,6.0,1.0,6.0,5.0,6.0,5.0,4.0,3.0,0.0,5.0,5.0,6.0, positive
35,4.0,3.0,4.0,1.0,2.0,4.0,1.0,7.0,0.0,3.0,1.0,0.0,2.0,5.0,2.0,0.0,4.0,2.0, negative
36,8.0,6.0,8.0,6.0,3.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,5.0,3.0,8.0,0.0,5.0,5.0, positive
37,5.0,1.0,4.0,1.0,1.0,5.0,1.0,7.0,0.0,3.0,1.0,0.0,1.0,5.0,0.0,3.0,3.0,1.0, negative
38,7.0,6.0,8.0,6.0,4.0,8.0,6.0,1.0,6.0,6.0,6.0,5.0,5.0,2.0,3.0,0.0,5.0,6.0, negative
39,4.0,4.0,5.0,4.0,6.0,6.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,5.0,3.0,6.0,6.0, negative
40,4.0,5.0,6.0,3.0,5.0,8.0,2.0,5.0,2.0,6.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0, negative
41,3.0,2.0,5.0,5.0,9.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,2.0,6.0,5.0, negative
42,4.0,1.0,4.0,4.0,7.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,5.0,7.0,7.0, negative
43,5.0,3.0,4.0,7.0,8.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,7.0,5.0, negative
44,6.0,6.0,9.0,7.0,7.0,7.0,6.0,1.0,6.0,6.0,6.0,5.0,7.0,5.0,2.0,5.0,3.0,4.0, negative
45,3.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,4.0,5.0,5.0, negative
46,7.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,7.0,7.0,6.0,6.0,7.0,4.0,8.0,2.0,4.0,4.0, positive
47,1.0,5.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,5.0,8.0,1.0,3.0,1.0,1.0, negative
48,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,0.0,2.0,5.0,5.0, negative
49,3.0,1.0,4.0,2.0,2.0,4.0,1.0,6.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,4.0,3.0, negative
50,2.0,4.0,5.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,4.0,6.0,3.0,0.0,2.0,1.0, positive
51,6.0,9.0,8.0,7.0,7.0,8.0,7.0,1.0,7.0,8.0,6.0,6.0,7.0,5.0,1.0,0.0,3.0,4.0, negative
52,2.0,4.0,3.0,2.0,4.0,5.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,5.0,0.0,0.0,3.0,3.0, negative
53,2.0,2.0,2.0,1.0,2.0,3.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,1.0,7.0,1.0,7.0,6.0, negative
54,6.0,8.0,9.0,7.0,7.0,7.0,6.0,1.0,6.0,7.0,5.0,5.0,7.0,3.0,6.0,5.0,4.0,5.0, positive
55,5.0,7.0,8.0,5.0,3.0,7.0,6.0,1.0,6.0,6.0,6.0,5.0,5.0,4.0,0.0,5.0,4.0,5.0, positive
56,3.0,5.0,5.0,2.0,2.0,8.0,3.0,4.0,2.0,7.0,2.0,2.0,4.0,6.0,0.0,3.0,2.0,3.0, negative
57,3.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,5.0,8.0,7.0, negative
58,4.0,3.0,4.0,1.0,0.0,4.0,1.0,6.0,0.0,3.0,2.0,1.0,2.0,6.0,2.0,3.0,2.0,1.0, negative
59,4.0,1.0,3.0,1.0,1.0,5.0,1.0,7.0,0.0,3.0,1.0,0.0,1.0,7.0,5.0,1.0,2.0,0.0, negative
60,4.0,5.0,6.0,4.0,6.0,9.0,2.0,4.0,1.0,5.0,3.0,2.0,4.0,6.0,0.0,2.0,2.0,4.0, negative
61,3.0,2.0,2.0,1.0,2.0,3.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,6.0,5.0, negative
62,1.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,7.0,1.0,3.0,1.0,1.0, negative
63,1.0,4.0,3.0,3.0,7.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,7.0,2.0,0.0,1.0,0.0, negative
64,1.0,3.0,4.0,3.0,6.0,4.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,6.0,2.0,2.0,3.0,2.0, negative
65,9.0,7.0,9.0,8.0,6.0,9.0,7.0,1.0,6.0,6.0,6.0,6.0,7.0,2.0,7.0,6.0,5.0,8.0, positive
66,5.0,5.0,8.0,7.0,7.0,7.0,5.0,2.0,5.0,4.0,6.0,5.0,6.0,5.0,2.0,1.0,4.0,4.0, negative
67,7.0,8.0,8.0,4.0,0.0,3.0,8.0,0.0,8.0,6.0,9.0,8.0,9.0,9.0,4.0,2.0,2.0,0.0, negative
68,1.0,1.0,3.0,1.0,1.0,4.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,4.0,7.0,1.0,2.0,1.0, positive
69,4.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,1.0,3.0,3.0,1.0,4.0,3.0,6.0,0.0,6.0,5.0, negative
70,2.0,4.0,4.0,1.0,3.0,5.0,2.0,5.0,1.0,4.0,2.0,1.0,5.0,7.0,0.0,1.0,1.0,1.0, negative
71,3.0,3.0,3.0,1.0,2.0,4.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,8.0,0.0,3.0,1.0,0.0, negative
72,4.0,4.0,9.0,7.0,5.0,7.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,7.0,8.0,9.0, positive
73,4.0,1.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,6.0,7.0,7.0, positive
74,1.0,4.0,3.0,1.0,1.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,8.0,1.0,0.0,1.0,0.0, negative
75,5.0,4.0,5.0,3.0,5.0,5.0,2.0,6.0,0.0,4.0,2.0,1.0,3.0,1.0,8.0,0.0,9.0,8.0, negative
76,7.0,9.0,8.0,5.0,2.0,4.0,8.0,0.0,8.0,7.0,7.0,7.0,8.0,6.0,3.0,2.0,4.0,1.0, negative
77,9.0,7.0,9.0,8.0,6.0,9.0,6.0,1.0,6.0,6.0,6.0,5.0,7.0,2.0,9.0,6.0,6.0,7.0, positive
78,1.0,5.0,4.0,2.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,1.0,5.0,5.0,2.0,0.0,2.0,2.0, negative
79,5.0,6.0,6.0,6.0,5.0,6.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,0.0,6.0,6.0, positive
80,7.0,7.0,9.0,5.0,2.0,9.0,6.0,1.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0, positive
81,6.0,5.0,9.0,6.0,4.0,7.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,9.0,5.0,7.0, positive
82,3.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,1.0,3.0,3.0,2.0,4.0,5.0,6.0,3.0,2.0,2.0, negative
83,3.0,5.0,6.0,3.0,4.0,7.0,2.0,4.0,1.0,5.0,3.0,2.0,5.0,5.0,0.0,1.0,3.0,4.0, negative
84,3.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0, negative
85,5.0,4.0,4.0,5.0,8.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,1.0,7.0,7.0, negative
86,1.0,1.0,1.0,0.0,1.0,4.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0, positive
87,1.0,5.0,4.0,2.0,4.0,4.0,2.0,5.0,1.0,4.0,3.0,2.0,5.0,7.0,0.0,3.0,2.0,1.0, negative
88,3.0,5.0,6.0,2.0,3.0,6.0,2.0,5.0,1.0,5.0,3.0,1.0,4.0,5.0,1.0,0.0,3.0,5.0, negative
89,4.0,4.0,6.0,4.0,6.0,7.0,2.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,7.0, negative
90,3.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,7.0,4.0,0.0,0.0,4.0,4.0, positive
91,3.0,1.0,4.0,2.0,1.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,3.0,3.0, positive
92,3.0,1.0,5.0,3.0,5.0,3.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,8.0,6.0,6.0, negative
93,5.0,1.0,4.0,5.0,8.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,4.0,9.0,7.0, negative
94,4.0,0.0,4.0,2.0,2.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,8.0,8.0, positive
95,6.0,6.0,9.0,4.0,1.0,7.0,6.0,1.0,6.0,6.0,6.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0, positive
96,2.0,1.0,3.0,2.0,4.0,3.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,7.0,7.0, negative
97,4.0,3.0,3.0,1.0,0.0,4.0,1.0,7.0,0.0,3.0,2.0,0.0,2.0,7.0,7.0,2.0,3.0,1.0, negative
98,5.0,5.0,9.0,6.0,3.0,8.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,0.0,0.0,8.0,6.0,8.0, positive
99,3.0,1.0,2.0,1.0,2.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,5.0, negative
100,6.0,7.0,8.0,9.0,8.0,1.0,8.0,0.0,8.0,6.0,9.0,8.0,8.0,9.0,3.0,5.0,2.0,0.0, negative
101,6.0,7.0,8.0,6.0,5.0,6.0,5.0,2.0,4.0,6.0,5.0,4.0,6.0,2.0,6.0,3.0,6.0,6.0, positive
102,4.0,9.0,8.0,8.0,9.0,7.0,6.0,1.0,6.0,8.0,6.0,5.0,7.0,5.0,0.0,0.0,3.0,3.0, negative
103,6.0,7.0,7.0,6.0,6.0,3.0,6.0,1.0,5.0,6.0,6.0,5.0,6.0,7.0,2.0,3.0,5.0,3.0, negative
104,4.0,1.0,4.0,5.0,5.0,6.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,7.0,7.0,8.0, negative
105,4.0,3.0,4.0,3.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,7.0,6.0, negative
106,7.0,7.0,8.0,7.0,5.0,8.0,5.0,2.0,5.0,5.0,5.0,5.0,6.0,2.0,0.0,0.0,5.0,7.0, positive
107,5.0,3.0,6.0,6.0,4.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,8.0,8.0, positive
108,1.0,3.0,4.0,3.0,7.0,4.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,7.0,3.0,2.0,1.0,1.0, negative
109,5.0,8.0,8.0,5.0,3.0,7.0,6.0,1.0,6.0,8.0,6.0,6.0,7.0,5.0,5.0,5.0,3.0,4.0, negative
110,6.0,8.0,7.0,7.0,6.0,8.0,7.0,1.0,6.0,7.0,6.0,6.0,5.0,5.0,1.0,5.0,4.0,4.0, negative
111,4.0,0.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,8.0,5.0,5.0, negative
112,4.0,1.0,4.0,4.0,4.0,6.0,3.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,9.0,7.0,8.0, positive
113,5.0,4.0,6.0,5.0,6.0,7.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0, negative
114,6.0,6.0,8.0,7.0,6.0,7.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0, negative
115,7.0,8.0,7.0,6.0,3.0,3.0,8.0,0.0,8.0,7.0,9.0,8.0,8.0,9.0,3.0,2.0,2.0,0.0, negative
116,3.0,6.0,6.0,6.0,5.0,6.0,4.0,3.0,3.0,5.0,4.0,3.0,6.0,2.0,5.0,1.0,5.0,5.0, negative
117,7.0,8.0,8.0,9.0,9.0,3.0,8.0,0.0,8.0,7.0,9.0,8.0,7.0,8.0,4.0,3.0,3.0,1.0, negative
118,3.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,4.0,6.0,6.0,5.0,5.0, negative
119,6.0,5.0,6.0,6.0,4.0,8.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,7.0,9.0, positive
120,6.0,7.0,9.0,7.0,5.0,9.0,7.0,1.0,7.0,7.0,6.0,6.0,6.0,4.0,6.0,8.0,4.0,7.0, positive
121,2.0,1.0,3.0,2.0,5.0,3.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0, negative
122,2.0,4.0,3.0,1.0,2.0,5.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,8.0,0.0,2.0,1.0,0.0, negative
123,1.0,1.0,4.0,1.0,2.0,4.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,5.0,2.0,3.0, negative
124,5.0,3.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,0.0,1.0,7.0,4.0, negative
