@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN3_arff/glass-0-4_vs_5/KBN3glass-0-4_vs_5-5-1tra.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute Class {' negative'}
@data
0,4.0,4.0,7.0,4.0,5.0,5.0,2.0,0.0,2.0,' negativ
1,6.0,5.0,6.0,4.0,3.0,1.0,4.0,0.0,0.0,' negativ
2,4.0,3.0,7.0,3.0,7.0,5.0,2.0,0.0,0.0,' negativ
3,5.0,5.0,8.0,4.0,3.0,1.0,3.0,0.0,0.0,' negativ
4,4.0,3.0,5.0,5.0,5.0,6.0,2.0,0.0,0.0,' negativ
5,5.0,4.0,5.0,4.0,3.0,6.0,3.0,0.0,0.0,' negativ
6,4.0,5.0,7.0,5.0,5.0,4.0,1.0,0.0,0.0,' negativ
7,4.0,1.0,7.0,4.0,6.0,6.0,3.0,0.0,0.0,' negativ
8,4.0,4.0,5.0,4.0,5.0,4.0,2.0,0.0,0.0,' negativ
9,4.0,2.0,5.0,4.0,7.0,5.0,2.0,0.0,0.0,' negativ
10,7.0,5.0,8.0,2.0,2.0,2.0,4.0,0.0,0.0,' negativ
11,4.0,2.0,5.0,4.0,6.0,6.0,2.0,0.0,0.0,' negativ
12,5.0,6.0,6.0,5.0,3.0,5.0,2.0,0.0,0.0,' negativ
13,4.0,2.0,7.0,4.0,6.0,6.0,2.0,0.0,0.0,' negativ
14,4.0,2.0,6.0,5.0,6.0,6.0,2.0,0.0,0.0,' negativ
15,4.0,1.0,6.0,5.0,6.0,5.0,3.0,0.0,0.0,' negativ
16,4.0,2.0,5.0,4.0,6.0,7.0,3.0,0.0,0.0,' negativ
17,4.0,3.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,' negativ
18,2.0,2.0,7.0,6.0,6.0,7.0,1.0,0.0,4.0,' negativ
19,4.0,3.0,6.0,6.0,5.0,4.0,2.0,0.0,1.0,' negativ
20,4.0,2.0,5.0,4.0,6.0,6.0,2.0,1.0,3.0,' negativ
21,4.0,4.0,8.0,4.0,6.0,6.0,1.0,0.0,0.0,' negativ
22,7.0,3.0,7.0,3.0,4.0,2.0,5.0,0.0,2.0,' negativ
23,5.0,5.0,6.0,4.0,2.0,4.0,3.0,2.0,0.0,' negativ
24,5.0,3.0,5.0,4.0,5.0,5.0,3.0,0.0,2.0,' negativ
25,7.0,4.0,8.0,3.0,2.0,2.0,4.0,0.0,2.0,' negativ
26,4.0,3.0,7.0,5.0,6.0,5.0,2.0,0.0,2.0,' negativ
27,4.0,2.0,6.0,4.0,7.0,5.0,2.0,0.0,0.0,' negativ
28,4.0,5.0,5.0,4.0,5.0,6.0,2.0,0.0,0.0,' negativ
29,4.0,1.0,5.0,5.0,7.0,6.0,2.0,0.0,1.0,' negativ
30,4.0,2.0,5.0,4.0,6.0,6.0,3.0,0.0,4.0,' negativ
31,8.0,5.0,8.0,1.0,2.0,1.0,6.0,0.0,2.0,' negativ
32,8.0,4.0,6.0,2.0,3.0,1.0,5.0,0.0,1.0,' negativ
33,6.0,5.0,9.0,4.0,2.0,1.0,3.0,0.0,0.0,' negativ
34,4.0,2.0,6.0,5.0,5.0,4.0,2.0,0.0,3.0,' negativ
35,7.0,6.0,8.0,1.0,2.0,1.0,4.0,0.0,0.0,' negativ
36,9.0,5.0,7.0,2.0,2.0,0.0,5.0,0.0,2.0,' negativ
37,7.0,4.0,8.0,3.0,3.0,2.0,4.0,0.0,1.0,' negativ
38,3.0,4.0,6.0,5.0,6.0,3.0,1.0,0.0,0.0,' negativ
39,4.0,1.0,6.0,5.0,6.0,5.0,2.0,0.0,0.0,' negativ
40,4.0,2.0,5.0,5.0,6.0,7.0,3.0,0.0,0.0,' negativ
41,4.0,4.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,' negativ
42,7.0,3.0,6.0,3.0,4.0,2.0,5.0,0.0,2.0,' negativ
43,4.0,2.0,6.0,4.0,7.0,4.0,2.0,0.0,2.0,' negativ
44,4.0,1.0,6.0,4.0,6.0,6.0,3.0,0.0,2.0,' negativ
45,4.0,2.0,5.0,4.0,7.0,6.0,2.0,0.0,0.0,' negativ
46,4.0,1.0,4.0,4.0,8.0,5.0,3.0,0.0,3.0,' negativ
47,5.0,4.0,7.0,4.0,5.0,2.0,3.0,0.0,0.0,' negativ
48,4.0,3.0,7.0,4.0,5.0,5.0,2.0,0.0,0.0,' negativ
49,2.0,4.0,5.0,4.0,5.0,5.0,2.0,0.0,0.0,' negativ
50,7.0,6.0,8.0,2.0,1.0,0.0,4.0,0.0,0.0,' negativ
51,5.0,7.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,' negativ
52,4.0,3.0,4.0,4.0,6.0,4.0,3.0,0.0,6.0,' negativ
53,7.0,6.0,8.0,3.0,1.0,2.0,3.0,0.0,0.0,' negativ
54,0.0,3.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,' negativ
55,6.0,3.0,1.0,5.0,7.0,1.0,7.0,0.0,4.0,' negativ
56,7.0,0.0,2.0,5.0,7.0,5.0,8.0,0.0,0.0,' negativ
57,1.0,3.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,' negativ
58,3.0,2.0,0.0,6.0,9.0,8.0,5.0,0.0,0.0,' negativ
59,8.0,4.0,0.0,5.0,4.0,3.0,9.0,0.0,0.0,' negativ
60,6.0,4.0,0.0,5.0,4.0,3.0,9.0,0.0,0.0,' negativ
61,6.0,3.0,0.0,6.0,6.0,4.0,7.0,0.0,0.0,' negativ
62,6.0,2.0,2.0,7.0,4.0,8.0,4.0,3.0,5.0,' negativ
63,5.0,1.0,0.0,6.0,8.0,3.0,8.0,0.0,0.0,' negativ
64,5.0,2.0,3.0,6.0,5.0,6.0,5.0,0.0,0.0,' negativ
