%
% Comments go after a '%' sign.
%
%
% Relation: World Cup 2014
%
%
% Attributes: 11     Instances: 43
%
%

@relation World Cup 2014

@attribute '0' numeric
@attribute '0' numeric
@attribute '1' numeric
@attribute '2' numeric
@attribute '3' numeric
@attribute '4' numeric
@attribute '5' numeric
@attribute '6' numeric
@attribute '7' numeric
@attribute '8' numeric
@attribute 'y' {' negative',' positive'}

@data
0,1.0,2.0,7.0,3.0,5.0,4.0,4.0,0.0,5.0,' negative'
1,4.0,2.0,7.0,3.0,6.0,3.0,4.0,0.0,0.0,' negative'
2,8.0,4.0,7.0,2.0,2.0,2.0,6.0,0.0,0.0,' negative'
3,5.0,1.0,7.0,4.0,5.0,3.0,4.0,0.0,0.0,' negative'
4,5.0,3.0,5.0,4.0,4.0,3.0,5.0,0.0,0.0,' negative'
5,3.0,1.0,7.0,6.0,5.0,4.0,3.0,0.0,4.0,' negative'
6,5.0,2.0,7.0,4.0,5.0,4.0,4.0,1.0,4.0,' negative'
7,5.0,3.0,6.0,3.0,4.0,3.0,4.0,0.0,3.0,' negative'
8,4.0,2.0,7.0,4.0,6.0,3.0,4.0,0.0,3.0,' negative'
9,4.0,1.0,7.0,4.0,4.0,4.0,4.0,0.0,0.0,' negative'
10,8.0,5.0,7.0,2.0,1.0,0.0,6.0,0.0,0.0,' negative'
11,6.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,0.0,' negative'
12,4.0,3.0,7.0,4.0,4.0,5.0,3.0,0.0,0.0,' negative'
13,3.0,2.0,7.0,5.0,4.0,4.0,3.0,0.0,0.0,' negative'
14,4.0,3.0,7.0,6.0,3.0,5.0,3.0,0.0,0.0,' negative'
15,4.0,3.0,7.0,5.0,3.0,5.0,3.0,0.0,0.0,' negative'
16,7.0,4.0,3.0,5.0,2.0,3.0,6.0,0.0,3.0,' negative'
17,3.0,2.0,7.0,8.0,4.0,5.0,3.0,0.0,0.0,' negative'
18,5.0,2.0,7.0,3.0,3.0,4.0,5.0,0.0,3.0,' negative'
19,9.0,4.0,5.0,3.0,0.0,2.0,7.0,0.0,0.0,' negative'
20,4.0,4.0,7.0,5.0,3.0,4.0,3.0,0.0,0.0,' negative'
21,3.0,3.0,7.0,5.0,4.0,4.0,3.0,0.0,0.0,' negative'
22,5.0,3.0,7.0,4.0,4.0,3.0,3.0,0.0,0.0,' negative'
23,4.0,2.0,7.0,5.0,5.0,5.0,3.0,3.0,4.0,' negative'
24,4.0,0.0,5.0,6.0,4.0,5.0,5.0,0.0,0.0,' negative'
25,3.0,2.0,7.0,5.0,5.0,5.0,3.0,0.0,0.0,' negative'
26,8.0,3.0,7.0,3.0,4.0,3.0,4.0,0.0,0.0,' negative'
27,4.0,2.0,7.0,6.0,5.0,4.0,3.0,0.0,0.0,' negative'
28,7.0,4.0,3.0,6.0,3.0,3.0,6.0,2.0,3.0,' negative'
29,4.0,1.0,5.0,6.0,6.0,5.0,4.0,0.0,0.0,' negative'
30,0.0,4.0,6.0,6.0,4.0,6.0,0.0,6.0,0.0,' negative'
31,3.0,4.0,0.0,9.0,6.0,2.0,5.0,5.0,1.0,' negative'
32,4.0,6.0,0.0,7.0,6.0,0.0,4.0,7.0,2.0,' negative'
33,3.0,7.0,0.0,9.0,6.0,0.0,4.0,4.0,6.0,' negative'
34,5.0,6.0,3.0,6.0,3.0,0.0,5.0,0.0,0.0,' positive'
35,6.0,7.0,1.0,6.0,3.0,0.0,6.0,0.0,0.0,' positive'
36,6.0,6.0,0.0,1.0,6.0,0.0,8.0,0.0,0.0,' positive'
37,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,' positive'
38,6.0,4.0,4.0,3.0,4.0,0.0,6.0,0.0,0.0,' positive'
39,5.0,5.0,3.0,6.0,4.0,0.0,5.0,0.0,0.0,' positive'
40,2.0,6.0,2.0,5.0,7.0,0.0,2.0,0.0,0.0,' positive'
41,6.0,5.0,4.0,5.0,3.0,0.0,6.0,0.0,0.0,' positive'
42,6.0,5.0,0.0,8.0,4.0,0.0,7.0,0.0,0.0,' positive'
