@relation ./ML-assignments/Assignment6/databases_disc/databases_EWD3_arff/vehicle0/EWD3vehicle0-5-4tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute Class {' negative',' positive'}
@data
0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,6.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,5.0,6.0,' positiv
1,3.0,4.0,6.0,4.0,2.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,6.0,5.0,' negativ
2,3.0,2.0,6.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,8.0,9.0,' negativ
3,5.0,2.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,' positiv
4,2.0,5.0,6.0,1.0,1.0,1.0,2.0,5.0,1.0,6.0,2.0,2.0,5.0,1.0,0.0,1.0,3.0,4.0,' positiv
5,7.0,8.0,9.0,2.0,0.0,0.0,8.0,0.0,9.0,7.0,7.0,8.0,8.0,3.0,5.0,0.0,1.0,0.0,' negativ
6,5.0,4.0,6.0,3.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,0.0,6.0,2.0,6.0,6.0,' positiv
7,6.0,8.0,8.0,3.0,1.0,1.0,7.0,1.0,7.0,8.0,4.0,6.0,6.0,1.0,5.0,1.0,4.0,5.0,' negativ
8,1.0,3.0,3.0,1.0,1.0,0.0,2.0,6.0,1.0,3.0,1.0,1.0,4.0,2.0,8.0,0.0,1.0,1.0,' negativ
9,3.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,' positiv
