@relation ./ML-assignments/Assignment6/databases_disc/databases_KBN2_arff/yeast-0-2-5-6_vs_3-7-8-9/KBN2yeast-0-2-5-6_vs_3-7-8-9-5-5tst.dat

@attribute  numeric
@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute Class {' negative',' positive'}
@data
0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,' negativ
1,2.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,' negativ
2,1.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,' negativ
3,2.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,' negativ
4,2.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
5,3.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,' negativ
6,2.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
7,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,' negativ
8,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,' negativ
9,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,' negativ
10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,' negativ
11,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,' negativ
12,2.0,2.0,2.0,3.0,0.0,0.0,3.0,1.0,' negativ
13,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,' negativ
14,1.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,' negativ
15,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,' negativ
16,2.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,' negativ
17,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,' negativ
18,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,' negativ
19,1.0,3.0,2.0,4.0,0.0,0.0,2.0,2.0,' negativ
20,1.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,' negativ
21,2.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
22,2.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
23,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
24,2.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,' negativ
25,1.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,' negativ
26,2.0,2.0,3.0,4.0,0.0,0.0,3.0,1.0,' negativ
27,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,' negativ
28,2.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,' negativ
29,1.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,' negativ
30,1.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,' negativ
31,1.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,' negativ
32,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,' negativ
33,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,' negativ
34,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,' negativ
