,0,1,2,3,4,5,y
0,0.0,1.0,0.0,2.0,1.0,3.0, negative
1,2.0,0.0,0.0,2.0,0.0,0.0, negative
2,2.0,1.0,0.0,1.0,1.0,2.0, negative
3,2.0,0.0,0.0,1.0,2.0,2.0, negative
4,0.0,0.0,0.0,2.0,0.0,0.0, negative
5,1.0,1.0,0.0,1.0,3.0,4.0, negative
6,0.0,1.0,0.0,1.0,2.0,3.0, negative
7,1.0,3.0,0.0,0.0,2.0,3.0, negative
8,2.0,1.0,0.0,2.0,4.0,4.0, negative
9,0.0,0.0,0.0,1.0,1.0,2.0, negative
10,1.0,2.0,0.0,2.0,0.0,4.0, negative
11,1.0,0.0,0.0,1.0,2.0,3.0, negative
12,1.0,3.0,0.0,1.0,3.0,4.0, negative
13,2.0,2.0,0.0,0.0,1.0,1.0, negative
14,0.0,2.0,0.0,0.0,0.0,1.0, negative
15,2.0,0.0,0.0,3.0,1.0,2.0, negative
16,1.0,2.0,0.0,2.0,0.0,1.0, negative
17,2.0,0.0,0.0,2.0,0.0,1.0, negative
18,1.0,1.0,0.0,0.0,0.0,0.0, negative
19,2.0,0.0,0.0,1.0,1.0,3.0, negative
20,0.0,0.0,0.0,0.0,2.0,3.0, negative
21,3.0,1.0,0.0,2.0,2.0,3.0, negative
22,1.0,1.0,0.0,1.0,1.0,2.0, negative
23,0.0,2.0,0.0,1.0,2.0,3.0, negative
24,1.0,2.0,0.0,1.0,3.0,4.0, negative
25,0.0,1.0,0.0,1.0,3.0,4.0, negative
26,1.0,0.0,0.0,3.0,1.0,3.0, negative
27,1.0,2.0,0.0,2.0,2.0,3.0, negative
28,0.0,1.0,0.0,1.0,0.0,0.0, negative
29,0.0,1.0,0.0,1.0,1.0,3.0, negative
30,4.0,2.0,0.0,3.0,4.0,4.0, negative
31,2.0,2.0,0.0,3.0,4.0,4.0, negative
32,4.0,2.0,0.0,0.0,4.0,4.0, negative
33,4.0,3.0,0.0,3.0,4.0,4.0, negative
34,4.0,3.0,0.0,0.0,4.0,0.0, negative
35,2.0,3.0,0.0,4.0,2.0,3.0, positive
36,3.0,3.0,0.0,4.0,3.0,0.0, positive
37,3.0,2.0,0.0,4.0,3.0,1.0, positive
38,3.0,3.0,0.0,3.0,0.0,0.0, positive
39,4.0,3.0,0.0,4.0,0.0,1.0, positive
40,3.0,4.0,0.0,3.0,3.0,1.0, positive
41,3.0,4.0,0.0,3.0,0.0,1.0, positive
42,3.0,4.0,0.0,2.0,2.0,2.0, positive
43,3.0,4.0,0.0,4.0,4.0,2.0, positive
44,4.0,0.0,0.0,2.0,3.0,1.0, positive
45,4.0,4.0,0.0,4.0,4.0,1.0, positive
46,4.0,4.0,0.0,4.0,4.0,0.0, positive
47,4.0,3.0,0.0,4.0,3.0,0.0, positive
48,4.0,4.0,0.0,4.0,4.0,0.0, positive
49,3.0,4.0,0.0,4.0,3.0,1.0, positive
50,3.0,3.0,0.0,3.0,4.0,2.0, positive
51,2.0,4.0,0.0,3.0,2.0,2.0, positive
52,3.0,3.0,0.0,0.0,2.0,1.0, positive
53,0.0,4.0,0.0,4.0,4.0,4.0, positive
54,4.0,4.0,0.0,3.0,3.0,2.0, positive
